WP_004462903.1	lcl|NZ_NPDW01000001.1_cds_WP_100743203.1_1855	60.256	78	106
WP_004462901.1	lcl|NZ_NPDW01000001.1_cds_WP_100743202.1_1854	80.952	315	318
WP_004462901.1	lcl|NZ_NPDW01000002.1_cds_WP_100743861.1_2447	28.481	316	318
WP_004462901.1	lcl|NZ_NPDW01000002.1_cds_WP_100743885.1_2475	25.312	320	318
WP_004462901.1	lcl|NZ_NPDW01000001.1_cds_WP_100743198.1_1850	23.188	276	318
WP_004462901.1	lcl|NZ_NPDW01000001.1_cds_WP_100741717.1_139	23.839	323	318
WP_004462901.1	lcl|NZ_NPDW01000003.1_cds_WP_100745004.1_3632	25.806	186	318
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_100742170.1_641	35.000	400	592
WP_016551805.1	lcl|NZ_NPDW01000002.1_cds_WP_100743618.1_2174	40.851	235	592
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_100741721.1_144	32.524	412	592
WP_016551805.1	lcl|NZ_NPDW01000002.1_cds_WP_243401333.1_2239	37.391	230	592
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_100741723.1_146	28.732	355	592
WP_016551805.1	lcl|NZ_NPDW01000002.1_cds_WP_100744829.1_3409	26.620	432	592
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_100742438.1_971	30.275	218	592
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_100741703.1_121	28.794	257	592
WP_016551805.1	lcl|NZ_NPDW01000004.1_cds_WP_100745082.1_3695	29.545	220	592
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_100743105.1_1735	29.839	248	592
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_100741849.1_281	29.500	200	592
WP_016551805.1	lcl|NZ_NPDW01000002.1_cds_WP_100744332.1_2999	25.620	242	592
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_100741648.1_57	30.357	224	592
WP_016551805.1	lcl|NZ_NPDW01000002.1_cds_WP_100744272.1_2929	26.786	224	592
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_100743048.1_1671	29.167	216	592
WP_016551805.1	lcl|NZ_NPDW01000002.1_cds_WP_100744401.1_3081	29.500	200	592
WP_016551805.1	lcl|NZ_NPDW01000001.1_cds_WP_035983849.1_1457	25.676	222	592
