WP_004462903.1	lcl|NZ_JQHI01000103.1_cds_WP_004753574.1_2332	93.103	87	106
WP_004462901.1	lcl|NZ_JQHI01000103.1_cds_WP_004761722.1_2333	92.581	310	318
WP_004462901.1	lcl|NZ_JQHI01000049.1_cds_WP_004753565.1_1115	25.688	327	318
WP_004462901.1	lcl|NZ_JQHI01000103.1_cds_WP_004755430.1_2336	25.633	316	318
WP_004462901.1	lcl|NZ_JQHI01000015.1_cds_WP_004763615.1_308	21.942	278	318
WP_004462901.1	lcl|NZ_JQHI01000015.1_cds_WP_004763603.1_362	22.867	293	318
WP_016551805.1	lcl|NZ_JQHI01000042.1_cds_WP_004752998.1_964	33.503	394	592
WP_016551805.1	lcl|NZ_JQHI01000148.1_cds_WP_004754744.1_2926	35.772	369	592
WP_016551805.1	lcl|NZ_JQHI01000015.1_cds_WP_004763621.1_302	30.867	392	592
WP_016551805.1	lcl|NZ_JQHI01000002.1_cds_WP_004768876.1_31	30.612	392	592
WP_016551805.1	lcl|NZ_JQHI01000084.1_cds_WP_004750725.1_2036	28.444	225	592
WP_016551805.1	lcl|NZ_JQHI01000008.1_cds_WP_004759288.1_151	31.579	209	592
WP_016551805.1	lcl|NZ_JQHI01000139.1_cds_WP_004767671.1_2849	29.365	252	592
WP_016551805.1	lcl|NZ_JQHI01000024.1_cds_WP_004754759.1_487	25.523	239	592
WP_016551805.1	lcl|NZ_JQHI01000090.1_cds_WP_004754327.1_2105	30.043	233	592
WP_016551805.1	lcl|NZ_JQHI01000062.1_cds_WP_004753339.1_1515	29.741	232	592
WP_016551805.1	lcl|NZ_JQHI01000222.1_cds_WP_004763034.1_3490	31.088	193	592
WP_016551805.1	lcl|NZ_JQHI01000139.1_cds_WP_004751619.1_2848	27.935	247	592
WP_016551805.1	lcl|NZ_JQHI01000073.1_cds_WP_004752581.1_1890	28.704	216	592
WP_016551805.1	lcl|NZ_JQHI01000059.1_cds_WP_004755898.1_1487	25.112	223	592
WP_016551805.1	lcl|NZ_JQHI01000040.1_cds_WP_004752570.1_924	26.923	234	592
WP_016551805.1	lcl|NZ_JQHI01000071.1_cds_WP_016749953.1_1711	25.481	208	592
WP_016551805.1	lcl|NZ_JQHI01000040.1_cds_WP_004763220.1_944	28.182	220	592
WP_016551805.1	lcl|NZ_JQHI01000050.1_cds_WP_004754310.1_1231	26.201	229	592
WP_016551805.1	lcl|NZ_JQHI01000055.1_cds_WP_004753839.1_1381	22.414	232	592
WP_016551805.1	lcl|NZ_JQHI01000016.1_cds_WP_004751574.1_390	26.471	238	592
WP_016551805.1	lcl|NZ_JQHI01000164.1_cds_WP_004753756.1_3156	23.810	252	592
WP_016551805.1	lcl|NZ_JQHI01000006.1_cds_WP_004755856.1_96	24.841	157	592
WP_016551805.1	lcl|NZ_JQHI01000006.1_cds_WP_004755856.1_96	35.106	94	592
WP_016551805.1	lcl|NZ_JQHI01000030.1_cds_WP_004752046.1_705	26.050	238	592
WP_016551805.1	lcl|NZ_JQHI01000030.1_cds_WP_004752046.1_705	45.455	44	592
WP_016551805.1	lcl|NZ_JQHI01000022.1_cds_WP_004762203.1_474	25.641	234	592
WP_016551805.1	lcl|NZ_JQHI01000055.1_cds_WP_004754862.1_1365	24.324	222	592
WP_016551805.1	lcl|NZ_JQHI01000041.1_cds_WP_004778132.1_950	27.885	208	592
WP_016551805.1	lcl|NZ_JQHI01000041.1_cds_WP_004778132.1_950	24.157	178	592
WP_016551805.1	lcl|NZ_JQHI01000102.1_cds_WP_004759182.1_2323	25.877	228	592
WP_016551805.1	lcl|NZ_JQHI01000042.1_cds_WP_004752998.1_964	33.503	394	592
WP_016551805.1	lcl|NZ_JQHI01000148.1_cds_WP_004754744.1_2926	35.772	369	592
WP_016551805.1	lcl|NZ_JQHI01000015.1_cds_WP_004763621.1_302	30.867	392	592
WP_016551805.1	lcl|NZ_JQHI01000002.1_cds_WP_004768876.1_31	30.612	392	592
WP_016551805.1	lcl|NZ_JQHI01000084.1_cds_WP_004750725.1_2036	28.444	225	592
WP_016551805.1	lcl|NZ_JQHI01000008.1_cds_WP_004759288.1_151	31.579	209	592
WP_016551805.1	lcl|NZ_JQHI01000139.1_cds_WP_004767671.1_2849	29.365	252	592
WP_016551805.1	lcl|NZ_JQHI01000024.1_cds_WP_004754759.1_487	25.523	239	592
WP_016551805.1	lcl|NZ_JQHI01000090.1_cds_WP_004754327.1_2105	30.043	233	592
WP_016551805.1	lcl|NZ_JQHI01000062.1_cds_WP_004753339.1_1515	29.741	232	592
WP_016551805.1	lcl|NZ_JQHI01000222.1_cds_WP_004763034.1_3490	31.088	193	592
WP_016551805.1	lcl|NZ_JQHI01000139.1_cds_WP_004751619.1_2848	27.935	247	592
WP_016551805.1	lcl|NZ_JQHI01000073.1_cds_WP_004752581.1_1890	28.704	216	592
WP_016551805.1	lcl|NZ_JQHI01000059.1_cds_WP_004755898.1_1487	25.112	223	592
WP_016551805.1	lcl|NZ_JQHI01000040.1_cds_WP_004752570.1_924	26.923	234	592
WP_016551805.1	lcl|NZ_JQHI01000071.1_cds_WP_016749953.1_1711	25.481	208	592
WP_016551805.1	lcl|NZ_JQHI01000040.1_cds_WP_004763220.1_944	28.182	220	592
WP_016551805.1	lcl|NZ_JQHI01000050.1_cds_WP_004754310.1_1231	26.201	229	592
WP_016551805.1	lcl|NZ_JQHI01000055.1_cds_WP_004753839.1_1381	22.414	232	592
WP_016551805.1	lcl|NZ_JQHI01000016.1_cds_WP_004751574.1_390	26.471	238	592
WP_016551805.1	lcl|NZ_JQHI01000164.1_cds_WP_004753756.1_3156	23.810	252	592
WP_016551805.1	lcl|NZ_JQHI01000006.1_cds_WP_004755856.1_96	24.841	157	592
WP_016551805.1	lcl|NZ_JQHI01000006.1_cds_WP_004755856.1_96	35.106	94	592
WP_016551805.1	lcl|NZ_JQHI01000030.1_cds_WP_004752046.1_705	26.050	238	592
WP_016551805.1	lcl|NZ_JQHI01000030.1_cds_WP_004752046.1_705	45.455	44	592
WP_016551805.1	lcl|NZ_JQHI01000022.1_cds_WP_004762203.1_474	25.641	234	592
WP_016551805.1	lcl|NZ_JQHI01000055.1_cds_WP_004754862.1_1365	24.324	222	592
WP_016551805.1	lcl|NZ_JQHI01000041.1_cds_WP_004778132.1_950	27.885	208	592
WP_016551805.1	lcl|NZ_JQHI01000041.1_cds_WP_004778132.1_950	24.157	178	592
WP_016551805.1	lcl|NZ_JQHI01000102.1_cds_WP_004759182.1_2323	25.877	228	592
WP_004462894.1	lcl|NZ_JQHI01000103.1_cds_WP_004755430.1_2336	31.503	346	342
WP_004462894.1	lcl|NZ_JQHI01000015.1_cds_WP_004763603.1_362	26.346	353	342
WP_004462894.1	lcl|NZ_JQHI01000049.1_cds_WP_004753565.1_1115	25.806	341	342
WP_004462894.1	lcl|NZ_JQHI01000015.1_cds_WP_004763615.1_308	24.198	343	342
WP_004462894.1	lcl|NZ_JQHI01000130.1_cds_WP_004763391.1_2732	24.786	351	342
WP_004462894.1	lcl|NZ_JQHI01000016.1_cds_WP_004751543.1_412	25.103	243	342
WP_004462894.1	lcl|NZ_JQHI01000103.1_cds_WP_004762989.1_2339	28.017	232	342
WP_004462894.1	lcl|NZ_JQHI01000015.1_cds_WP_004763691.1_334	25.269	186	342
WP_004462894.1	lcl|NZ_JQHI01000071.1_cds_WP_004751780.1_1777	27.273	242	342
WP_004462893.1	lcl|NZ_JQHI01000055.1_cds_WP_004754043.1_1364	25.116	430	427
WP_004462893.1	lcl|NZ_JQHI01000055.1_cds_WP_004754043.1_1364	25.116	430	427
WP_004462893.1	lcl|NZ_JQHI01000055.1_cds_WP_004754043.1_1364	25.116	430	427
WP_004477915.1	lcl|NZ_JQHI01000015.1_cds_WP_004763709.1_307	40.693	231	587
WP_004477915.1	lcl|NZ_JQHI01000153.1_cds_WP_004779106.1_2989	29.075	227	587
WP_004477915.1	lcl|NZ_JQHI01000015.1_cds_WP_004763658.1_317	32.314	229	587
WP_004477915.1	lcl|NZ_JQHI01000015.1_cds_WP_004763633.1_331	28.629	248	587
WP_004477915.1	lcl|NZ_JQHI01000037.1_cds_WP_004763112.1_829	25.614	285	587
WP_004477915.1	lcl|NZ_JQHI01000102.1_cds_WP_078131617.1_2317	32.530	83	587
WP_004477915.1	lcl|NZ_JQHI01000015.1_cds_WP_004763709.1_307	40.693	231	587
WP_004477915.1	lcl|NZ_JQHI01000153.1_cds_WP_004779106.1_2989	29.075	227	587
WP_004477915.1	lcl|NZ_JQHI01000015.1_cds_WP_004763658.1_317	32.314	229	587
WP_004477915.1	lcl|NZ_JQHI01000015.1_cds_WP_004763633.1_331	28.629	248	587
WP_004477915.1	lcl|NZ_JQHI01000037.1_cds_WP_004763112.1_829	25.614	285	587
WP_004477915.1	lcl|NZ_JQHI01000102.1_cds_WP_078131617.1_2317	32.530	83	587
WP_004477915.1	lcl|NZ_JQHI01000015.1_cds_WP_004763709.1_307	40.693	231	587
WP_004477915.1	lcl|NZ_JQHI01000153.1_cds_WP_004779106.1_2989	29.075	227	587
WP_004477915.1	lcl|NZ_JQHI01000015.1_cds_WP_004763658.1_317	32.314	229	587
WP_004477915.1	lcl|NZ_JQHI01000015.1_cds_WP_004763633.1_331	28.629	248	587
WP_004477915.1	lcl|NZ_JQHI01000037.1_cds_WP_004763112.1_829	25.614	285	587
WP_004477915.1	lcl|NZ_JQHI01000102.1_cds_WP_078131617.1_2317	32.530	83	587
WP_004491540.1	lcl|NZ_JQHI01000015.1_cds_WP_004763653.1_358	28.261	230	224
WP_004491540.1	lcl|NZ_JQHI01000149.1_cds_WP_004759385.1_2959	26.570	207	224
WP_004491540.1	lcl|NZ_JQHI01000015.1_cds_WP_004763645.1_305	30.108	93	224
WP_004491540.1	lcl|NZ_JQHI01000045.1_cds_WP_004751232.1_1044	27.957	93	224
WP_004462889.1	lcl|NZ_JQHI01000015.1_cds_WP_004763559.1_315	34.454	238	231
WP_004462889.1	lcl|NZ_JQHI01000015.1_cds_WP_004763754.1_311	29.213	267	231
WP_004462889.1	lcl|NZ_JQHI01000166.1_cds_WP_004763485.1_3163	43.421	76	231
WP_230486561.1	lcl|NZ_JQHI01000071.1_cds_WP_004758812.1_1719	29.114	79	217
WP_004477982.1	lcl|NZ_JQHI01000015.1_cds_WP_004763573.1_339	24.621	264	302
WP_004477982.1	lcl|NZ_JQHI01000132.1_cds_WP_025175860.1_2746	27.049	122	302
WP_004477982.1	lcl|NZ_JQHI01000159.1_cds_WP_004756227.1_3080	26.230	122	302
WP_004477982.1	lcl|NZ_JQHI01000159.1_cds_WP_004756227.1_3080	29.412	68	302
