WP_004462903.1	lcl|NZ_RQFX01000189.1_cds_WP_035983633.1_812	62.821	78	106
WP_004462901.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	78.594	313	318
WP_004462901.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	24.233	326	318
WP_004462901.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	28.165	316	318
WP_004462901.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	21.839	261	318
WP_004462901.1	lcl|NZ_RQFX01000129.1_cds_WP_135748100.1_1418	23.839	323	318
WP_004462901.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	24.731	186	318
WP_016551805.1	lcl|NZ_RQFX01000211.1_cds_WP_135749212.1_1117	34.694	392	592
WP_016551805.1	lcl|NZ_RQFX01000206.1_cds_WP_135749141.1_2782	33.879	428	592
WP_016551805.1	lcl|NZ_RQFX01000129.1_cds_WP_135748105.1_1423	35.172	290	592
WP_016551805.1	lcl|NZ_RQFX01000150.1_cds_WP_135748315.1_2372	36.957	230	592
WP_016551805.1	lcl|NZ_RQFX01000129.1_cds_WP_135748106.1_1425	29.296	355	592
WP_016551805.1	lcl|NZ_RQFX01000160.1_cds_WP_135748483.1_2903	26.728	434	592
WP_016551805.1	lcl|NZ_RQFX01000013.1_cds_WP_135692851.1_2987	30.734	218	592
WP_016551805.1	lcl|NZ_RQFX01000120.1_cds_WP_135747926.1_744	30.833	240	592
WP_016551805.1	lcl|NZ_RQFX01000075.1_cds_WP_135747471.1_1348	29.545	220	592
WP_016551805.1	lcl|NZ_RQFX01000129.1_cds_WP_135748084.1_1398	30.435	230	592
WP_016551805.1	lcl|NZ_RQFX01000006.1_cds_WP_135746730.1_1598	25.620	242	592
WP_016551805.1	lcl|NZ_RQFX01000072.1_cds_WP_135747343.1_289	29.187	209	592
WP_016551805.1	lcl|NZ_RQFX01000057.1_cds_WP_135747226.1_2300	29.911	224	592
WP_016551805.1	lcl|NZ_RQFX01000009.1_cds_WP_135569264.1_678	29.167	216	592
WP_016551805.1	lcl|NZ_RQFX01000016.1_cds_WP_135746874.1_3288	28.889	225	592
WP_016551805.1	lcl|NZ_RQFX01000219.1_cds_WP_135749519.1_1970	28.302	212	592
WP_016551805.1	lcl|NZ_RQFX01000230.1_cds_WP_135749622.1_466	28.505	214	592
WP_016551805.1	lcl|NZ_RQFX01000230.1_cds_WP_135592366.1_493	25.225	222	592
WP_016551805.1	lcl|NZ_RQFX01000175.1_cds_WP_135748529.1_3687	25.962	208	592
WP_016551805.1	lcl|NZ_RQFX01000120.1_cds_WP_135747909.1_718	26.906	223	592
WP_016551805.1	lcl|NZ_RQFX01000109.1_cds_WP_135747834.1_2914	24.390	246	592
WP_016551805.1	lcl|NZ_RQFX01000201.1_cds_WP_135749001.1_1299	25.339	221	592
WP_016551805.1	lcl|NZ_RQFX01000219.1_cds_WP_135749511.1_1962	28.500	200	592
WP_016551805.1	lcl|NZ_RQFX01000014.1_cds_WP_135746858.1_3444	25.405	185	592
WP_016551805.1	lcl|NZ_RQFX01000075.1_cds_WP_135747496.1_1377	25.417	240	592
WP_016551805.1	lcl|NZ_RQFX01000011.1_cds_WP_135697085.1_2494	27.928	222	592
WP_016551805.1	lcl|NZ_RQFX01000242.1_cds_WP_135749802.1_976	25.000	228	592
WP_016551805.1	lcl|NZ_RQFX01000129.1_cds_WP_135748124.1_1443	25.434	173	592
WP_016551805.1	lcl|NZ_RQFX01000153.1_cds_WP_004789028.1_3020	24.000	225	592
WP_016551805.1	lcl|NZ_RQFX01000077.1_cds_WP_135747567.1_2415	26.906	223	592
WP_016551805.1	lcl|NZ_RQFX01000104.1_cds_WP_135747789.1_3603	26.295	251	592
WP_016551805.1	lcl|NZ_RQFX01000177.1_cds_WP_135748565.1_2241	28.090	178	592
WP_016551805.1	lcl|NZ_RQFX01000185.1_cds_WP_135748668.1_1494	25.743	202	592
WP_016551805.1	lcl|NZ_RQFX01000129.1_cds_WP_135748083.1_1397	34.043	94	592
WP_016551805.1	lcl|NZ_RQFX01000151.1_cds_WP_135748368.1_1032	25.778	225	592
WP_016551805.1	lcl|NZ_RQFX01000151.1_cds_WP_135748368.1_1032	44.186	43	592
WP_016551805.1	lcl|NZ_RQFX01000006.1_cds_WP_135746719.1_1586	25.957	235	592
WP_016551805.1	lcl|NZ_RQFX01000006.1_cds_WP_135746719.1_1586	34.783	46	592
WP_016551805.1	lcl|NZ_RQFX01000057.1_cds_WP_135747222.1_2292	24.409	254	592
WP_016551805.1	lcl|NZ_RQFX01000057.1_cds_WP_135747222.1_2292	24.490	245	592
WP_016551805.1	lcl|NZ_RQFX01000211.1_cds_WP_135749212.1_1117	34.694	392	592
WP_016551805.1	lcl|NZ_RQFX01000206.1_cds_WP_135749141.1_2782	33.879	428	592
WP_016551805.1	lcl|NZ_RQFX01000129.1_cds_WP_135748105.1_1423	35.172	290	592
WP_016551805.1	lcl|NZ_RQFX01000150.1_cds_WP_135748315.1_2372	36.957	230	592
WP_016551805.1	lcl|NZ_RQFX01000129.1_cds_WP_135748106.1_1425	29.296	355	592
WP_016551805.1	lcl|NZ_RQFX01000160.1_cds_WP_135748483.1_2903	26.728	434	592
WP_016551805.1	lcl|NZ_RQFX01000013.1_cds_WP_135692851.1_2987	30.734	218	592
WP_016551805.1	lcl|NZ_RQFX01000120.1_cds_WP_135747926.1_744	30.833	240	592
WP_016551805.1	lcl|NZ_RQFX01000075.1_cds_WP_135747471.1_1348	29.545	220	592
WP_016551805.1	lcl|NZ_RQFX01000129.1_cds_WP_135748084.1_1398	30.435	230	592
WP_016551805.1	lcl|NZ_RQFX01000006.1_cds_WP_135746730.1_1598	25.620	242	592
WP_016551805.1	lcl|NZ_RQFX01000072.1_cds_WP_135747343.1_289	29.187	209	592
