WP_002725873.1	lcl|NZ_NPEB01000012.1_cds_WP_035983633.1_911	62.162	74	106
WP_011669917.1	lcl|NZ_NPEB01000012.1_cds_WP_100734686.1_908	80.386	311	318
WP_011669917.1	lcl|NZ_NPEB01000003.1_cds_WP_100718697.1_1873	24.149	323	318
WP_011669917.1	lcl|NZ_NPEB01000003.1_cds_WP_100718677.1_1845	26.752	314	318
WP_011669917.1	lcl|NZ_NPEB01000012.1_cds_WP_100734687.1_909	21.269	268	318
WP_011669917.1	lcl|NZ_NPEB01000006.1_cds_WP_004788049.1_3154	22.581	186	318
WP_011669917.1	lcl|NZ_NPEB01000004.1_cds_WP_100719192.1_2349	22.324	327	318
WP_011669919.1	lcl|NZ_NPEB01000008.1_cds_WP_100734665.1_3499	34.259	108	220
WP_011669919.1	lcl|NZ_NPEB01000001.1_cds_WP_100734532.1_119	28.289	152	220
WP_011669919.1	lcl|NZ_NPEB01000008.1_cds_WP_100734663.1_3502	34.375	96	220
WP_011669919.1	lcl|NZ_NPEB01000008.1_cds_WP_004783871.1_3500	32.990	97	220
WP_011669919.1	lcl|NZ_NPEB01000001.1_cds_WP_100734503.1_200	34.259	108	220
WP_011669919.1	lcl|NZ_NPEB01000005.1_cds_WP_100720444.1_2954	32.039	103	220
WP_011669919.1	lcl|NZ_NPEB01000008.1_cds_WP_125196248.1_3484	31.522	92	220
WP_011669919.1	lcl|NZ_NPEB01000008.1_cds_WP_100734660.1_3506	32.258	93	220
WP_011669919.1	lcl|NZ_NPEB01000003.1_cds_WP_165780020.1_2229	32.110	109	220
WP_020780109.1	lcl|NZ_NPEB01000012.1_cds_WP_100716960.1_898	32.676	355	354
WP_020780109.1	lcl|NZ_NPEB01000002.1_cds_WP_100734171.1_1356	34.114	299	354
WP_020780109.1	lcl|NZ_NPEB01000012.1_cds_WP_100716960.1_898	32.676	355	354
WP_020780109.1	lcl|NZ_NPEB01000002.1_cds_WP_100734171.1_1356	34.114	299	354
WP_011669921.1	lcl|NZ_NPEB01000012.1_cds_WP_100734684.1_903	40.361	166	230
WP_011669921.1	lcl|NZ_NPEB01000012.1_cds_WP_100734681.1_897	31.905	210	230
WP_011669921.1	lcl|NZ_NPEB01000004.1_cds_WP_100735252.1_2518	28.837	215	230
WP_011669921.1	lcl|NZ_NPEB01000004.1_cds_WP_100720948.1_2503	26.496	117	230
WP_011669923.1	lcl|NZ_NPEB01000010.1_cds_WP_004785484.1_582	29.457	387	387
WP_011669923.1	lcl|NZ_NPEB01000012.1_cds_WP_100716963.1_895	37.387	222	387
WP_011669923.1	lcl|NZ_NPEB01000012.1_cds_WP_207763559.1_906	31.274	259	387
WP_011669923.1	lcl|NZ_NPEB01000012.1_cds_WP_100766203.1_883	29.545	220	387
WP_011669923.1	lcl|NZ_NPEB01000007.1_cds_WP_100719471.1_3301	23.796	353	387
WP_020780103.1	lcl|NZ_NPEB01000012.1_cds_WP_100734681.1_897	43.621	243	572
WP_020780103.1	lcl|NZ_NPEB01000012.1_cds_WP_100734684.1_903	39.256	242	572
WP_020780103.1	lcl|NZ_NPEB01000012.1_cds_WP_100734680.1_896	31.227	269	572
WP_020780103.1	lcl|NZ_NPEB01000001.1_cds_WP_100734559.1_69	26.667	210	572
WP_020780103.1	lcl|NZ_NPEB01000004.1_cds_WP_100735252.1_2518	28.676	272	572
WP_020780103.1	lcl|NZ_NPEB01000012.1_cds_WP_100734681.1_897	43.621	243	572
WP_020780103.1	lcl|NZ_NPEB01000012.1_cds_WP_100734684.1_903	39.256	242	572
WP_020780103.1	lcl|NZ_NPEB01000012.1_cds_WP_100734680.1_896	31.227	269	572
WP_020780103.1	lcl|NZ_NPEB01000001.1_cds_WP_100734559.1_69	26.667	210	572
WP_020780103.1	lcl|NZ_NPEB01000004.1_cds_WP_100735252.1_2518	28.676	272	572
WP_011669926.1	lcl|NZ_NPEB01000012.1_cds_WP_100716963.1_895	42.548	416	417
WP_011669926.1	lcl|NZ_NPEB01000010.1_cds_WP_004785484.1_582	30.581	327	417
WP_011669926.1	lcl|NZ_NPEB01000012.1_cds_WP_100766203.1_883	33.463	257	417
WP_011669926.1	lcl|NZ_NPEB01000012.1_cds_WP_207763559.1_906	29.181	281	417
WP_011669926.1	lcl|NZ_NPEB01000002.1_cds_WP_100734244.1_1524	28.448	232	417
WP_011669926.1	lcl|NZ_NPEB01000007.1_cds_WP_100719471.1_3301	25.000	240	417
WP_011669927.1	lcl|NZ_NPEB01000012.1_cds_WP_100734679.1_894	25.397	252	345
WP_004779587.1	lcl|NZ_NPEB01000012.1_cds_WP_100716965.1_893	38.286	175	181
WP_004779587.1	lcl|NZ_NPEB01000012.1_cds_WP_100734685.1_904	32.143	168	181
WP_020780101.1	lcl|NZ_NPEB01000004.1_cds_WP_100735247.1_2500	23.318	223	342
WP_020780101.1	lcl|NZ_NPEB01000003.1_cds_WP_100734956.1_1985	27.014	211	342
WP_020780101.1	lcl|NZ_NPEB01000003.1_cds_WP_100734865.1_1812	27.044	159	342
WP_020780101.1	lcl|NZ_NPEB01000004.1_cds_WP_100735247.1_2500	23.318	223	342
