WP_002725873.1	lcl|NZ_AOGW02000010.1_cds_WP_039937667.1_1353	62.162	74	106
WP_011669917.1	lcl|NZ_AOGW02000010.1_cds_WP_002973984.1_1356	82.315	311	318
WP_011669917.1	lcl|NZ_AOGW02000006.1_cds_WP_002972517.1_3390	23.839	323	318
WP_011669917.1	lcl|NZ_AOGW02000006.1_cds_WP_002972522.1_3364	27.389	314	318
WP_011669917.1	lcl|NZ_AOGW02000010.1_cds_WP_002973576.1_1355	21.951	287	318
WP_011669917.1	lcl|NZ_AOGW02000020.1_cds_WP_002975549.1_254	21.875	192	318
WP_011669917.1	lcl|NZ_AOGW02000006.1_cds_WP_002972237.1_2831	22.812	320	318
WP_011669919.1	lcl|NZ_AOGW02000010.1_cds_WP_002973621.1_1399	33.071	127	220
WP_011669919.1	lcl|NZ_AOGW02000010.1_cds_WP_002974543.1_1690	26.122	245	220
WP_011669919.1	lcl|NZ_AOGW02000010.1_cds_WP_002973918.1_1402	33.333	96	220
WP_011669919.1	lcl|NZ_AOGW02000010.1_cds_WP_002974397.1_1397	32.323	99	220
WP_011669919.1	lcl|NZ_AOGW02000010.1_cds_WP_002973632.1_1400	32.990	97	220
WP_011669919.1	lcl|NZ_AOGW02000010.1_cds_WP_002974131.1_1388	32.609	92	220
WP_011669919.1	lcl|NZ_AOGW02000018.1_cds_WP_002975215.1_552	31.068	103	220
WP_011669919.1	lcl|NZ_AOGW02000009.1_cds_WP_002973289.1_2419	26.596	94	220
WP_011669919.1	lcl|NZ_AOGW02000009.1_cds_WP_039937548.1_2496	30.275	109	220
WP_011669919.1	lcl|NZ_AOGW02000010.1_cds_WP_002973773.1_1406	28.986	138	220
WP_011669919.1	lcl|NZ_AOGW02000010.1_cds_WP_039937781.1_1771	31.481	108	220
WP_020780109.1	lcl|NZ_AOGW02000010.1_cds_WP_002974117.1_1362	30.812	357	354
WP_020780109.1	lcl|NZ_AOGW02000016.1_cds_WP_002975074.1_638	34.641	306	354
WP_020780109.1	lcl|NZ_AOGW02000010.1_cds_WP_002974117.1_1362	30.812	357	354
WP_020780109.1	lcl|NZ_AOGW02000016.1_cds_WP_002975074.1_638	34.641	306	354
WP_011669921.1	lcl|NZ_AOGW02000006.1_cds_WP_002972831.1_2989	32.558	215	230
WP_011669921.1	lcl|NZ_AOGW02000006.1_cds_WP_002972394.1_2974	26.496	117	230
WP_011669922.1	lcl|NZ_AOGW02000010.1_cds_WP_002973828.1_1367	28.418	651	599
WP_011669923.1	lcl|NZ_AOGW02000006.1_cds_WP_002972187.1_3126	28.941	387	387
WP_011669923.1	lcl|NZ_AOGW02000010.1_cds_WP_002974182.1_1358	27.273	363	387
WP_011669923.1	lcl|NZ_AOGW02000010.1_cds_WP_002973578.1_1384	30.568	229	387
WP_011669923.1	lcl|NZ_AOGW02000002.1_cds_WP_002971616.1_3568	23.647	351	387
WP_011669924.1	lcl|NZ_AOGW02000010.1_cds_WP_002973828.1_1367	40.878	592	583
WP_020780103.1	lcl|NZ_AOGW02000010.1_cds_WP_002974473.1_1640	27.404	208	572
WP_020780103.1	lcl|NZ_AOGW02000006.1_cds_WP_002972831.1_2989	30.682	264	572
WP_020780103.1	lcl|NZ_AOGW02000010.1_cds_WP_002974473.1_1640	27.404	208	572
