WP_002725873.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594790.1_2966	62.162	74	106
WP_011669917.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594788.1_2965	82.484	314	318
WP_011669917.1	lcl|NZ_RQGZ01000001.1_cds_WP_100725791.1_2824	22.727	330	318
WP_011669917.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594691.1_2914	22.857	280	318
WP_011669917.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594687.1_2912	21.698	318	318
WP_011669917.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592297.1_973	27.128	188	318
WP_011669917.1	lcl|NZ_RQGZ01000010.1_cds_WP_100715920.1_2241	23.077	169	318
WP_011669917.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594311.1_1523	23.529	323	318
WP_011669918.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594731.1_2937	42.373	354	361
WP_011669919.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592292.1_970	35.135	111	220
WP_011669919.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591985.1_679	25.325	154	220
WP_011669919.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594701.1_2920	34.694	98	220
WP_011669919.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592302.1_975	33.846	130	220
WP_011669919.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592286.1_967	34.043	94	220
WP_011669919.1	lcl|NZ_RQGZ01000008.1_cds_WP_100727529.1_1999	30.526	95	220
WP_011669919.1	lcl|NZ_RQGZ01000003.1_cds_WP_135591898.1_594	48.000	50	220
WP_011669919.1	lcl|NZ_RQGZ01000003.1_cds_WP_135592290.1_969	29.126	103	220
WP_020780109.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594771.1_2957	31.624	351	354
WP_020780109.1	lcl|NZ_RQGZ01000016.1_cds_WP_135593803.1_1016	34.797	296	354
WP_020780109.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594737.1_2940	31.579	342	354
WP_020780109.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594771.1_2957	31.624	351	354
WP_020780109.1	lcl|NZ_RQGZ01000016.1_cds_WP_135593803.1_1016	34.797	296	354
WP_020780109.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594737.1_2940	31.579	342	354
WP_011669921.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594767.1_2955	36.404	228	230
WP_011669921.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594777.1_2960	37.952	166	230
WP_011669921.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594479.1_1681	31.963	219	230
WP_011669921.1	lcl|NZ_RQGZ01000016.1_cds_WP_135594467.1_1666	27.119	118	230
WP_011669921.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594733.1_2938	27.419	124	230
WP_011669923.1	lcl|NZ_RQGZ01000013.1_cds_WP_135593278.1_2576	31.105	389	387
WP_011669923.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594763.1_2953	36.145	249	387
WP_011669923.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594735.1_2939	26.933	375	387
WP_011669923.1	lcl|NZ_RQGZ01000019.1_cds_WP_135594781.1_2962	29.121	364	387
