WP_002725873.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002725873.1_2097	100.000	106	106
WP_011669917.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669917.1_2096	100.000	318	318
WP_011669917.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011671202.1_3138	24.299	321	318
WP_011669917.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669955.1_2047	22.772	202	318
WP_011669917.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669957.1_2045	25.137	183	318
WP_011669917.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669973.1_2025	23.868	243	318
WP_011669917.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670961.1_2784	25.723	311	318
WP_011669917.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670813.1_2564	21.387	173	318
WP_011669918.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669918.1_2095	100.000	361	361
WP_011669919.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669919.1_2094	100.000	220	220
WP_011669919.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002759031.1_1152	27.027	222	220
WP_011669919.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669970.1_2029	26.609	233	220
WP_011669919.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669950.1_2052	23.707	232	220
WP_011669919.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669670.1_921	30.172	116	220
WP_011669919.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002734441.1_2182	30.851	94	220
WP_011669919.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669976.1_2022	25.000	176	220
WP_011669919.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669642.1_885	24.155	207	220
WP_020780109.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_020780109.1_2093	100.000	354	354
WP_020780109.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_004779598.1_2074	32.886	298	354
WP_020780109.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669891.1_2133	34.722	288	354
WP_020780109.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_020780109.1_2093	100.000	354	354
WP_020780109.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_004779598.1_2074	32.886	298	354
WP_020780109.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669891.1_2133	34.722	288	354
WP_011669921.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669921.1_2092	100.000	230	230
WP_011669921.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_004779595.1_2078	38.278	209	230
WP_011669921.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_020780103.1_2087	34.529	223	230
WP_011669921.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670877.1_2657	30.144	209	230
WP_011669921.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011671011.1_2852	30.631	111	230
WP_011669922.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669922.1_2090	100.000	599	599
WP_011669922.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669924.1_2088	29.355	620	599
WP_011669923.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669923.1_2089	100.000	387	387
WP_011669923.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669932.1_2071	30.495	364	387
WP_011669923.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669926.1_2086	34.025	241	387
WP_011669923.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002753028.1_2574	31.183	372	387
WP_011669923.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669968.1_2031	31.449	283	387
WP_011669923.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002753888.1_2718	26.168	321	387
WP_011669923.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002750680.1_2931	23.706	367	387
WP_011669924.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669924.1_2088	100.000	583	583
WP_011669924.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669922.1_2090	29.355	620	583
WP_020780103.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_020780103.1_2087	100.000	572	572
WP_020780103.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_004779595.1_2078	36.481	233	572
WP_020780103.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669921.1_2092	34.513	226	572
WP_020780103.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669701.1_959	23.622	127	572
WP_020780103.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_020780103.1_2087	100.000	572	572
WP_020780103.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_004779595.1_2078	36.481	233	572
WP_020780103.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669921.1_2092	34.513	226	572
WP_020780103.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669701.1_959	23.622	127	572
WP_011669926.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669926.1_2086	100.000	417	417
WP_011669926.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669932.1_2071	28.800	375	417
WP_011669926.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002753028.1_2574	29.885	348	417
WP_011669926.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669923.1_2089	34.025	241	417
WP_011669926.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669968.1_2031	33.858	254	417
WP_011669926.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002753888.1_2718	27.869	244	417
WP_011669926.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002750680.1_2931	25.105	239	417
WP_011669927.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669927.1_2085	99.700	333	345
WP_004779587.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_004779587.1_2084	100.000	181	181
WP_020780101.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_020780101.1_2083	99.708	342	342
WP_020780101.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669545.1_729	23.423	111	342
WP_020780101.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_020780101.1_2083	99.708	342	342
WP_020780101.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669545.1_729	23.423	111	342
WP_011669928.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669928.1_2082	100.000	362	362
WP_011669928.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669701.1_959	24.828	145	362
WP_011669928.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669928.1_2082	100.000	362	362
WP_011669928.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669701.1_959	24.828	145	362
WP_004779589.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_004779589.1_2081	100.000	210	210
WP_004779550.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_004779550.1_2080	100.000	244	244
WP_011669929.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669929.1_2079	100.000	483	483
