WP_002725873.1	lcl|NZ_FTNA01000004.1_cds_WP_000340715.1_3466	93.902	82	106
WP_011669917.1	lcl|NZ_FTNA01000004.1_cds_WP_000410273.1_3465	92.903	310	318
WP_011669917.1	lcl|NZ_FTNA01000004.1_cds_WP_000093099.1_3445	58.730	63	318
WP_011669917.1	lcl|NZ_FTNA01000004.1_cds_WP_000646250.1_3462	28.112	249	318
WP_011669917.1	lcl|NZ_FTNA01000010.1_cds_WP_000744700.1_2122	23.148	324	318
WP_011669917.1	lcl|NZ_FTNA01000004.1_cds_WP_000600889.1_3436	23.273	275	318
WP_011669917.1	lcl|NZ_FTNA01000004.1_cds_WP_000723090.1_3383	23.875	289	318
WP_011669917.1	lcl|NZ_FTNA01000004.1_cds_WP_001067557.1_3459	23.708	329	318
WP_011669918.1	lcl|NZ_FTNA01000004.1_cds_WP_000202830.1_3426	42.776	353	361
WP_011669919.1	lcl|NZ_FTNA01000004.1_cds_WP_000282880.1_3387	37.903	124	220
WP_011669919.1	lcl|NZ_FTNA01000008.1_cds_WP_001099029.1_2536	27.803	223	220
WP_011669919.1	lcl|NZ_FTNA01000004.1_cds_WP_001068986.1_3408	31.522	92	220
WP_011669919.1	lcl|NZ_FTNA01000037.1_cds_WP_000840858.1_2270	29.808	104	220
WP_011669919.1	lcl|NZ_FTNA01000003.1_cds_WP_000868621.1_1305	29.670	91	220
WP_011669919.1	lcl|NZ_FTNA01000009.1_cds_WP_000262844.1_2679	25.121	207	220
WP_011669919.1	lcl|NZ_FTNA01000004.1_cds_WP_001114267.1_3380	26.136	176	220
WP_020780109.1	lcl|NZ_FTNA01000004.1_cds_WP_001230564.1_3433	36.873	339	354
WP_020780109.1	lcl|NZ_FTNA01000004.1_cds_WP_000582618.1_3429	34.663	326	354
WP_020780109.1	lcl|NZ_FTNA01000020.1_cds_WP_001011675.1_99	34.237	295	354
WP_020780109.1	lcl|NZ_FTNA01000004.1_cds_WP_001230564.1_3433	36.873	339	354
WP_020780109.1	lcl|NZ_FTNA01000004.1_cds_WP_000582618.1_3429	34.663	326	354
WP_020780109.1	lcl|NZ_FTNA01000020.1_cds_WP_001011675.1_99	34.237	295	354
WP_011669921.1	lcl|NZ_FTNA01000023.1_cds_WP_001014594.1_2745	29.577	213	230
WP_011669921.1	lcl|NZ_FTNA01000007.1_cds_WP_000721859.1_212	32.743	113	230
WP_011669922.1	lcl|NZ_FTNA01000004.1_cds_WP_000698820.1_3423	41.857	614	599
WP_011669923.1	lcl|NZ_FTNA01000004.1_cds_WP_000582222.1_3447	37.805	246	387
WP_011669923.1	lcl|NZ_FTNA01000025.1_cds_WP_001281953.1_2850	31.989	372	387
