WP_002725873.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000340715.1_382	93.902	82	106
WP_011669917.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000410273.1_383	92.903	310	318
WP_011669917.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000093099.1_403	58.730	63	318
WP_011669917.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000646250.1_386	28.112	249	318
WP_011669917.1	lcl|NZ_JAGGCM010000008.1_cds_WP_000744700.1_1405	23.148	324	318
WP_011669917.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000600889.1_412	23.273	275	318
WP_011669917.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000723090.1_465	23.875	289	318
WP_011669917.1	lcl|NZ_JAGGCM010000002.1_cds_WP_001067557.1_389	23.708	329	318
WP_011669918.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000202830.1_422	42.776	353	361
WP_011669919.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000282880.1_461	37.903	124	220
WP_011669919.1	lcl|NZ_JAGGCM010000028.1_cds_WP_001099029.1_2910	27.803	223	220
WP_011669919.1	lcl|NZ_JAGGCM010000002.1_cds_WP_001068986.1_440	31.522	92	220
WP_011669919.1	lcl|NZ_JAGGCM010000039.1_cds_WP_000840858.1_3294	29.808	104	220
WP_011669919.1	lcl|NZ_JAGGCM010000021.1_cds_WP_000868621.1_2555	29.670	91	220
WP_011669919.1	lcl|NZ_JAGGCM010000015.1_cds_WP_000262844.1_2057	25.121	207	220
WP_011669919.1	lcl|NZ_JAGGCM010000002.1_cds_WP_001114267.1_468	26.136	176	220
WP_020780109.1	lcl|NZ_JAGGCM010000002.1_cds_WP_001230564.1_415	36.873	339	354
WP_020780109.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000582618.1_419	34.663	326	354
WP_020780109.1	lcl|NZ_JAGGCM010000023.1_cds_WP_001011675.1_2668	34.237	295	354
WP_020780109.1	lcl|NZ_JAGGCM010000002.1_cds_WP_001230564.1_415	36.873	339	354
WP_020780109.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000582618.1_419	34.663	326	354
WP_020780109.1	lcl|NZ_JAGGCM010000023.1_cds_WP_001011675.1_2668	34.237	295	354
WP_011669921.1	lcl|NZ_JAGGCM010000015.1_cds_WP_001014594.1_2097	29.577	213	230
WP_011669921.1	lcl|NZ_JAGGCM010000006.1_cds_WP_000721859.1_1111	32.743	113	230
WP_011669922.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000698820.1_425	41.857	614	599
WP_011669923.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000582222.1_401	37.805	246	387
WP_011669923.1	lcl|NZ_JAGGCM010000026.1_cds_WP_001281953.1_2846	31.989	372	387
WP_011669923.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000608295.1_391	33.898	236	387
WP_011669923.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000947844.1_413	32.700	263	387
WP_011669923.1	lcl|NZ_JAGGCM010000002.1_cds_WP_001198107.1_390	37.864	206	387
WP_011669923.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000346036.1_420	26.944	360	387
WP_011669923.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000575178.1_459	28.269	283	387
WP_011669923.1	lcl|NZ_JAGGCM010000006.1_cds_WP_000538752.1_1129	26.168	321	387
WP_011669923.1	lcl|NZ_JAGGCM010000013.1_cds_WP_001982414.1_1895	24.895	237	387
WP_011669924.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000698820.1_425	27.316	626	583
WP_020780103.1	lcl|NZ_JAGGCM010000012.1_cds_WP_000613386.1_1817	24.841	157	572
WP_020780103.1	lcl|NZ_JAGGCM010000006.1_cds_WP_000721859.1_1111	32.479	117	572
WP_020780103.1	lcl|NZ_JAGGCM010000012.1_cds_WP_000613386.1_1817	24.841	157	572
WP_020780103.1	lcl|NZ_JAGGCM010000006.1_cds_WP_000721859.1_1111	32.479	117	572
WP_011669926.1	lcl|NZ_JAGGCM010000026.1_cds_WP_001281953.1_2846	29.969	327	417
WP_011669926.1	lcl|NZ_JAGGCM010000002.1_cds_WP_001198107.1_390	36.667	270	417
WP_011669926.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000575178.1_459	34.749	259	417
WP_011669926.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000608295.1_391	33.219	292	417
WP_011669926.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000346036.1_420	29.367	395	417
WP_011669926.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000582222.1_401	37.850	214	417
WP_011669926.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000947844.1_413	28.044	271	417
WP_011669926.1	lcl|NZ_JAGGCM010000006.1_cds_WP_000538752.1_1129	25.130	386	417
WP_011669926.1	lcl|NZ_JAGGCM010000013.1_cds_WP_001982414.1_1895	24.686	239	417
WP_020780101.1	lcl|NZ_JAGGCM010000033.1_cds_WP_000870126.1_3105	25.503	149	342
WP_020780101.1	lcl|NZ_JAGGCM010000033.1_cds_WP_000870126.1_3105	25.503	149	342
WP_011669928.1	lcl|NZ_JAGGCM010000012.1_cds_WP_000613386.1_1817	22.308	130	362
WP_011669928.1	lcl|NZ_JAGGCM010000012.1_cds_WP_000613386.1_1817	22.308	130	362
WP_004779589.1	lcl|NZ_JAGGCM010000001.1_cds_WP_000012765.1_115	30.833	120	210
WP_004779550.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000517242.1_398	32.941	85	244
WP_004779595.1	lcl|NZ_JAGGCM010000015.1_cds_WP_001014594.1_2097	31.100	209	242
WP_004779595.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000848239.1_430	31.092	119	242
WP_011669930.1	lcl|NZ_JAGGCM010000008.1_cds_WP_000998676.1_1379	31.474	251	255
WP_011669930.1	lcl|NZ_JAGGCM010000001.1_cds_WP_000566240.1_226	34.884	172	255
WP_011669930.1	lcl|NZ_JAGGCM010000025.1_cds_WP_000043153.1_2802	26.038	265	255
WP_011669930.1	lcl|NZ_JAGGCM010000001.1_cds_WP_001968389.1_198	27.757	263	255
WP_011669930.1	lcl|NZ_JAGGCM010000031.1_cds_WP_000653653.1_3014	27.481	262	255
WP_011669930.1	lcl|NZ_JAGGCM010000017.1_cds_WP_000351752.1_2249	24.164	269	255
WP_011669930.1	lcl|NZ_JAGGCM010000009.1_cds_WP_000646914.1_1538	27.568	185	255
WP_011669930.1	lcl|NZ_JAGGCM010000001.1_cds_WP_001069860.1_263	26.220	164	255
WP_011669930.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000723090.1_465	27.861	201	255
WP_011669930.1	lcl|NZ_JAGGCM010000001.1_cds_WP_000800040.1_269	27.320	194	255
WP_011669930.1	lcl|NZ_JAGGCM010000001.1_cds_WP_000093663.1_58	23.000	200	255
WP_011669930.1	lcl|NZ_JAGGCM010000011.1_cds_J6384_RS08600_1726	23.394	218	255
WP_011669930.1	lcl|NZ_JAGGCM010000008.1_cds_WP_000744700.1_1405	33.333	72	255
WP_011669930.1	lcl|NZ_JAGGCM010000014.1_cds_WP_001074690.1_2017	24.352	193	255
WP_011669931.1	lcl|NZ_JAGGCM010000005.1_cds_WP_002185292.1_913	29.091	330	314
WP_004779598.1	lcl|NZ_JAGGCM010000002.1_cds_WP_001230564.1_415	36.957	276	282
WP_004779598.1	lcl|NZ_JAGGCM010000023.1_cds_WP_001011675.1_2668	37.979	287	282
WP_004779598.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000582618.1_419	32.721	272	282
WP_011669932.1	lcl|NZ_JAGGCM010000026.1_cds_WP_001281953.1_2846	38.155	401	401
WP_011669932.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000582222.1_401	33.245	376	401
WP_011669932.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000608295.1_391	31.989	372	401
WP_011669932.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000575178.1_459	28.455	369	401
WP_011669932.1	lcl|NZ_JAGGCM010000002.1_cds_WP_001198107.1_390	30.769	390	401
WP_011669932.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000947844.1_413	27.586	377	401
WP_011669932.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000346036.1_420	26.509	381	401
WP_011669932.1	lcl|NZ_JAGGCM010000013.1_cds_WP_001982414.1_1895	24.490	392	401
WP_011669932.1	lcl|NZ_JAGGCM010000006.1_cds_WP_000538752.1_1129	27.297	381	401
WP_011669933.1	lcl|NZ_JAGGCM010000006.1_cds_WP_000172202.1_1197	30.769	364	568
WP_011669933.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000834715.1_406	26.866	402	568
WP_011669933.1	lcl|NZ_JAGGCM010000006.1_cds_WP_000667646.1_1154	32.051	234	568
WP_011669933.1	lcl|NZ_JAGGCM010000030.1_cds_WP_000828455.1_2996	32.212	208	568
WP_011669933.1	lcl|NZ_JAGGCM010000006.1_cds_WP_000942282.1_1211	33.663	202	568
WP_011669933.1	lcl|NZ_JAGGCM010000004.1_cds_WP_000666552.1_785	31.351	185	568
WP_011669933.1	lcl|NZ_JAGGCM010000012.1_cds_WP_001161019.1_1854	30.570	193	568
WP_011669933.1	lcl|NZ_JAGGCM010000002.1_cds_WP_000675807.1_508	30.769	195	568
WP_011669933.1	lcl|NZ_JAGGCM010000019.1_cds_WP_000047473.1_2423	33.505	194	568
WP_011669933.1	lcl|NZ_JAGGCM010000003.1_cds_WP_000510777.1_578	29.949	197	568
WP_011669933.1	lcl|NZ_JAGGCM010000028.1_cds_WP_000184524.1_2898	31.606	193	568
WP_011669933.1	lcl|NZ_JAGGCM010000037.1_cds_WP_000536762.1_3240	32.484	157	568
WP_011669933.1	lcl|NZ_JAGGCM010000046.1_cds_WP_000619175.1_3456	29.897	194	568
WP_011669933.1	lcl|NZ_JAGGCM010000018.1_cds_WP_001052498.1_2338	29.213	178	568
WP_011669933.1	lcl|NZ_JAGGCM010000023.1_cds_WP_001049205.1_2702	31.720	186	568
WP_011669933.1	lcl|NZ_JAGGCM010000023.1_cds_WP_001049205.1_2702	27.315	216	568
WP_011669933.1	lcl|NZ_JAGGCM010000004.1_cds_WP_000433117.1_733	28.108	185	568
WP_011669933.1	lcl|NZ_JAGGCM010000031.1_cds_WP_000603361.1_3024	31.481	162	568
WP_011669933.1	lcl|NZ_JAGGCM010000009.1_cds_WP_000052667.1_1496	27.638	199	568
