WP_002725873.1	lcl|NZ_AOVE01000063.1_cds_WP_000340715.1_818	93.902	82	106
WP_011669917.1	lcl|NZ_AOVE01000063.1_cds_WP_000410273.1_817	92.903	310	318
WP_011669917.1	lcl|NZ_AOVE01000063.1_cds_WP_000093099.1_797	58.730	63	318
WP_011669917.1	lcl|NZ_AOVE01000063.1_cds_WP_000646252.1_814	28.112	249	318
WP_011669917.1	lcl|NZ_AOVE01000153.1_cds_WP_000744700.1_3216	23.148	324	318
WP_011669917.1	lcl|NZ_AOVE01000063.1_cds_WP_000600889.1_788	23.273	275	318
WP_011669917.1	lcl|NZ_AOVE01000063.1_cds_WP_000723090.1_735	23.875	289	318
WP_011669917.1	lcl|NZ_AOVE01000063.1_cds_WP_001067557.1_811	23.708	329	318
WP_011669918.1	lcl|NZ_AOVE01000063.1_cds_WP_000202830.1_778	42.776	353	361
WP_011669919.1	lcl|NZ_AOVE01000063.1_cds_WP_000282880.1_739	37.903	124	220
WP_011669919.1	lcl|NZ_AOVE01000142.1_cds_WP_001099029.1_2858	27.803	223	220
WP_011669919.1	lcl|NZ_AOVE01000063.1_cds_WP_001068986.1_760	31.522	92	220
WP_011669919.1	lcl|NZ_AOVE01000076.1_cds_WP_000840858.1_1104	29.808	104	220
WP_011669919.1	lcl|NZ_AOVE01000107.1_cds_WP_000868621.1_1744	29.670	91	220
WP_011669919.1	lcl|NZ_AOVE01000092.1_cds_WP_000262844.1_1365	25.121	207	220
WP_011669919.1	lcl|NZ_AOVE01000155.1_cds_WP_001114267.1_3336	26.136	176	220
WP_020780109.1	lcl|NZ_AOVE01000063.1_cds_WP_001230564.1_785	36.873	339	354
WP_020780109.1	lcl|NZ_AOVE01000063.1_cds_WP_000582618.1_781	34.663	326	354
WP_020780109.1	lcl|NZ_AOVE01000126.1_cds_WP_001011675.1_2215	34.237	295	354
WP_020780109.1	lcl|NZ_AOVE01000063.1_cds_WP_001230564.1_785	36.873	339	354
WP_020780109.1	lcl|NZ_AOVE01000063.1_cds_WP_000582618.1_781	34.663	326	354
WP_020780109.1	lcl|NZ_AOVE01000126.1_cds_WP_001011675.1_2215	34.237	295	354
WP_011669921.1	lcl|NZ_AOVE01000003.1_cds_WP_001014594.1_14	29.577	213	230
WP_011669921.1	lcl|NZ_AOVE01000152.1_cds_WP_000721859.1_3087	32.743	113	230
WP_011669922.1	lcl|NZ_AOVE01000063.1_cds_WP_000698820.1_775	41.857	614	599
WP_011669923.1	lcl|NZ_AOVE01000063.1_cds_WP_000582222.1_799	37.805	246	387
WP_011669923.1	lcl|NZ_AOVE01000139.1_cds_WP_001281953.1_2770	31.989	372	387
WP_011669923.1	lcl|NZ_AOVE01000063.1_cds_WP_000608295.1_809	33.898	236	387
WP_011669923.1	lcl|NZ_AOVE01000063.1_cds_WP_000947844.1_787	32.700	263	387
WP_011669923.1	lcl|NZ_AOVE01000063.1_cds_WP_001198107.1_810	37.864	206	387
WP_011669923.1	lcl|NZ_AOVE01000063.1_cds_WP_000346036.1_780	26.944	360	387
WP_011669923.1	lcl|NZ_AOVE01000063.1_cds_WP_000575178.1_741	28.269	283	387
WP_011669923.1	lcl|NZ_AOVE01000152.1_cds_WP_000538752.1_3105	26.168	321	387
