WP_002725873.1	lcl|NZ_JQQQ01000081.1_cds_WP_000340715.1_1951	93.902	82	106
WP_011669917.1	lcl|NZ_JQQQ01000081.1_cds_WP_000410273.1_1950	92.903	310	318
WP_011669917.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226680.1_1947	27.711	249	318
WP_011669917.1	lcl|NZ_JQQQ01000041.1_cds_WP_000744700.1_1229	23.148	324	318
WP_011669917.1	lcl|NZ_JQQQ01000076.1_cds_WP_000723090.1_1859	23.875	289	318
WP_011669917.1	lcl|NZ_JQQQ01000081.1_cds_WP_001067557.1_1944	23.708	329	318
WP_011669919.1	lcl|NZ_JQQQ01000076.1_cds_WP_000282880.1_1855	37.903	124	220
WP_011669919.1	lcl|NZ_JQQQ01000059.1_cds_WP_001099038.1_1588	27.803	223	220
WP_011669919.1	lcl|NZ_JQQQ01000121.1_cds_WP_000840861.1_2651	29.808	104	220
WP_011669919.1	lcl|NZ_JQQQ01000036.1_cds_WP_000868621.1_1083	29.670	91	220
WP_011669919.1	lcl|NZ_JQQQ01000156.1_cds_WP_000262844.1_3214	25.121	207	220
WP_011669919.1	lcl|NZ_JQQQ01000220.1_cds_WP_061226893.1_3685	26.136	176	220
WP_020780109.1	lcl|NZ_JQQQ01000081.1_cds_WP_001033784.1_1918	33.239	352	354
WP_020780109.1	lcl|NZ_JQQQ01000042.1_cds_WP_001011675.1_1254	34.237	295	354
WP_020780109.1	lcl|NZ_JQQQ01000081.1_cds_WP_002068380.1_1924	27.246	345	354
WP_020780109.1	lcl|NZ_JQQQ01000081.1_cds_WP_001033784.1_1918	33.239	352	354
WP_020780109.1	lcl|NZ_JQQQ01000042.1_cds_WP_001011675.1_1254	34.237	295	354
WP_020780109.1	lcl|NZ_JQQQ01000081.1_cds_WP_002068380.1_1924	27.246	345	354
WP_011669921.1	lcl|NZ_JQQQ01000159.1_cds_WP_002107669.1_3232	42.771	166	230
WP_011669921.1	lcl|NZ_JQQQ01000029.1_cds_WP_061226561.1_919	29.577	213	230
WP_011669921.1	lcl|NZ_JQQQ01000081.1_cds_WP_000440091.1_1923	23.276	232	230
WP_011669921.1	lcl|NZ_JQQQ01000079.1_cds_WP_061226676.1_1892	32.520	123	230
WP_011669923.1	lcl|NZ_JQQQ01000027.1_cds_WP_001281953.1_905	31.989	372	387
WP_011669923.1	lcl|NZ_JQQQ01000081.1_cds_WP_017857903.1_1932	37.398	246	387
WP_011669923.1	lcl|NZ_JQQQ01000081.1_cds_WP_000608292.1_1942	33.898	236	387
WP_011669923.1	lcl|NZ_JQQQ01000081.1_cds_WP_001198107.1_1943	37.864	206	387
WP_011669923.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226678.1_1926	33.200	250	387
WP_011669923.1	lcl|NZ_JQQQ01000076.1_cds_WP_000575178.1_1853	28.269	283	387
WP_011669923.1	lcl|NZ_JQQQ01000187.1_cds_WP_000538755.1_3490	26.168	321	387
WP_011669923.1	lcl|NZ_JQQQ01000110.1_cds_WP_001982414.1_2452	24.895	237	387
WP_020780103.1	lcl|NZ_JQQQ01000159.1_cds_WP_002107669.1_3232	35.246	244	572
WP_020780103.1	lcl|NZ_JQQQ01000081.1_cds_WP_000440091.1_1923	27.805	205	572
WP_020780103.1	lcl|NZ_JQQQ01000147.1_cds_WP_000613386.1_3125	24.841	157	572
WP_020780103.1	lcl|NZ_JQQQ01000159.1_cds_WP_002107669.1_3232	35.246	244	572
WP_020780103.1	lcl|NZ_JQQQ01000081.1_cds_WP_000440091.1_1923	27.805	205	572
WP_020780103.1	lcl|NZ_JQQQ01000147.1_cds_WP_000613386.1_3125	24.841	157	572
WP_011669926.1	lcl|NZ_JQQQ01000027.1_cds_WP_001281953.1_905	29.969	327	417
WP_011669926.1	lcl|NZ_JQQQ01000081.1_cds_WP_001198107.1_1943	36.667	270	417
WP_011669926.1	lcl|NZ_JQQQ01000076.1_cds_WP_000575178.1_1853	34.749	259	417
WP_011669926.1	lcl|NZ_JQQQ01000081.1_cds_WP_000608292.1_1942	33.562	292	417
WP_011669926.1	lcl|NZ_JQQQ01000081.1_cds_WP_017857903.1_1932	37.736	212	417
WP_011669926.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226678.1_1926	28.492	358	417
WP_011669926.1	lcl|NZ_JQQQ01000187.1_cds_WP_000538755.1_3490	25.130	386	417
