WP_002725873.1	lcl|NZ_RQFB01000093.1_cds_WP_135590643.1_3258	89.024	82	106
WP_011669917.1	lcl|NZ_RQFB01000093.1_cds_WP_135590644.1_3257	77.636	313	318
WP_011669917.1	lcl|NZ_RQFB01000093.1_cds_WP_135590646.1_3255	22.823	333	318
WP_011669917.1	lcl|NZ_RQFB01000102.1_cds_WP_135593681.1_419	23.364	321	318
WP_011669917.1	lcl|NZ_RQFB01000146.1_cds_WP_135590671.1_2367	25.974	231	318
WP_011669919.1	lcl|NZ_RQFB01000146.1_cds_WP_246057563.1_2345	34.343	99	220
WP_011669919.1	lcl|NZ_RQFB01000146.1_cds_WP_135593074.1_2363	29.915	117	220
WP_011669919.1	lcl|NZ_RQFB01000146.1_cds_WP_210412919.1_2347	30.275	109	220
WP_011669919.1	lcl|NZ_RQFB01000146.1_cds_WP_135593076.1_2364	23.182	220	220
WP_011669919.1	lcl|NZ_RQFB01000033.1_cds_WP_135590565.1_545	27.957	93	220
WP_011669919.1	lcl|NZ_RQFB01000018.1_cds_WP_135592840.1_3605	27.957	93	220
WP_011669919.1	lcl|NZ_RQFB01000149.1_cds_WP_342776114.1_3230	23.697	211	220
WP_020780109.1	lcl|NZ_RQFB01000093.1_cds_WP_135590650.1_3251	37.571	354	354
WP_020780109.1	lcl|NZ_RQFB01000093.1_cds_WP_135590656.1_3245	36.686	338	354
WP_020780109.1	lcl|NZ_RQFB01000079.1_cds_WP_135595439.1_784	34.035	285	354
WP_020780109.1	lcl|NZ_RQFB01000093.1_cds_WP_135590650.1_3251	37.571	354	354
WP_020780109.1	lcl|NZ_RQFB01000093.1_cds_WP_135590656.1_3245	36.686	338	354
WP_020780109.1	lcl|NZ_RQFB01000079.1_cds_WP_135595439.1_784	34.035	285	354
WP_011669921.1	lcl|NZ_RQFB01000089.1_cds_WP_135590890.1_1889	34.450	209	230
WP_011669921.1	lcl|NZ_RQFB01000130.1_cds_WP_135594764.1_1432	32.727	110	230
WP_011669921.1	lcl|NZ_RQFB01000093.1_cds_WP_135590651.1_3250	33.846	65	230
WP_011669923.1	lcl|NZ_RQFB01000093.1_cds_WP_135590659.1_3242	42.259	239	387
WP_011669923.1	lcl|NZ_RQFB01000146.1_cds_WP_135593070.1_2361	29.912	341	387
WP_011669923.1	lcl|NZ_RQFB01000130.1_cds_WP_210412911.1_1461	30.914	372	387
WP_011669923.1	lcl|NZ_RQFB01000093.1_cds_WP_135590647.1_3254	34.252	254	387
WP_011669923.1	lcl|NZ_RQFB01000142.1_cds_WP_135591657.1_1587	26.480	321	387
WP_011669923.1	lcl|NZ_RQFB01000096.1_cds_WP_167881183.1_1655	25.847	236	387
WP_020780103.1	lcl|NZ_RQFB01000144.1_cds_WP_135769822.1_3057	26.984	63	572
WP_020780103.1	lcl|NZ_RQFB01000144.1_cds_WP_135769822.1_3057	26.984	63	572
WP_011669926.1	lcl|NZ_RQFB01000093.1_cds_WP_135590659.1_3242	35.786	299	417
WP_011669926.1	lcl|NZ_RQFB01000146.1_cds_WP_135593070.1_2361	39.207	227	417
WP_011669926.1	lcl|NZ_RQFB01000130.1_cds_WP_210412911.1_1461	30.581	327	417
WP_011669926.1	lcl|NZ_RQFB01000093.1_cds_WP_135590647.1_3254	30.040	253	417
WP_011669926.1	lcl|NZ_RQFB01000142.1_cds_WP_135591657.1_1587	28.571	259	417
WP_011669926.1	lcl|NZ_RQFB01000096.1_cds_WP_167881183.1_1655	22.917	240	417
WP_020780101.1	lcl|NZ_RQFB01000102.1_cds_WP_135594342.1_148	27.132	129	342
WP_020780101.1	lcl|NZ_RQFB01000102.1_cds_WP_135594342.1_148	27.132	129	342
WP_004779589.1	lcl|NZ_RQFB01000142.1_cds_WP_135591694.1_1611	28.440	109	210
WP_004779589.1	lcl|NZ_RQFB01000146.1_cds_WP_135593068.1_2360	28.333	60	210
WP_004779589.1	lcl|NZ_RQFB01000105.1_cds_WP_246057512.1_2384	28.448	116	210
WP_004779595.1	lcl|NZ_RQFB01000089.1_cds_WP_135590890.1_1889	30.043	233	242
WP_011669930.1	lcl|NZ_RQFB01000102.1_cds_WP_135593727.1_444	31.474	251	255
WP_011669930.1	lcl|NZ_RQFB01000107.1_cds_WP_135592070.1_2489	26.275	255	255
WP_011669930.1	lcl|NZ_RQFB01000130.1_cds_WP_135594780.1_1423	26.415	265	255
WP_011669930.1	lcl|NZ_RQFB01000112.1_cds_WP_135589940.1_3154	26.275	255	255
WP_011669930.1	lcl|NZ_RQFB01000134.1_cds_WP_135591562.1_3107	27.099	262	255
WP_011669930.1	lcl|NZ_RQFB01000037.1_cds_WP_135592715.1_1501	23.792	269	255
WP_011669930.1	lcl|NZ_RQFB01000090.1_cds_WP_246057633.1_3184	27.049	244	255
WP_011669930.1	lcl|NZ_RQFB01000013.1_cds_WP_135592931.1_3276	26.154	195	255
WP_011669930.1	lcl|NZ_RQFB01000009.1_cds_WP_135590370.1_1210	28.111	217	255
WP_011669930.1	lcl|NZ_RQFB01000102.1_cds_WP_135593925.1_303	25.137	183	255
WP_011669930.1	lcl|NZ_RQFB01000041.1_cds_WP_135595313.1_3502	25.118	211	255
WP_011669930.1	lcl|NZ_RQFB01000008.1_cds_WP_135591159.1_2038	24.380	242	255
WP_011669930.1	lcl|NZ_RQFB01000037.1_cds_WP_135592757.1_1517	27.128	188	255
WP_011669930.1	lcl|NZ_RQFB01000073.1_cds_WP_135590821.1_1321	24.339	189	255
WP_011669930.1	lcl|NZ_RQFB01000082.1_cds_WP_135591792.1_1842	21.765	170	255
WP_011669930.1	lcl|NZ_RQFB01000145.1_cds_WP_135593130.1_2092	23.153	203	255
WP_011669930.1	lcl|NZ_RQFB01000102.1_cds_WP_135593681.1_419	36.620	71	255
WP_011669931.1	lcl|NZ_RQFB01000102.1_cds_WP_135591512.1_71	30.462	325	314
WP_011669931.1	lcl|NZ_RQFB01000102.1_cds_WP_135594332.1_141	28.409	176	314
WP_011669931.1	lcl|NZ_RQFB01000058.1_cds_WP_135595342.1_2560	26.804	194	314
WP_011669931.1	lcl|NZ_RQFB01000070.1_cds_WP_135595739.1_2003	26.337	243	314
WP_004779598.1	lcl|NZ_RQFB01000093.1_cds_WP_135590650.1_3251	38.929	280	282
WP_004779598.1	lcl|NZ_RQFB01000093.1_cds_WP_135590656.1_3245	34.409	279	282
WP_004779598.1	lcl|NZ_RQFB01000079.1_cds_WP_135595439.1_784	39.245	265	282
WP_011669932.1	lcl|NZ_RQFB01000130.1_cds_WP_210412911.1_1461	38.404	401	401
WP_011669932.1	lcl|NZ_RQFB01000093.1_cds_WP_135590659.1_3242	33.333	378	401
WP_011669932.1	lcl|NZ_RQFB01000146.1_cds_WP_135593070.1_2361	31.053	380	401
WP_011669932.1	lcl|NZ_RQFB01000093.1_cds_WP_135590647.1_3254	28.723	282	401
WP_011669932.1	lcl|NZ_RQFB01000096.1_cds_WP_167881183.1_1655	24.311	399	401
WP_011669932.1	lcl|NZ_RQFB01000142.1_cds_WP_135591657.1_1587	27.901	362	401
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_167881187.1_26	33.456	272	568
WP_011669933.1	lcl|NZ_RQFB01000027.1_cds_WP_135590257.1_3463	30.342	234	568
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_135593517.1_332	31.858	226	568
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_135590851.1_93	31.050	219	568
WP_011669933.1	lcl|NZ_RQFB01000033.1_cds_WP_135590550.1_561	31.980	197	568
WP_011669933.1	lcl|NZ_RQFB01000143.1_cds_WP_135592637.1_1219	30.000	200	568
WP_011669933.1	lcl|NZ_RQFB01000108.1_cds_WP_135592331.1_2645	28.649	185	568
WP_011669933.1	lcl|NZ_RQFB01000085.1_cds_WP_135595199.1_3478	30.808	198	568
WP_011669933.1	lcl|NZ_RQFB01000117.1_cds_WP_167881217.1_918	31.633	196	568
WP_011669933.1	lcl|NZ_RQFB01000002.1_cds_WP_135590943.1_2247	32.487	197	568
WP_011669933.1	lcl|NZ_RQFB01000068.1_cds_WP_135595570.1_2926	31.034	203	568
WP_011669933.1	lcl|NZ_RQFB01000148.1_cds_WP_135595604.1_3038	28.440	218	568
WP_011669933.1	lcl|NZ_RQFB01000037.1_cds_WP_135592679.1_1481	26.111	180	568
WP_011669933.1	lcl|NZ_RQFB01000142.1_cds_WP_135591720.1_1625	28.571	203	568
WP_011669933.1	lcl|NZ_RQFB01000140.1_cds_WP_135590806.1_3593	27.500	200	568
WP_011669933.1	lcl|NZ_RQFB01000002.1_cds_WP_135590942.1_2248	27.426	237	568
WP_011669933.1	lcl|NZ_RQFB01000079.1_cds_WP_135595469.1_818	31.188	202	568
WP_011669933.1	lcl|NZ_RQFB01000079.1_cds_WP_135595469.1_818	24.201	219	568
WP_011669933.1	lcl|NZ_RQFB01000075.1_cds_WP_135590059.1_1032	27.000	200	568
WP_011669933.1	lcl|NZ_RQFB01000002.1_cds_WP_135590986.1_2210	26.404	178	568
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_135591479.1_22	26.904	197	568
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_135591479.1_22	26.540	211	568
WP_011669933.1	lcl|NZ_RQFB01000142.1_cds_WP_135591736.1_1633	29.557	203	568
WP_011669933.1	lcl|NZ_RQFB01000142.1_cds_WP_135591736.1_1633	25.000	196	568
WP_011669933.1	lcl|NZ_RQFB01000048.1_cds_WP_135589953.1_3312	29.474	190	568
WP_011669933.1	lcl|NZ_RQFB01000134.1_cds_WP_135591538.1_3119	29.012	162	568
WP_011669933.1	lcl|NZ_RQFB01000073.1_cds_WP_135590431.1_1362	28.272	191	568
WP_011669933.1	lcl|NZ_RQFB01000075.1_cds_WP_135590102.1_1085	30.000	170	568
WP_011669933.1	lcl|NZ_RQFB01000148.1_cds_WP_135595610.1_3045	28.916	166	568
WP_011669933.1	lcl|NZ_RQFB01000093.1_cds_WP_135590653.1_3248	25.269	186	568
WP_011669933.1	lcl|NZ_RQFB01000074.1_cds_WP_246057500.1_2309	26.667	180	568
WP_011669933.1	lcl|NZ_RQFB01000074.1_cds_WP_135595247.1_2295	27.083	192	568
WP_011669933.1	lcl|NZ_RQFB01000069.1_cds_WP_135590265.1_3127	24.390	246	568
WP_011669933.1	lcl|NZ_RQFB01000074.1_cds_WP_135595224.1_2312	23.881	201	568
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_167881187.1_26	33.456	272	568
WP_011669933.1	lcl|NZ_RQFB01000027.1_cds_WP_135590257.1_3463	30.342	234	568
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_135593517.1_332	31.858	226	568
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_135590851.1_93	31.050	219	568
WP_011669933.1	lcl|NZ_RQFB01000033.1_cds_WP_135590550.1_561	31.980	197	568
WP_011669933.1	lcl|NZ_RQFB01000143.1_cds_WP_135592637.1_1219	30.000	200	568
WP_011669933.1	lcl|NZ_RQFB01000108.1_cds_WP_135592331.1_2645	28.649	185	568
WP_011669933.1	lcl|NZ_RQFB01000085.1_cds_WP_135595199.1_3478	30.808	198	568
WP_011669933.1	lcl|NZ_RQFB01000117.1_cds_WP_167881217.1_918	31.633	196	568
WP_011669933.1	lcl|NZ_RQFB01000002.1_cds_WP_135590943.1_2247	32.487	197	568
WP_011669933.1	lcl|NZ_RQFB01000068.1_cds_WP_135595570.1_2926	31.034	203	568
WP_011669933.1	lcl|NZ_RQFB01000148.1_cds_WP_135595604.1_3038	28.440	218	568
WP_011669933.1	lcl|NZ_RQFB01000037.1_cds_WP_135592679.1_1481	26.111	180	568
WP_011669933.1	lcl|NZ_RQFB01000142.1_cds_WP_135591720.1_1625	28.571	203	568
WP_011669933.1	lcl|NZ_RQFB01000140.1_cds_WP_135590806.1_3593	27.500	200	568
WP_011669933.1	lcl|NZ_RQFB01000002.1_cds_WP_135590942.1_2248	27.426	237	568
WP_011669933.1	lcl|NZ_RQFB01000079.1_cds_WP_135595469.1_818	31.188	202	568
WP_011669933.1	lcl|NZ_RQFB01000079.1_cds_WP_135595469.1_818	24.201	219	568
WP_011669933.1	lcl|NZ_RQFB01000075.1_cds_WP_135590059.1_1032	27.000	200	568
WP_011669933.1	lcl|NZ_RQFB01000002.1_cds_WP_135590986.1_2210	26.404	178	568
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_135591479.1_22	26.904	197	568
WP_011669933.1	lcl|NZ_RQFB01000102.1_cds_WP_135591479.1_22	26.540	211	568
WP_011669933.1	lcl|NZ_RQFB01000142.1_cds_WP_135591736.1_1633	29.557	203	568
WP_011669933.1	lcl|NZ_RQFB01000142.1_cds_WP_135591736.1_1633	25.000	196	568
WP_011669933.1	lcl|NZ_RQFB01000048.1_cds_WP_135589953.1_3312	29.474	190	568
WP_011669933.1	lcl|NZ_RQFB01000134.1_cds_WP_135591538.1_3119	29.012	162	568
WP_011669933.1	lcl|NZ_RQFB01000073.1_cds_WP_135590431.1_1362	28.272	191	568
WP_011669933.1	lcl|NZ_RQFB01000075.1_cds_WP_135590102.1_1085	30.000	170	568
WP_011669933.1	lcl|NZ_RQFB01000148.1_cds_WP_135595610.1_3045	28.916	166	568
WP_011669933.1	lcl|NZ_RQFB01000093.1_cds_WP_135590653.1_3248	25.269	186	568
WP_011669933.1	lcl|NZ_RQFB01000074.1_cds_WP_246057500.1_2309	26.667	180	568
WP_011669933.1	lcl|NZ_RQFB01000074.1_cds_WP_135595247.1_2295	27.083	192	568
WP_011669933.1	lcl|NZ_RQFB01000069.1_cds_WP_135590265.1_3127	24.390	246	568
WP_011669933.1	lcl|NZ_RQFB01000074.1_cds_WP_135595224.1_2312	23.881	201	568
WP_011669938.1	lcl|NZ_RQFB01000140.1_cds_WP_135590804.1_3594	35.570	149	211
WP_011669940.1	lcl|NZ_RQFB01000130.1_cds_WP_135594764.1_1432	36.145	249	251
WP_011669940.1	lcl|NZ_RQFB01000146.1_cds_EHQ12_RS18855_2370	45.455	143	251
WP_011669941.1	lcl|NZ_RQFB01000112.1_cds_WP_246834302.1_3182	35.714	70	342
WP_011669941.1	lcl|NZ_RQFB01000112.1_cds_WP_246834302.1_3182	35.714	70	342
