WP_002725873.1	lcl|NZ_AFKJ01000105.1_cds_WP_000340715.1_1470	93.902	82	106
WP_011669917.1	lcl|NZ_AFKJ01000105.1_cds_WP_000410273.1_1471	92.903	310	318
WP_011669917.1	lcl|NZ_AFKJ01000105.1_cds_WP_000093099.1_1491	58.730	63	318
WP_011669917.1	lcl|NZ_AFKJ01000105.1_cds_WP_000646250.1_1474	28.112	249	318
WP_011669917.1	lcl|NZ_AFKJ01000020.1_cds_WP_000744700.1_2946	23.148	324	318
WP_011669917.1	lcl|NZ_AFKJ01000105.1_cds_WP_000600889.1_1500	23.273	275	318
WP_011669917.1	lcl|NZ_AFKJ01000105.1_cds_WP_000723090.1_1553	23.875	289	318
WP_011669917.1	lcl|NZ_AFKJ01000105.1_cds_WP_001067557.1_1477	23.708	329	318
WP_011669918.1	lcl|NZ_AFKJ01000105.1_cds_WP_000202830.1_1510	42.776	353	361
WP_011669919.1	lcl|NZ_AFKJ01000105.1_cds_WP_000282880.1_1549	37.903	124	220
WP_011669919.1	lcl|NZ_AFKJ01000150.1_cds_WP_001099029.1_682	27.803	223	220
WP_011669919.1	lcl|NZ_AFKJ01000105.1_cds_WP_001068986.1_1528	31.522	92	220
WP_011669919.1	lcl|NZ_AFKJ01000028.1_cds_WP_000840858.1_2781	29.808	104	220
WP_011669919.1	lcl|NZ_AFKJ01000201.1_cds_WP_000868621.1_234	29.670	91	220
WP_011669919.1	lcl|NZ_AFKJ01000111.1_cds_WP_000262844.1_1359	25.121	207	220
WP_011669919.1	lcl|NZ_AFKJ01000199.1_cds_WP_001114267.1_236	26.136	176	220
WP_020780109.1	lcl|NZ_AFKJ01000105.1_cds_WP_001230564.1_1503	36.873	339	354
WP_020780109.1	lcl|NZ_AFKJ01000105.1_cds_WP_000582618.1_1507	34.663	326	354
WP_020780109.1	lcl|NZ_AFKJ01000230.1_cds_WP_001011675.1_123	34.237	295	354
WP_020780109.1	lcl|NZ_AFKJ01000105.1_cds_WP_001230564.1_1503	36.873	339	354
WP_020780109.1	lcl|NZ_AFKJ01000105.1_cds_WP_000582618.1_1507	34.663	326	354
WP_020780109.1	lcl|NZ_AFKJ01000230.1_cds_WP_001011675.1_123	34.237	295	354
WP_011669921.1	lcl|NZ_AFKJ01000229.1_cds_WP_001014594.1_137	29.577	213	230
WP_011669921.1	lcl|NZ_AFKJ01000044.1_cds_WP_000721859.1_2500	32.743	113	230
WP_011669922.1	lcl|NZ_AFKJ01000105.1_cds_WP_000698820.1_1513	41.857	614	599
WP_011669923.1	lcl|NZ_AFKJ01000105.1_cds_WP_000582222.1_1489	37.805	246	387
WP_011669923.1	lcl|NZ_AFKJ01000186.1_cds_WP_001281953.1_307	31.989	372	387
WP_011669923.1	lcl|NZ_AFKJ01000105.1_cds_WP_000608295.1_1479	33.898	236	387
WP_011669923.1	lcl|NZ_AFKJ01000105.1_cds_WP_000947844.1_1501	32.700	263	387
WP_011669923.1	lcl|NZ_AFKJ01000105.1_cds_WP_001198107.1_1478	37.864	206	387
WP_011669923.1	lcl|NZ_AFKJ01000105.1_cds_WP_000346036.1_1508	26.944	360	387
WP_011669923.1	lcl|NZ_AFKJ01000105.1_cds_WP_000575178.1_1547	28.269	283	387
WP_011669923.1	lcl|NZ_AFKJ01000025.1_cds_WP_000538752.1_2863	26.168	321	387
WP_011669923.1	lcl|NZ_AFKJ01000049.1_cds_WP_001982414.1_2429	24.895	237	387
WP_011669924.1	lcl|NZ_AFKJ01000105.1_cds_WP_000698820.1_1513	27.316	626	583
WP_020780103.1	lcl|NZ_AFKJ01000236.1_cds_WP_000613386.1_61	24.841	157	572
WP_020780103.1	lcl|NZ_AFKJ01000044.1_cds_WP_000721859.1_2500	32.479	117	572
WP_020780103.1	lcl|NZ_AFKJ01000236.1_cds_WP_000613386.1_61	24.841	157	572
WP_020780103.1	lcl|NZ_AFKJ01000044.1_cds_WP_000721859.1_2500	32.479	117	572
WP_011669926.1	lcl|NZ_AFKJ01000186.1_cds_WP_001281953.1_307	29.969	327	417
WP_011669926.1	lcl|NZ_AFKJ01000105.1_cds_WP_001198107.1_1478	36.667	270	417
WP_011669926.1	lcl|NZ_AFKJ01000105.1_cds_WP_000575178.1_1547	34.749	259	417
WP_011669926.1	lcl|NZ_AFKJ01000105.1_cds_WP_000608295.1_1479	33.219	292	417
WP_011669926.1	lcl|NZ_AFKJ01000105.1_cds_WP_000346036.1_1508	29.367	395	417
WP_011669926.1	lcl|NZ_AFKJ01000105.1_cds_WP_000582222.1_1489	37.850	214	417
WP_011669926.1	lcl|NZ_AFKJ01000105.1_cds_WP_000947844.1_1501	28.044	271	417
WP_011669926.1	lcl|NZ_AFKJ01000025.1_cds_WP_000538752.1_2863	25.130	386	417
WP_011669926.1	lcl|NZ_AFKJ01000049.1_cds_WP_001982414.1_2429	24.686	239	417
WP_020780101.1	lcl|NZ_AFKJ01000048.1_cds_WP_000870126.1_2461	25.503	149	342
WP_020780101.1	lcl|NZ_AFKJ01000048.1_cds_WP_000870126.1_2461	25.503	149	342
WP_011669928.1	lcl|NZ_AFKJ01000236.1_cds_WP_000613386.1_61	22.308	130	362
WP_011669928.1	lcl|NZ_AFKJ01000236.1_cds_WP_000613386.1_61	22.308	130	362
WP_004779589.1	lcl|NZ_AFKJ01000017.1_cds_WP_000012765.1_3067	30.833	120	210
WP_004779550.1	lcl|NZ_AFKJ01000105.1_cds_WP_000517242.1_1486	32.941	85	244
WP_004779595.1	lcl|NZ_AFKJ01000229.1_cds_WP_001014594.1_137	31.100	209	242
WP_004779595.1	lcl|NZ_AFKJ01000105.1_cds_WP_000848239.1_1518	31.092	119	242
WP_011669930.1	lcl|NZ_AFKJ01000152.1_cds_WP_000998676.1_645	31.474	251	255
WP_011669930.1	lcl|NZ_AFKJ01000015.1_cds_WP_000566240.1_3201	34.884	172	255
WP_011669930.1	lcl|NZ_AFKJ01000173.1_cds_WP_000043153.1_374	26.038	265	255
WP_011669930.1	lcl|NZ_AFKJ01000015.1_cds_WP_001968389.1_3173	27.757	263	255
WP_011669930.1	lcl|NZ_AFKJ01000151.1_cds_WP_000653653.1_656	27.481	262	255
WP_011669930.1	lcl|NZ_AFKJ01000107.1_cds_WP_000351752.1_1433	24.164	269	255
WP_011669930.1	lcl|NZ_AFKJ01000012.1_cds_WP_000646914.1_3485	27.568	185	255
WP_011669930.1	lcl|NZ_AFKJ01000015.1_cds_WP_001069860.1_3237	26.220	164	255
WP_011669930.1	lcl|NZ_AFKJ01000105.1_cds_WP_000723090.1_1553	27.861	201	255
WP_011669930.1	lcl|NZ_AFKJ01000015.1_cds_WP_000800040.1_3243	27.320	194	255
WP_011669930.1	lcl|NZ_AFKJ01000132.1_cds_WP_000093663.1_875	23.000	200	255
WP_011669930.1	lcl|NZ_AFKJ01000016.1_cds_WP_002146220.1_3150	23.394	218	255
WP_011669930.1	lcl|NZ_AFKJ01000020.1_cds_WP_000744700.1_2946	33.333	72	255
WP_011669930.1	lcl|NZ_AFKJ01000076.1_cds_WP_001074690.1_1953	24.352	193	255
WP_011669931.1	lcl|NZ_AFKJ01000185.1_cds_WP_002185292.1_316	29.091	330	314
WP_004779598.1	lcl|NZ_AFKJ01000105.1_cds_WP_001230564.1_1503	36.957	276	282
WP_004779598.1	lcl|NZ_AFKJ01000230.1_cds_WP_001011675.1_123	37.979	287	282
WP_004779598.1	lcl|NZ_AFKJ01000105.1_cds_WP_000582618.1_1507	32.721	272	282
WP_011669932.1	lcl|NZ_AFKJ01000186.1_cds_WP_001281953.1_307	38.155	401	401
WP_011669932.1	lcl|NZ_AFKJ01000105.1_cds_WP_000582222.1_1489	33.245	376	401
WP_011669932.1	lcl|NZ_AFKJ01000105.1_cds_WP_000608295.1_1479	31.989	372	401
WP_011669932.1	lcl|NZ_AFKJ01000105.1_cds_WP_000575178.1_1547	28.455	369	401
WP_011669932.1	lcl|NZ_AFKJ01000105.1_cds_WP_001198107.1_1478	30.769	390	401
WP_011669932.1	lcl|NZ_AFKJ01000105.1_cds_WP_000947844.1_1501	27.586	377	401
WP_011669932.1	lcl|NZ_AFKJ01000105.1_cds_WP_000346036.1_1508	26.509	381	401
WP_011669932.1	lcl|NZ_AFKJ01000049.1_cds_WP_001982414.1_2429	24.490	392	401
