WP_002725873.1	lcl|NZ_JADDXN010000002.1_cds_WP_002725873.1_2365	100.000	106	106
WP_011669917.1	lcl|NZ_JADDXN010000002.1_cds_WP_061209188.1_2366	99.677	310	318
WP_011669917.1	lcl|NZ_JADDXN010000091.1_cds_WP_061208146.1_3150	24.299	321	318
WP_011669917.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209097.1_1248	22.581	186	318
WP_011669917.1	lcl|NZ_JADDXN010000063.1_cds_WP_011671706.1_2756	23.132	281	318
WP_011669917.1	lcl|NZ_JADDXN010000068.1_cds_WP_061208650.1_2848	25.723	311	318
WP_011669917.1	lcl|NZ_JADDXN010000029.1_cds_WP_002729504.1_2379	21.387	173	318
WP_011669919.1	lcl|NZ_JADDXN010000002.1_cds_WP_061208757.1_2373	50.500	200	220
WP_011669919.1	lcl|NZ_JADDXN010000106.1_cds_WP_002759031.1_65	27.027	222	220
WP_011669919.1	lcl|NZ_JADDXN010000063.1_cds_WP_011669970.1_2760	26.609	233	220
WP_011669919.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208028.1_2316	35.870	92	220
WP_011669919.1	lcl|NZ_JADDXN010000202.1_cds_WP_011669670.1_1472	30.172	116	220
WP_011669919.1	lcl|NZ_JADDXN010000010.1_cds_WP_002734441.1_327	30.851	94	220
WP_011669919.1	lcl|NZ_JADDXN010000063.1_cds_WP_061208086.1_2753	25.000	176	220
WP_011669919.1	lcl|NZ_JADDXN010000083.1_cds_WP_011669642.1_3021	24.155	207	220
WP_020780109.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209100.1_1245	37.910	335	354
WP_020780109.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208040.1_2302	30.199	351	354
WP_020780109.1	lcl|NZ_JADDXN010000114.1_cds_WP_061208977.1_161	34.722	288	354
WP_020780109.1	lcl|NZ_JADDXN010000002.1_cds_WP_061208758.1_2374	26.316	228	354
WP_020780109.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209100.1_1245	37.910	335	354
WP_020780109.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208040.1_2302	30.199	351	354
WP_020780109.1	lcl|NZ_JADDXN010000114.1_cds_WP_061208977.1_161	34.722	288	354
WP_020780109.1	lcl|NZ_JADDXN010000002.1_cds_WP_061208758.1_2374	26.316	228	354
WP_011669921.1	lcl|NZ_JADDXN010000112.1_cds_WP_061208046.1_132	30.144	209	230
WP_011669921.1	lcl|NZ_JADDXN010000200.1_cds_WP_061208097.1_1438	30.631	111	230
WP_011669922.1	lcl|NZ_JADDXN010000105.1_cds_WP_228008682.1_61	28.994	507	599
WP_011669922.1	lcl|NZ_JADDXN010000109.1_cds_WP_193823422.1_122	49.206	63	599
WP_011669923.1	lcl|NZ_JADDXN010000176.1_cds_WP_061208571.1_1028	31.183	372	387
WP_011669923.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209098.1_1247	35.628	247	387
WP_011669923.1	lcl|NZ_JADDXN010000063.1_cds_WP_061208080.1_2762	31.449	283	387
WP_011669923.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209108.1_1236	32.787	244	387
WP_011669923.1	lcl|NZ_JADDXN010000018.1_cds_WP_061208059.1_1377	26.168	321	387
WP_011669923.1	lcl|NZ_JADDXN010000047.1_cds_WP_061208874.1_2604	23.706	367	387
WP_011669924.1	lcl|NZ_JADDXN010000105.1_cds_WP_228008682.1_61	41.483	499	583
WP_011669924.1	lcl|NZ_JADDXN010000109.1_cds_WP_193823422.1_122	50.000	68	583
WP_020780103.1	lcl|NZ_JADDXN010000088.1_cds_WP_061208919.1_3108	23.622	127	572
WP_020780103.1	lcl|NZ_JADDXN010000088.1_cds_WP_061208919.1_3108	23.622	127	572
WP_011669926.1	lcl|NZ_JADDXN010000176.1_cds_WP_061208571.1_1028	29.885	348	417
WP_011669926.1	lcl|NZ_JADDXN010000063.1_cds_WP_061208080.1_2762	33.858	254	417
WP_011669926.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209108.1_1236	31.667	360	417
WP_011669926.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209098.1_1247	29.289	239	417
WP_011669926.1	lcl|NZ_JADDXN010000018.1_cds_WP_061208059.1_1377	27.869	244	417
WP_011669926.1	lcl|NZ_JADDXN010000047.1_cds_WP_061208874.1_2604	25.105	239	417
WP_020780101.1	lcl|NZ_JADDXN010000143.1_cds_WP_002754601.1_688	23.423	111	342
WP_020780101.1	lcl|NZ_JADDXN010000143.1_cds_WP_002754601.1_688	23.423	111	342
WP_011669928.1	lcl|NZ_JADDXN010000088.1_cds_WP_061208919.1_3108	24.828	145	362
WP_011669928.1	lcl|NZ_JADDXN010000088.1_cds_WP_061208919.1_3108	24.828	145	362
WP_004779595.1	lcl|NZ_JADDXN010000112.1_cds_WP_061208046.1_132	28.099	242	242
WP_011669930.1	lcl|NZ_JADDXN010000175.1_cds_WP_002756305.1_999	32.669	251	255
WP_011669930.1	lcl|NZ_JADDXN010000197.1_cds_WP_002722237.1_1346	28.685	251	255
WP_011669930.1	lcl|NZ_JADDXN010000149.1_cds_WP_002750258.1_742	26.667	255	255
WP_011669930.1	lcl|NZ_JADDXN010000018.1_cds_WP_002735533.1_1389	27.839	273	255
WP_011669930.1	lcl|NZ_JADDXN010000158.1_cds_WP_061207712.1_816	27.481	262	255
WP_011669930.1	lcl|NZ_JADDXN010000225.1_cds_WP_011670174.1_1715	25.279	269	255
WP_011669930.1	lcl|NZ_JADDXN010000087.1_cds_WP_061207988.1_3064	27.513	189	255
WP_011669930.1	lcl|NZ_JADDXN010000095.1_cds_WP_002755553.1_3206	25.907	193	255
WP_011669930.1	lcl|NZ_JADDXN010000063.1_cds_WP_011671706.1_2756	27.979	193	255
WP_011669930.1	lcl|NZ_JADDXN010000095.1_cds_WP_061207957.1_3212	24.390	164	255
WP_011669930.1	lcl|NZ_JADDXN010000057.1_cds_WP_002739544.1_2718	24.242	198	255
WP_011669930.1	lcl|NZ_JADDXN010000091.1_cds_WP_061208146.1_3150	34.722	72	255
WP_011669930.1	lcl|NZ_JADDXN010000107.1_cds_WP_002727146.1_102	24.873	197	255
WP_011669931.1	lcl|NZ_JADDXN010000190.1_cds_WP_061208710.1_1292	29.384	211	314
WP_004779598.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209100.1_1245	33.942	274	282
WP_004779598.1	lcl|NZ_JADDXN010000114.1_cds_WP_061208977.1_161	38.267	277	282
WP_004779598.1	lcl|NZ_JADDXN010000027.1_cds_WP_061208040.1_2302	33.091	275	282
WP_004779598.1	lcl|NZ_JADDXN010000002.1_cds_WP_061208758.1_2374	29.778	225	282
WP_011669932.1	lcl|NZ_JADDXN010000176.1_cds_WP_061208571.1_1028	38.500	400	401
WP_011669932.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209108.1_1236	33.248	391	401
WP_011669932.1	lcl|NZ_JADDXN010000063.1_cds_WP_061208080.1_2762	30.000	360	401
WP_011669932.1	lcl|NZ_JADDXN010000186.1_cds_WP_061209098.1_1247	28.906	384	401
WP_011669932.1	lcl|NZ_JADDXN010000018.1_cds_WP_061208059.1_1377	28.691	359	401
WP_011669932.1	lcl|NZ_JADDXN010000047.1_cds_WP_061208874.1_2604	25.000	392	401
WP_011669933.1	lcl|NZ_JADDXN010000115.1_cds_WP_061207593.1_175	32.817	323	568
WP_011669933.1	lcl|NZ_JADDXN010000002.1_cds_WP_061208759.1_2368	33.333	228	568
WP_011669933.1	lcl|NZ_JADDXN010000133.1_cds_WP_061207469.1_543	30.622	209	568
WP_011669933.1	lcl|NZ_JADDXN010000009.1_cds_WP_011671171.1_113	31.915	235	568
WP_011669933.1	lcl|NZ_JADDXN010000101.1_cds_WP_061207927.1_15	32.161	199	568
WP_011669933.1	lcl|NZ_JADDXN010000067.1_cds_WP_061208076.1_2829	31.313	198	568
WP_011669933.1	lcl|NZ_JADDXN010000196.1_cds_WP_061208601.1_1323	31.980	197	568
WP_011669933.1	lcl|NZ_JADDXN010000255.1_cds_WP_061209087.1_2167	30.457	197	568
WP_011669933.1	lcl|NZ_JADDXN010000071.1_cds_WP_061209175.1_2877	31.276	243	568
WP_011669933.1	lcl|NZ_JADDXN010000178.1_cds_WP_061207856.1_1087	29.231	195	568
WP_011669933.1	lcl|NZ_JADDXN010000229.1_cds_WP_002751341.1_1808	32.620	187	568
WP_011669933.1	lcl|NZ_JADDXN010000229.1_cds_WP_061207529.1_1792	31.977	172	568
WP_011669933.1	lcl|NZ_JADDXN010000011.1_cds_WP_061208560.1_452	30.108	186	568
WP_011669933.1	lcl|NZ_JADDXN010000011.1_cds_WP_061208560.1_452	24.378	201	568
WP_011669933.1	lcl|NZ_JADDXN010000251.1_cds_WP_002730493.1_2124	28.261	184	568
WP_011669933.1	lcl|NZ_JADDXN010000072.1_cds_WP_061209043.1_2892	27.692	195	568
WP_011669933.1	lcl|NZ_JADDXN010000072.1_cds_WP_061209043.1_2892	23.958	192	568
WP_011669933.1	lcl|NZ_JADDXN010000178.1_cds_WP_002721914.1_1138	27.568	185	568
WP_011669933.1	lcl|NZ_JADDXN010000223.1_cds_WP_002724285.1_1661	31.472	197	568
