WP_002725873.1	lcl|NZ_AFKQ01000031.1_cds_WP_000340715.1_3322	93.902	82	106
WP_011669917.1	lcl|NZ_AFKQ01000031.1_cds_WP_000410273.1_3323	92.903	310	318
WP_011669917.1	lcl|NZ_AFKQ01000031.1_cds_WP_000093099.1_3343	58.730	63	318
WP_011669917.1	lcl|NZ_AFKQ01000031.1_cds_WP_000646252.1_3326	28.112	249	318
WP_011669917.1	lcl|NZ_AFKQ01000029.1_cds_WP_000744700.1_3437	23.148	324	318
WP_011669917.1	lcl|NZ_AFKQ01000031.1_cds_WP_000600889.1_3352	23.273	275	318
WP_011669917.1	lcl|NZ_AFKQ01000036.1_cds_WP_000723090.1_3205	23.875	289	318
WP_011669917.1	lcl|NZ_AFKQ01000031.1_cds_WP_001067557.1_3329	23.708	329	318
WP_011669918.1	lcl|NZ_AFKQ01000031.1_cds_WP_000202830.1_3362	42.776	353	361
WP_011669919.1	lcl|NZ_AFKQ01000036.1_cds_WP_000282880.1_3201	37.903	124	220
WP_011669919.1	lcl|NZ_AFKQ01000061.1_cds_WP_001099029.1_2570	27.803	223	220
WP_011669919.1	lcl|NZ_AFKQ01000031.1_cds_WP_001068986.1_3380	31.522	92	220
WP_011669919.1	lcl|NZ_AFKQ01000120.1_cds_WP_000840858.1_1733	29.808	104	220
WP_011669919.1	lcl|NZ_AFKQ01000046.1_cds_WP_000868621.1_2893	29.670	91	220
WP_011669919.1	lcl|NZ_AFKQ01000006.1_cds_WP_000262844.1_3705	25.121	207	220
WP_011669919.1	lcl|NZ_AFKQ01000036.1_cds_WP_001114267.1_3208	26.136	176	220
WP_020780109.1	lcl|NZ_AFKQ01000031.1_cds_WP_001230564.1_3355	36.873	339	354
WP_020780109.1	lcl|NZ_AFKQ01000031.1_cds_WP_000582618.1_3359	34.663	326	354
WP_020780109.1	lcl|NZ_AFKQ01000163.1_cds_WP_001011675.1_1460	34.237	295	354
WP_020780109.1	lcl|NZ_AFKQ01000031.1_cds_WP_001230564.1_3355	36.873	339	354
WP_020780109.1	lcl|NZ_AFKQ01000031.1_cds_WP_000582618.1_3359	34.663	326	354
WP_020780109.1	lcl|NZ_AFKQ01000163.1_cds_WP_001011675.1_1460	34.237	295	354
WP_011669921.1	lcl|NZ_AFKQ01000260.1_cds_WP_001014594.1_430	29.577	213	230
WP_011669921.1	lcl|NZ_AFKQ01000114.1_cds_WP_000721859.1_1840	32.743	113	230
WP_011669922.1	lcl|NZ_AFKQ01000031.1_cds_WP_000698819.1_3365	41.694	614	599
