WP_002725873.1	lcl|NZ_JADDWA010000005.1_cds_WP_002725873.1_2675	100.000	106	106
WP_011669917.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733579.1_2676	99.677	310	318
WP_011669917.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733534.1_2679	27.309	249	318
WP_011669917.1	lcl|NZ_JADDWA010000017.1_cds_WP_002722638.1_606	24.611	321	318
WP_011669917.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740024.1_2770	23.132	281	318
WP_011669917.1	lcl|NZ_JADDWA010000006.1_cds_WP_002728309.1_2921	25.723	311	318
WP_011669917.1	lcl|NZ_JADDWA010000013.1_cds_WP_002743770.1_357	21.387	173	318
WP_011669917.1	lcl|NZ_JADDWA010000005.1_cds_WP_016749081.1_2708	23.841	151	318
WP_011669919.1	lcl|NZ_JADDWA010000033.1_cds_WP_032856387.1_1714	27.556	225	220
WP_011669919.1	lcl|NZ_JADDWA010000005.1_cds_WP_002742128.1_2766	26.609	233	220
WP_011669919.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733661.1_2746	34.783	92	220
WP_011669919.1	lcl|NZ_JADDWA010000018.1_cds_WP_002731944.1_649	30.172	116	220
WP_011669919.1	lcl|NZ_JADDWA010000009.1_cds_WP_002726501.1_3366	30.851	94	220
WP_011669919.1	lcl|NZ_JADDWA010000005.1_cds_WP_002733618.1_2773	25.000	176	220
WP_011669919.1	lcl|NZ_JADDWA010000062.1_cds_WP_016749129.1_2809	24.155	207	220
WP_020780109.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740722.1_2719	36.607	336	354
WP_020780109.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740726.1_2723	33.432	338	354
WP_020780109.1	lcl|NZ_JADDWA010000027.1_cds_WP_002730849.1_1281	34.722	288	354
WP_020780109.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740722.1_2719	36.607	336	354
WP_020780109.1	lcl|NZ_JADDWA010000005.1_cds_WP_002740726.1_2723	33.432	338	354
WP_020780109.1	lcl|NZ_JADDWA010000027.1_cds_WP_002730849.1_1281	34.722	288	354
