WP_002725873.1	lcl|NZ_RQGO01000005.1_cds_WP_135583224.1_127	62.162	74	106
WP_011669917.1	lcl|NZ_RQGO01000005.1_cds_WP_135583227.1_130	81.029	311	318
WP_011669917.1	lcl|NZ_RQGO01000019.1_cds_WP_135588384.1_1617	23.839	323	318
WP_011669917.1	lcl|NZ_RQGO01000019.1_cds_WP_135588334.1_1590	26.380	326	318
WP_011669917.1	lcl|NZ_RQGO01000005.1_cds_WP_135583226.1_129	21.552	232	318
WP_011669917.1	lcl|NZ_RQGO01000016.1_cds_WP_135585811.1_2700	22.460	187	318
WP_011669917.1	lcl|NZ_RQGO01000019.1_cds_WP_135587403.1_1030	22.630	327	318
WP_011669919.1	lcl|NZ_RQGO01000005.1_cds_WP_135583256.1_159	28.017	232	220
WP_011669919.1	lcl|NZ_RQGO01000005.1_cds_WP_135583485.1_447	27.632	152	220
WP_011669919.1	lcl|NZ_RQGO01000005.1_cds_WP_135583254.1_157	35.185	108	220
WP_011669919.1	lcl|NZ_RQGO01000005.1_cds_WP_135583259.1_162	33.333	120	220
WP_011669919.1	lcl|NZ_RQGO01000005.1_cds_WP_135583257.1_160	29.630	108	220
WP_011669919.1	lcl|NZ_RQGO01000018.1_cds_WP_135584890.1_1974	32.039	103	220
WP_011669919.1	lcl|NZ_RQGO01000003.1_cds_WP_167481732.1_3440	32.110	109	220
WP_011669919.1	lcl|NZ_RQGO01000005.1_cds_WP_135583568.1_525	33.333	108	220
WP_020780109.1	lcl|NZ_RQGO01000005.1_cds_WP_135583230.1_133	33.333	321	354
WP_020780109.1	lcl|NZ_RQGO01000010.1_cds_WP_135586874.1_2037	34.114	299	354
WP_020780109.1	lcl|NZ_RQGO01000005.1_cds_WP_135583230.1_133	33.333	321	354
WP_020780109.1	lcl|NZ_RQGO01000010.1_cds_WP_135586874.1_2037	34.114	299	354
WP_011669921.1	lcl|NZ_RQGO01000019.1_cds_WP_135587696.1_1193	29.767	215	230
WP_011669921.1	lcl|NZ_RQGO01000019.1_cds_WP_135587671.1_1178	26.271	118	230
WP_011669923.1	lcl|NZ_RQGO01000019.1_cds_WP_135587890.1_1339	29.716	387	387
WP_011669923.1	lcl|NZ_RQGO01000005.1_cds_WP_135583243.1_146	29.545	220	387
WP_011669923.1	lcl|NZ_RQGO01000010.1_cds_WP_135586544.1_2226	23.596	356	387
WP_020780103.1	lcl|NZ_RQGO01000019.1_cds_WP_135587696.1_1193	27.734	256	572
WP_020780103.1	lcl|NZ_RQGO01000005.1_cds_WP_135583442.1_397	23.810	210	572
WP_020780103.1	lcl|NZ_RQGO01000019.1_cds_WP_135587696.1_1193	27.734	256	572
WP_020780103.1	lcl|NZ_RQGO01000005.1_cds_WP_135583442.1_397	23.810	210	572
WP_011669926.1	lcl|NZ_RQGO01000005.1_cds_WP_135583243.1_146	31.849	292	417
WP_011669926.1	lcl|NZ_RQGO01000019.1_cds_WP_135587890.1_1339	28.440	327	417
WP_011669926.1	lcl|NZ_RQGO01000001.1_cds_WP_135587122.1_3021	28.505	214	417
WP_011669926.1	lcl|NZ_RQGO01000010.1_cds_WP_135586544.1_2226	24.164	269	417
WP_020780101.1	lcl|NZ_RQGO01000019.1_cds_WP_135588275.1_1558	27.044	159	342
WP_020780101.1	lcl|NZ_RQGO01000005.1_cds_WP_135583311.1_253	21.693	189	342
WP_020780101.1	lcl|NZ_RQGO01000027.1_cds_WP_135585601.1_3556	26.168	214	342
WP_020780101.1	lcl|NZ_RQGO01000019.1_cds_WP_135588275.1_1558	27.044	159	342
WP_020780101.1	lcl|NZ_RQGO01000005.1_cds_WP_135583311.1_253	21.693	189	342
