WP_002725873.1	lcl|NZ_JQPI01000023.1_cds_WP_000340715.1_754	93.902	82	106
WP_011669917.1	lcl|NZ_JQPI01000023.1_cds_WP_000410267.1_753	93.226	310	318
WP_011669917.1	lcl|NZ_JQPI01000023.1_cds_WP_042752260.1_750	27.711	249	318
WP_011669917.1	lcl|NZ_JQPI01000034.1_cds_WP_000744698.1_1053	23.148	324	318
WP_011669917.1	lcl|NZ_JQPI01000023.1_cds_WP_000600889.1_722	23.273	275	318
WP_011669917.1	lcl|NZ_JQPI01000023.1_cds_WP_061269945.1_669	23.875	289	318
WP_011669917.1	lcl|NZ_JQPI01000023.1_cds_WP_000025488.1_728	21.672	323	318
WP_011669917.1	lcl|NZ_JQPI01000023.1_cds_WP_001067556.1_747	23.708	329	318
WP_011669918.1	lcl|NZ_JQPI01000023.1_cds_WP_000202832.1_712	42.776	353	361
WP_011669919.1	lcl|NZ_JQPI01000023.1_cds_WP_061269946.1_673	37.097	124	220
WP_011669919.1	lcl|NZ_JQPI01000149.1_cds_WP_001099039.1_3058	27.803	223	220
WP_011669919.1	lcl|NZ_JQPI01000023.1_cds_WP_001068986.1_694	31.522	92	220
WP_011669919.1	lcl|NZ_JQPI01000028.1_cds_WP_000840861.1_910	29.808	104	220
WP_011669919.1	lcl|NZ_JQPI01000076.1_cds_WP_000868621.1_2101	29.670	91	220
WP_011669919.1	lcl|NZ_JQPI01000199.1_cds_WP_001114273.1_3381	26.136	176	220
WP_011669919.1	lcl|NZ_JQPI01000318.1_cds_WP_000262844.1_3931	25.121	207	220
WP_020780109.1	lcl|NZ_JQPI01000023.1_cds_WP_001230563.1_719	36.873	339	354
WP_020780109.1	lcl|NZ_JQPI01000023.1_cds_WP_000582623.1_715	34.969	326	354
WP_020780109.1	lcl|NZ_JQPI01000181.1_cds_WP_001011666.1_3290	34.576	295	354
WP_020780109.1	lcl|NZ_JQPI01000023.1_cds_WP_001230563.1_719	36.873	339	354
WP_020780109.1	lcl|NZ_JQPI01000023.1_cds_WP_000582623.1_715	34.969	326	354
WP_020780109.1	lcl|NZ_JQPI01000181.1_cds_WP_001011666.1_3290	34.576	295	354
WP_011669921.1	lcl|NZ_JQPI01000131.1_cds_WP_000696060.1_2876	42.771	166	230
WP_011669921.1	lcl|NZ_JQPI01000236.1_cds_WP_001014587.1_3600	29.577	213	230
WP_011669921.1	lcl|NZ_JQPI01000058.1_cds_WP_000721855.1_1670	33.613	119	230
WP_011669923.1	lcl|NZ_JQPI01000214.1_cds_WP_001281953.1_3468	31.989	372	387
WP_011669923.1	lcl|NZ_JQPI01000023.1_cds_WP_000947841.1_721	32.824	262	387
WP_011669923.1	lcl|NZ_JQPI01000023.1_cds_WP_000346041.1_714	26.944	360	387
WP_011669923.1	lcl|NZ_JQPI01000023.1_cds_WP_000575398.1_732	30.594	219	387
WP_011669923.1	lcl|NZ_JQPI01000023.1_cds_WP_010679520.1_675	29.329	283	387
WP_011669923.1	lcl|NZ_JQPI01000219.1_cds_WP_000538753.1_3502	26.168	321	387
WP_011669923.1	lcl|NZ_JQPI01000068.1_cds_WP_001982414.1_1842	24.895	237	387
WP_020780103.1	lcl|NZ_JQPI01000131.1_cds_WP_000696060.1_2876	35.656	244	572
WP_020780103.1	lcl|NZ_JQPI01000276.1_cds_WP_000613390.1_3798	22.798	193	572
WP_020780103.1	lcl|NZ_JQPI01000131.1_cds_WP_000696060.1_2876	35.656	244	572
WP_020780103.1	lcl|NZ_JQPI01000276.1_cds_WP_000613390.1_3798	22.798	193	572
WP_011669926.1	lcl|NZ_JQPI01000214.1_cds_WP_001281953.1_3468	29.969	327	417
WP_011669926.1	lcl|NZ_JQPI01000023.1_cds_WP_010679520.1_675	35.433	254	417
WP_011669926.1	lcl|NZ_JQPI01000023.1_cds_WP_000346041.1_714	29.367	395	417
WP_011669926.1	lcl|NZ_JQPI01000023.1_cds_WP_000575398.1_732	31.179	263	417
WP_011669926.1	lcl|NZ_JQPI01000023.1_cds_WP_000947841.1_721	27.306	271	417
WP_011669926.1	lcl|NZ_JQPI01000219.1_cds_WP_000538753.1_3502	25.130	386	417
WP_011669926.1	lcl|NZ_JQPI01000068.1_cds_WP_001982414.1_1842	24.686	239	417
WP_004779587.1	lcl|NZ_JQPI01000084.1_cds_WP_000242331.1_2269	24.176	91	181
WP_020780101.1	lcl|NZ_JQPI01000250.1_cds_WP_000870126.1_3701	25.503	149	342
WP_020780101.1	lcl|NZ_JQPI01000250.1_cds_WP_000870126.1_3701	25.503	149	342
WP_011669928.1	lcl|NZ_JQPI01000276.1_cds_WP_000613390.1_3798	23.140	121	362
WP_011669928.1	lcl|NZ_JQPI01000276.1_cds_WP_000613390.1_3798	23.140	121	362
WP_004779589.1	lcl|NZ_JQPI01000043.1_cds_WP_000012765.1_1234	30.833	120	210
WP_004779550.1	lcl|NZ_JQPI01000023.1_cds_WP_000517242.1_740	32.941	85	244
WP_004779595.1	lcl|NZ_JQPI01000131.1_cds_WP_000696060.1_2876	32.174	230	242
WP_004779595.1	lcl|NZ_JQPI01000236.1_cds_WP_001014587.1_3600	31.100	209	242
WP_004779595.1	lcl|NZ_JQPI01000023.1_cds_WP_000848239.1_705	31.092	119	242
WP_011669930.1	lcl|NZ_JQPI01000169.1_cds_WP_000998676.1_3224	31.474	251	255
WP_011669930.1	lcl|NZ_JQPI01000021.1_cds_WP_000566240.1_592	34.884	172	255
WP_011669930.1	lcl|NZ_JQPI01000213.1_cds_WP_000043153.1_3462	26.038	265	255
WP_011669930.1	lcl|NZ_JQPI01000021.1_cds_WP_001968389.1_621	27.757	263	255
WP_011669930.1	lcl|NZ_JQPI01000006.1_cds_WP_000653652.1_181	27.481	262	255
WP_011669930.1	lcl|NZ_JQPI01000024.1_cds_WP_000351751.1_783	24.164	269	255
WP_011669930.1	lcl|NZ_JQPI01000001.1_cds_WP_061269875.1_40	27.568	185	255
WP_011669930.1	lcl|NZ_JQPI01000021.1_cds_WP_001069863.1_557	26.220	164	255
WP_011669930.1	lcl|NZ_JQPI01000023.1_cds_WP_061269945.1_669	27.861	201	255
WP_011669930.1	lcl|NZ_JQPI01000021.1_cds_WP_000800040.1_551	27.320	194	255
WP_011669930.1	lcl|NZ_JQPI01000004.1_cds_WP_000093664.1_143	23.000	200	255
WP_011669930.1	lcl|NZ_JQPI01000034.1_cds_WP_000744698.1_1053	33.333	72	255
WP_011669930.1	lcl|NZ_JQPI01000055.1_cds_WP_001074690.1_1567	24.352	193	255
WP_011669931.1	lcl|NZ_JQPI01000282.1_cds_WP_002115880.1_3828	29.394	330	314
WP_004779598.1	lcl|NZ_JQPI01000023.1_cds_WP_001230563.1_719	36.957	276	282
WP_004779598.1	lcl|NZ_JQPI01000181.1_cds_WP_001011666.1_3290	37.979	287	282
WP_004779598.1	lcl|NZ_JQPI01000023.1_cds_WP_000582623.1_715	33.088	272	282
WP_011669932.1	lcl|NZ_JQPI01000214.1_cds_WP_001281953.1_3468	38.155	401	401
