WP_002725873.1	lcl|NZ_AOWB01000127.1_cds_WP_000340715.1_3619	93.902	82	106
WP_011669917.1	lcl|NZ_AOWB01000127.1_cds_WP_000410273.1_3620	92.903	310	318
WP_011669917.1	lcl|NZ_AOWB01000127.1_cds_WP_000093099.1_3640	58.730	63	318
WP_011669917.1	lcl|NZ_AOWB01000127.1_cds_WP_000646252.1_3623	28.112	249	318
WP_011669917.1	lcl|NZ_AOWB01000104.1_cds_WP_000744700.1_2458	23.148	324	318
WP_011669917.1	lcl|NZ_AOWB01000127.1_cds_WP_000600889.1_3649	23.273	275	318
WP_011669917.1	lcl|NZ_AOWB01000127.1_cds_WP_000723090.1_3702	23.875	289	318
WP_011669917.1	lcl|NZ_AOWB01000127.1_cds_WP_001067557.1_3626	23.708	329	318
WP_011669918.1	lcl|NZ_AOWB01000127.1_cds_WP_000202830.1_3659	42.776	353	361
WP_011669919.1	lcl|NZ_AOWB01000127.1_cds_WP_000282880.1_3698	37.903	124	220
WP_011669919.1	lcl|NZ_AOWB01000110.1_cds_WP_001099029.1_2750	27.803	223	220
WP_011669919.1	lcl|NZ_AOWB01000127.1_cds_WP_001068986.1_3677	31.522	92	220
WP_011669919.1	lcl|NZ_AOWB01000037.1_cds_WP_000840858.1_813	29.808	104	220
WP_011669919.1	lcl|NZ_AOWB01000098.1_cds_WP_000868621.1_2358	29.670	91	220
WP_011669919.1	lcl|NZ_AOWB01000119.1_cds_WP_000262844.1_3077	25.121	207	220
WP_011669919.1	lcl|NZ_AOWB01000127.1_cds_WP_001114267.1_3705	26.136	176	220
WP_020780109.1	lcl|NZ_AOWB01000127.1_cds_WP_001230564.1_3652	36.873	339	354
WP_020780109.1	lcl|NZ_AOWB01000127.1_cds_WP_000582618.1_3656	34.663	326	354
WP_020780109.1	lcl|NZ_AOWB01000018.1_cds_WP_001011675.1_166	34.237	295	354
WP_020780109.1	lcl|NZ_AOWB01000127.1_cds_WP_001230564.1_3652	36.873	339	354
WP_020780109.1	lcl|NZ_AOWB01000127.1_cds_WP_000582618.1_3656	34.663	326	354
WP_020780109.1	lcl|NZ_AOWB01000018.1_cds_WP_001011675.1_166	34.237	295	354
WP_011669921.1	lcl|NZ_AOWB01000086.1_cds_WP_001014594.1_1994	29.577	213	230
WP_011669921.1	lcl|NZ_AOWB01000031.1_cds_WP_000721859.1_658	32.743	113	230
WP_011669922.1	lcl|NZ_AOWB01000127.1_cds_WP_000698820.1_3662	41.857	614	599
WP_011669923.1	lcl|NZ_AOWB01000127.1_cds_WP_000582222.1_3638	37.805	246	387
WP_011669923.1	lcl|NZ_AOWB01000051.1_cds_WP_001281953.1_1072	31.989	372	387
WP_011669923.1	lcl|NZ_AOWB01000127.1_cds_WP_000608295.1_3628	33.898	236	387
WP_011669923.1	lcl|NZ_AOWB01000127.1_cds_WP_000947844.1_3650	32.700	263	387
WP_011669923.1	lcl|NZ_AOWB01000127.1_cds_WP_001198107.1_3627	37.864	206	387
WP_011669923.1	lcl|NZ_AOWB01000127.1_cds_WP_000346036.1_3657	26.944	360	387
WP_011669923.1	lcl|NZ_AOWB01000127.1_cds_WP_000575178.1_3696	28.269	283	387
WP_011669923.1	lcl|NZ_AOWB01000115.1_cds_WP_000538752.1_2887	26.168	321	387
WP_011669923.1	lcl|NZ_AOWB01000046.1_cds_WP_001982414.1_1011	24.895	237	387
WP_011669924.1	lcl|NZ_AOWB01000127.1_cds_WP_000698820.1_3662	27.316	626	583
WP_020780103.1	lcl|NZ_AOWB01000077.1_cds_WP_000613386.1_1737	24.841	157	572
WP_020780103.1	lcl|NZ_AOWB01000031.1_cds_WP_000721859.1_658	32.479	117	572
WP_020780103.1	lcl|NZ_AOWB01000077.1_cds_WP_000613386.1_1737	24.841	157	572
WP_020780103.1	lcl|NZ_AOWB01000031.1_cds_WP_000721859.1_658	32.479	117	572
WP_011669926.1	lcl|NZ_AOWB01000051.1_cds_WP_001281953.1_1072	29.969	327	417
WP_011669926.1	lcl|NZ_AOWB01000127.1_cds_WP_001198107.1_3627	36.667	270	417
WP_011669926.1	lcl|NZ_AOWB01000127.1_cds_WP_000575178.1_3696	34.749	259	417
WP_011669926.1	lcl|NZ_AOWB01000127.1_cds_WP_000608295.1_3628	33.219	292	417
WP_011669926.1	lcl|NZ_AOWB01000127.1_cds_WP_000346036.1_3657	29.367	395	417
WP_011669926.1	lcl|NZ_AOWB01000127.1_cds_WP_000582222.1_3638	37.850	214	417
WP_011669926.1	lcl|NZ_AOWB01000127.1_cds_WP_000947844.1_3650	28.044	271	417
WP_011669926.1	lcl|NZ_AOWB01000115.1_cds_WP_000538752.1_2887	25.130	386	417
WP_011669926.1	lcl|NZ_AOWB01000046.1_cds_WP_001982414.1_1011	24.686	239	417
WP_020780101.1	lcl|NZ_AOWB01000040.1_cds_WP_000870126.1_900	25.503	149	342
WP_020780101.1	lcl|NZ_AOWB01000040.1_cds_WP_000870126.1_900	25.503	149	342
WP_011669928.1	lcl|NZ_AOWB01000077.1_cds_WP_000613386.1_1737	22.308	130	362
WP_011669928.1	lcl|NZ_AOWB01000077.1_cds_WP_000613386.1_1737	22.308	130	362
WP_004779589.1	lcl|NZ_AOWB01000122.1_cds_WP_000012765.1_3279	30.833	120	210
WP_004779550.1	lcl|NZ_AOWB01000127.1_cds_WP_000517242.1_3635	32.941	85	244
WP_004779595.1	lcl|NZ_AOWB01000086.1_cds_WP_001014594.1_1994	31.100	209	242
WP_004779595.1	lcl|NZ_AOWB01000127.1_cds_WP_000848239.1_3667	31.092	119	242
WP_011669930.1	lcl|NZ_AOWB01000106.1_cds_WP_000998676.1_2524	31.474	251	255
WP_011669930.1	lcl|NZ_AOWB01000122.1_cds_WP_000566240.1_3168	34.884	172	255
WP_011669930.1	lcl|NZ_AOWB01000047.1_cds_WP_000043153.1_1023	26.038	265	255
WP_011669930.1	lcl|NZ_AOWB01000122.1_cds_WP_001968389.1_3196	27.757	263	255
WP_011669930.1	lcl|NZ_AOWB01000014.1_cds_WP_000653653.1_84	27.481	262	255
WP_011669930.1	lcl|NZ_AOWB01000123.1_cds_WP_000351752.1_3372	24.164	269	255
WP_011669930.1	lcl|NZ_AOWB01000066.1_cds_WP_000646914.1_1378	27.568	185	255
WP_011669930.1	lcl|NZ_AOWB01000097.1_cds_WP_001069860.1_2341	26.220	164	255
WP_011669930.1	lcl|NZ_AOWB01000127.1_cds_WP_000723090.1_3702	27.861	201	255
WP_011669930.1	lcl|NZ_AOWB01000097.1_cds_WP_000800040.1_2335	27.320	194	255
WP_011669930.1	lcl|NZ_AOWB01000122.1_cds_WP_000093663.1_3336	23.000	200	255
WP_011669930.1	lcl|NZ_AOWB01000110.1_cds_LEP2GSC094_RS0115800_2700	23.394	218	255
WP_011669930.1	lcl|NZ_AOWB01000104.1_cds_WP_000744700.1_2458	33.333	72	255
WP_011669930.1	lcl|NZ_AOWB01000072.1_cds_WP_001074690.1_1611	24.352	193	255
WP_011669931.1	lcl|NZ_AOWB01000111.1_cds_WP_002185292.1_2821	29.091	330	314
WP_004779598.1	lcl|NZ_AOWB01000127.1_cds_WP_001230564.1_3652	36.957	276	282
WP_004779598.1	lcl|NZ_AOWB01000018.1_cds_WP_001011675.1_166	37.979	287	282
WP_004779598.1	lcl|NZ_AOWB01000127.1_cds_WP_000582618.1_3656	32.721	272	282
WP_011669932.1	lcl|NZ_AOWB01000051.1_cds_WP_001281953.1_1072	38.155	401	401
WP_011669932.1	lcl|NZ_AOWB01000127.1_cds_WP_000582222.1_3638	33.245	376	401
WP_011669932.1	lcl|NZ_AOWB01000127.1_cds_WP_000608295.1_3628	31.989	372	401
WP_011669932.1	lcl|NZ_AOWB01000127.1_cds_WP_000575178.1_3696	28.455	369	401
WP_011669932.1	lcl|NZ_AOWB01000127.1_cds_WP_001198107.1_3627	30.769	390	401
WP_011669932.1	lcl|NZ_AOWB01000127.1_cds_WP_000947844.1_3650	27.586	377	401
WP_011669932.1	lcl|NZ_AOWB01000127.1_cds_WP_000346036.1_3657	26.509	381	401
WP_011669932.1	lcl|NZ_AOWB01000046.1_cds_WP_001982414.1_1011	24.490	392	401
WP_011669932.1	lcl|NZ_AOWB01000115.1_cds_WP_000538752.1_2887	27.297	381	401
WP_011669933.1	lcl|NZ_AOWB01000009.1_cds_WP_000172202.1_21	30.769	364	568
WP_011669933.1	lcl|NZ_AOWB01000127.1_cds_WP_000834715.1_3643	26.866	402	568
WP_011669933.1	lcl|NZ_AOWB01000115.1_cds_WP_000667646.1_2912	32.051	234	568
WP_011669933.1	lcl|NZ_AOWB01000071.1_cds_WP_000828455.1_1557	32.212	208	568
WP_011669933.1	lcl|NZ_AOWB01000009.1_cds_WP_000942282.1_35	33.663	202	568
WP_011669933.1	lcl|NZ_AOWB01000026.1_cds_WP_000666552.1_516	31.351	185	568
WP_011669933.1	lcl|NZ_AOWB01000103.1_cds_WP_001161019.1_2437	30.570	193	568
WP_011669933.1	lcl|NZ_AOWB01000127.1_cds_WP_000675807.1_3745	30.769	195	568
WP_011669933.1	lcl|NZ_AOWB01000020.1_cds_WP_000047473.1_210	33.505	194	568
WP_011669933.1	lcl|NZ_AOWB01000093.1_cds_WP_000510777.1_2223	29.949	197	568
WP_011669933.1	lcl|NZ_AOWB01000110.1_cds_WP_000184524.1_2762	31.606	193	568
WP_011669933.1	lcl|NZ_AOWB01000050.1_cds_WP_000536762.1_1055	32.484	157	568
WP_011669933.1	lcl|NZ_AOWB01000088.1_cds_WP_000619175.1_2015	29.897	194	568
WP_011669933.1	lcl|NZ_AOWB01000090.1_cds_WP_001052498.1_2059	29.213	178	568
WP_011669933.1	lcl|NZ_AOWB01000018.1_cds_WP_001049205.1_132	31.720	186	568
WP_011669933.1	lcl|NZ_AOWB01000018.1_cds_WP_001049205.1_132	27.315	216	568
WP_011669933.1	lcl|NZ_AOWB01000025.1_cds_WP_000433117.1_464	28.108	185	568
WP_011669933.1	lcl|NZ_AOWB01000014.1_cds_WP_000603361.1_94	31.481	162	568
WP_011669933.1	lcl|NZ_AOWB01000066.1_cds_WP_000052667.1_1420	27.638	199	568
WP_011669933.1	lcl|NZ_AOWB01000040.1_cds_WP_000590867.1_891	26.804	194	568
WP_011669933.1	lcl|NZ_AOWB01000040.1_cds_WP_000590867.1_891	24.176	182	568
WP_011669933.1	lcl|NZ_AOWB01000088.1_cds_WP_000218838.1_2014	30.455	220	568
WP_011669933.1	lcl|NZ_AOWB01000014.1_cds_WP_000054169.1_110	29.897	194	568
WP_011669933.1	lcl|NZ_AOWB01000009.1_cds_WP_000626143.1_16	27.570	214	568
WP_011669933.1	lcl|NZ_AOWB01000009.1_cds_WP_000626143.1_16	25.381	197	568
WP_011669933.1	lcl|NZ_AOWB01000074.1_cds_WP_001982953.1_1646	25.907	193	568
WP_011669933.1	lcl|NZ_AOWB01000025.1_cds_WP_001089500.1_496	28.293	205	568
WP_011669933.1	lcl|NZ_AOWB01000114.1_cds_WP_000598571.1_2857	26.061	165	568
WP_011669933.1	lcl|NZ_AOWB01000031.1_cds_WP_000136057.1_664	27.604	192	568
WP_011669933.1	lcl|NZ_AOWB01000117.1_cds_WP_000481720.1_2997	24.631	203	568
WP_011669933.1	lcl|NZ_AOWB01000061.1_cds_WP_000431145.1_1261	25.551	227	568
WP_011669933.1	lcl|NZ_AOWB01000061.1_cds_WP_001141158.1_1256	22.167	203	568
WP_011669933.1	lcl|NZ_AOWB01000009.1_cds_WP_000172202.1_21	30.769	364	568
WP_011669933.1	lcl|NZ_AOWB01000127.1_cds_WP_000834715.1_3643	26.866	402	568
