WP_002725873.1	lcl|NZ_RQHE01000004.1_cds_WP_135576183.1_118	63.514	74	106
WP_011669917.1	lcl|NZ_RQHE01000004.1_cds_WP_135737733.1_119	81.150	313	318
WP_011669917.1	lcl|NZ_RQHE01000004.1_cds_WP_135739208.1_2303	22.769	325	318
WP_011669917.1	lcl|NZ_RQHE01000004.1_cds_WP_135576173.1_123	24.599	187	318
WP_011669917.1	lcl|NZ_RQHE01000011.1_cds_WP_012476594.1_3296	23.077	169	318
WP_011669917.1	lcl|NZ_RQHE01000004.1_cds_WP_135738981.1_1723	23.220	323	318
WP_011669917.1	lcl|NZ_RQHE01000004.1_cds_WP_135738365.1_148	19.856	277	318
WP_011669919.1	lcl|NZ_RQHE01000004.1_cds_WP_135737790.1_173	36.036	111	220
WP_011669919.1	lcl|NZ_RQHE01000004.1_cds_WP_135739352.1_461	26.446	242	220
WP_011669919.1	lcl|NZ_RQHE01000004.1_cds_WP_135738384.1_176	31.633	98	220
WP_011669919.1	lcl|NZ_RQHE01000004.1_cds_WP_135738371.1_157	25.424	118	220
WP_011669919.1	lcl|NZ_RQHE01000004.1_cds_WP_012476300.1_174	28.421	95	220
WP_011669919.1	lcl|NZ_RQHE01000001.1_cds_WP_012389241.1_3107	31.915	94	220
WP_011669919.1	lcl|NZ_RQHE01000004.1_cds_WP_135738502.1_539	32.258	124	220
WP_011669919.1	lcl|NZ_RQHE01000004.1_cds_WP_012389771.1_2672	29.358	109	220
WP_020780109.1	lcl|NZ_RQHE01000004.1_cds_WP_135576167.1_126	38.253	332	354
WP_020780109.1	lcl|NZ_RQHE01000004.1_cds_WP_167881428.1_137	31.818	352	354
WP_020780109.1	lcl|NZ_RQHE01000004.1_cds_WP_135736768.1_1240	34.114	299	354
WP_020780109.1	lcl|NZ_RQHE01000004.1_cds_WP_135576167.1_126	38.253	332	354
WP_020780109.1	lcl|NZ_RQHE01000004.1_cds_WP_167881428.1_137	31.818	352	354
WP_020780109.1	lcl|NZ_RQHE01000004.1_cds_WP_135736768.1_1240	34.114	299	354
WP_011669921.1	lcl|NZ_RQHE01000004.1_cds_WP_135739051.1_1889	29.091	220	230
WP_011669921.1	lcl|NZ_RQHE01000004.1_cds_WP_135739047.1_1874	26.724	116	230
WP_011669921.1	lcl|NZ_RQHE01000004.1_cds_WP_135737751.1_152	42.000	50	230
WP_011669923.1	lcl|NZ_RQHE01000004.1_cds_WP_135738372.1_159	32.362	343	387
WP_011669923.1	lcl|NZ_RQHE01000004.1_cds_WP_135737145.1_2029	30.711	394	387
WP_011669923.1	lcl|NZ_RQHE01000004.1_cds_WP_135576171.1_124	32.197	264	387
WP_011669923.1	lcl|NZ_RQHE01000004.1_cds_WP_012387715.1_1416	23.229	353	387
WP_020780103.1	lcl|NZ_RQHE01000004.1_cds_WP_135738466.1_411	27.619	210	572
WP_020780103.1	lcl|NZ_RQHE01000004.1_cds_WP_135738466.1_411	27.619	210	572
WP_011669926.1	lcl|NZ_RQHE01000004.1_cds_WP_135738372.1_159	36.626	243	417
WP_011669926.1	lcl|NZ_RQHE01000004.1_cds_WP_135737145.1_2029	27.829	327	417
WP_011669926.1	lcl|NZ_RQHE01000004.1_cds_WP_135576171.1_124	26.335	281	417
WP_011669926.1	lcl|NZ_RQHE01000004.1_cds_WP_012388055.1_1078	28.972	214	417
WP_011669926.1	lcl|NZ_RQHE01000004.1_cds_WP_012387715.1_1416	26.692	266	417
WP_020780101.1	lcl|NZ_RQHE01000004.1_cds_WP_135739255.1_2412	23.048	269	342
WP_020780101.1	lcl|NZ_RQHE01000004.1_cds_WP_135739255.1_2412	23.048	269	342
WP_011669928.1	lcl|NZ_RQHE01000004.1_cds_WP_135738466.1_411	23.111	225	362
WP_011669928.1	lcl|NZ_RQHE01000004.1_cds_WP_135738466.1_411	23.111	225	362
WP_004779589.1	lcl|NZ_RQHE01000004.1_cds_WP_226992807.1_2482	31.613	155	210
WP_004779589.1	lcl|NZ_RQHE01000011.1_cds_WP_135579997.1_3361	33.577	137	210
WP_004779589.1	lcl|NZ_RQHE01000004.1_cds_WP_135737744.1_144	27.027	148	210
WP_004779589.1	lcl|NZ_RQHE01000004.1_cds_WP_012389847.1_2597	26.852	108	210
WP_004779550.1	lcl|NZ_RQHE01000004.1_cds_WP_135738901.1_1520	32.110	109	244
WP_004779595.1	lcl|NZ_RQHE01000004.1_cds_WP_135739051.1_1889	27.488	211	242
WP_004779595.1	lcl|NZ_RQHE01000004.1_cds_WP_135737751.1_152	29.323	133	242
WP_004779595.1	lcl|NZ_RQHE01000004.1_cds_WP_135739047.1_1874	28.571	112	242
WP_011669930.1	lcl|NZ_RQHE01000004.1_cds_WP_135738363.1_146	28.731	268	255
WP_011669930.1	lcl|NZ_RQHE01000004.1_cds_WP_135737745.1_145	30.943	265	255
WP_011669930.1	lcl|NZ_RQHE01000004.1_cds_WP_012387054.1_2050	29.365	252	255
WP_011669930.1	lcl|NZ_RQHE01000001.1_cds_WP_012389530.1_2823	29.150	247	255
