WP_002725873.1	lcl|NZ_AOWS01000152.1_cds_WP_000340715.1_3490	93.902	82	106
WP_011669917.1	lcl|NZ_AOWS01000152.1_cds_WP_000410273.1_3489	92.903	310	318
WP_011669917.1	lcl|NZ_AOWS01000152.1_cds_WP_000093099.1_3469	58.730	63	318
WP_011669917.1	lcl|NZ_AOWS01000152.1_cds_WP_000646250.1_3486	28.112	249	318
WP_011669917.1	lcl|NZ_AOWS01000138.1_cds_WP_000744700.1_2917	23.148	324	318
WP_011669917.1	lcl|NZ_AOWS01000152.1_cds_WP_000600889.1_3460	23.273	275	318
WP_011669917.1	lcl|NZ_AOWS01000152.1_cds_WP_000723090.1_3407	23.875	289	318
WP_011669917.1	lcl|NZ_AOWS01000152.1_cds_WP_001067557.1_3483	23.708	329	318
WP_011669918.1	lcl|NZ_AOWS01000152.1_cds_WP_000202830.1_3450	42.776	353	361
WP_011669919.1	lcl|NZ_AOWS01000152.1_cds_WP_000282880.1_3411	37.903	124	220
WP_011669919.1	lcl|NZ_AOWS01000019.1_cds_WP_001099029.1_193	27.803	223	220
WP_011669919.1	lcl|NZ_AOWS01000152.1_cds_WP_001068986.1_3432	31.522	92	220
WP_011669919.1	lcl|NZ_AOWS01000043.1_cds_WP_000840858.1_548	29.808	104	220
WP_011669919.1	lcl|NZ_AOWS01000110.1_cds_WP_000868621.1_1783	29.670	91	220
WP_011669919.1	lcl|NZ_AOWS01000071.1_cds_WP_000262844.1_951	25.121	207	220
WP_011669919.1	lcl|NZ_AOWS01000152.1_cds_WP_001114267.1_3404	26.136	176	220
WP_020780109.1	lcl|NZ_AOWS01000152.1_cds_WP_001230564.1_3457	36.873	339	354
WP_020780109.1	lcl|NZ_AOWS01000152.1_cds_WP_000582618.1_3453	34.663	326	354
WP_020780109.1	lcl|NZ_AOWS01000146.1_cds_WP_001011675.1_3153	34.237	295	354
WP_020780109.1	lcl|NZ_AOWS01000152.1_cds_WP_001230564.1_3457	36.873	339	354
WP_020780109.1	lcl|NZ_AOWS01000152.1_cds_WP_000582618.1_3453	34.663	326	354
WP_020780109.1	lcl|NZ_AOWS01000146.1_cds_WP_001011675.1_3153	34.237	295	354
WP_011669921.1	lcl|NZ_AOWS01000012.1_cds_WP_001014594.1_60	29.577	213	230
WP_011669921.1	lcl|NZ_AOWS01000140.1_cds_WP_000721859.1_2995	32.743	113	230
WP_011669922.1	lcl|NZ_AOWS01000152.1_cds_WP_000698820.1_3447	41.857	614	599
WP_011669923.1	lcl|NZ_AOWS01000152.1_cds_WP_000582222.1_3471	37.805	246	387
WP_011669923.1	lcl|NZ_AOWS01000134.1_cds_WP_001281953.1_2764	31.989	372	387
WP_011669923.1	lcl|NZ_AOWS01000152.1_cds_WP_000608295.1_3481	33.898	236	387
WP_011669923.1	lcl|NZ_AOWS01000152.1_cds_WP_000947844.1_3459	32.700	263	387
WP_011669923.1	lcl|NZ_AOWS01000152.1_cds_WP_001198107.1_3482	37.864	206	387
WP_011669923.1	lcl|NZ_AOWS01000152.1_cds_WP_000346036.1_3452	26.944	360	387
WP_011669923.1	lcl|NZ_AOWS01000152.1_cds_WP_000575178.1_3413	28.269	283	387
WP_011669923.1	lcl|NZ_AOWS01000102.1_cds_WP_000538752.1_1611	26.168	321	387
WP_011669923.1	lcl|NZ_AOWS01000153.1_cds_WP_001982414.1_3542	24.895	237	387
WP_011669924.1	lcl|NZ_AOWS01000152.1_cds_WP_000698820.1_3447	27.316	626	583
WP_020780103.1	lcl|NZ_AOWS01000128.1_cds_WP_000613386.1_2465	24.841	157	572
WP_020780103.1	lcl|NZ_AOWS01000140.1_cds_WP_000721859.1_2995	32.479	117	572
WP_020780103.1	lcl|NZ_AOWS01000128.1_cds_WP_000613386.1_2465	24.841	157	572
WP_020780103.1	lcl|NZ_AOWS01000140.1_cds_WP_000721859.1_2995	32.479	117	572
WP_011669926.1	lcl|NZ_AOWS01000134.1_cds_WP_001281953.1_2764	29.969	327	417
WP_011669926.1	lcl|NZ_AOWS01000152.1_cds_WP_001198107.1_3482	36.667	270	417
WP_011669926.1	lcl|NZ_AOWS01000152.1_cds_WP_000575178.1_3413	34.749	259	417
WP_011669926.1	lcl|NZ_AOWS01000152.1_cds_WP_000608295.1_3481	33.219	292	417
WP_011669926.1	lcl|NZ_AOWS01000152.1_cds_WP_000346036.1_3452	29.367	395	417
WP_011669926.1	lcl|NZ_AOWS01000152.1_cds_WP_000582222.1_3471	37.850	214	417
WP_011669926.1	lcl|NZ_AOWS01000152.1_cds_WP_000947844.1_3459	28.044	271	417
WP_011669926.1	lcl|NZ_AOWS01000102.1_cds_WP_000538752.1_1611	25.130	386	417
WP_011669926.1	lcl|NZ_AOWS01000153.1_cds_WP_001982414.1_3542	24.686	239	417
WP_020780101.1	lcl|NZ_AOWS01000090.1_cds_WP_000870126.1_1446	25.503	149	342
WP_020780101.1	lcl|NZ_AOWS01000090.1_cds_WP_000870126.1_1446	25.503	149	342
WP_011669928.1	lcl|NZ_AOWS01000128.1_cds_WP_000613386.1_2465	22.308	130	362
WP_011669928.1	lcl|NZ_AOWS01000128.1_cds_WP_000613386.1_2465	22.308	130	362
WP_004779589.1	lcl|NZ_AOWS01000115.1_cds_WP_000012765.1_2076	30.833	120	210
WP_004779550.1	lcl|NZ_AOWS01000152.1_cds_WP_000517242.1_3474	32.941	85	244
