WP_002725873.1	lcl|NZ_JASEXK010000008.1_cds_WP_004462903.1_1762	97.561	82	106
WP_011669917.1	lcl|NZ_JASEXK010000008.1_cds_WP_061205762.1_1763	91.613	310	318
WP_011669917.1	lcl|NZ_JASEXK010000001.1_cds_WP_004471108.1_171	23.988	321	318
WP_011669917.1	lcl|NZ_JASEXK010000008.1_cds_WP_282962390.1_1784	22.826	276	318
WP_011669917.1	lcl|NZ_JASEXK010000008.1_cds_WP_004465060.1_1844	22.917	288	318
WP_011669917.1	lcl|NZ_JASEXK010000002.1_cds_WP_004461234.1_737	25.087	287	318
WP_011669917.1	lcl|NZ_JASEXK010000002.1_cds_WP_004461234.1_614	25.087	287	318
WP_011669919.1	lcl|NZ_JASEXK010000008.1_cds_WP_004477858.1_1770	51.000	200	220
WP_011669919.1	lcl|NZ_JASEXK010000008.1_cds_WP_282962415.1_1839	34.454	119	220
WP_011669919.1	lcl|NZ_JASEXK010000012.1_cds_WP_282962520.1_2220	26.577	222	220
WP_011669919.1	lcl|NZ_JASEXK010000008.1_cds_WP_061205837.1_1819	33.333	93	220
WP_011669919.1	lcl|NZ_JASEXK010000007.1_cds_WP_004459124.1_1705	29.310	116	220
WP_011669919.1	lcl|NZ_JASEXK010000008.1_cds_WP_061206264.1_1847	25.000	176	220
WP_011669919.1	lcl|NZ_JASEXK010000011.1_cds_WP_004463587.1_2147	31.959	97	220
WP_011669919.1	lcl|NZ_JASEXK010000007.1_cds_WP_004471866.1_1662	24.878	205	220
WP_020780109.1	lcl|NZ_JASEXK010000008.1_cds_WP_282962393.1_1787	38.507	335	354
WP_020780109.1	lcl|NZ_JASEXK010000008.1_cds_WP_004477824.1_1801	30.791	354	354
WP_020780109.1	lcl|NZ_JASEXK010000010.1_cds_WP_004471300.1_2057	33.788	293	354
WP_020780109.1	lcl|NZ_JASEXK010000008.1_cds_WP_061205765.1_1771	26.068	234	354
WP_020780109.1	lcl|NZ_JASEXK010000008.1_cds_WP_282962393.1_1787	38.507	335	354
WP_020780109.1	lcl|NZ_JASEXK010000008.1_cds_WP_004477824.1_1801	30.791	354	354
WP_020780109.1	lcl|NZ_JASEXK010000010.1_cds_WP_004471300.1_2057	33.788	293	354
WP_020780109.1	lcl|NZ_JASEXK010000008.1_cds_WP_061205765.1_1771	26.068	234	354
WP_011669921.1	lcl|NZ_JASEXK010000002.1_cds_WP_282962151.1_680	30.000	210	230
WP_011669921.1	lcl|NZ_JASEXK010000002.1_cds_WP_282962151.1_671	30.000	210	230
WP_011669921.1	lcl|NZ_JASEXK010000018.1_cds_WP_004464381.1_2740	29.091	110	230
WP_011669922.1	lcl|NZ_JASEXK010000021.1_cds_WP_004489711.1_2883	29.205	654	599
WP_011669923.1	lcl|NZ_JASEXK010000013.1_cds_WP_004466571.1_2371	30.894	369	387
