WP_002725873.1	lcl|NZ_AOVW01000110.1_cds_WP_000340715.1_1875	93.902	82	106
WP_011669917.1	lcl|NZ_AOVW01000110.1_cds_WP_000410273.1_1876	92.903	310	318
WP_011669917.1	lcl|NZ_AOVW01000110.1_cds_WP_000093099.1_1896	58.730	63	318
WP_011669917.1	lcl|NZ_AOVW01000110.1_cds_WP_000646250.1_1879	28.112	249	318
WP_011669917.1	lcl|NZ_AOVW01000056.1_cds_WP_000744700.1_903	23.148	324	318
WP_011669917.1	lcl|NZ_AOVW01000110.1_cds_WP_000600889.1_1905	23.273	275	318
WP_011669917.1	lcl|NZ_AOVW01000110.1_cds_WP_000723090.1_1958	23.875	289	318
WP_011669917.1	lcl|NZ_AOVW01000110.1_cds_WP_001067557.1_1882	23.708	329	318
WP_011669918.1	lcl|NZ_AOVW01000110.1_cds_WP_000202830.1_1915	42.776	353	361
WP_011669919.1	lcl|NZ_AOVW01000110.1_cds_WP_000282880.1_1954	37.903	124	220
WP_011669919.1	lcl|NZ_AOVW01000120.1_cds_WP_001099029.1_2380	27.803	223	220
WP_011669919.1	lcl|NZ_AOVW01000110.1_cds_WP_001068986.1_1933	31.522	92	220
WP_011669919.1	lcl|NZ_AOVW01000085.1_cds_WP_000840858.1_1519	29.808	104	220
WP_011669919.1	lcl|NZ_AOVW01000017.1_cds_WP_000868621.1_225	29.670	91	220
WP_011669919.1	lcl|NZ_AOVW01000106.1_cds_WP_000262844.1_1787	25.121	207	220
WP_011669919.1	lcl|NZ_AOVW01000110.1_cds_WP_001114267.1_1961	26.136	176	220
WP_020780109.1	lcl|NZ_AOVW01000110.1_cds_WP_001230564.1_1908	36.873	339	354
WP_020780109.1	lcl|NZ_AOVW01000110.1_cds_WP_000582618.1_1912	34.663	326	354
WP_020780109.1	lcl|NZ_AOVW01000139.1_cds_WP_001011675.1_3117	34.237	295	354
WP_020780109.1	lcl|NZ_AOVW01000110.1_cds_WP_001230564.1_1908	36.873	339	354
WP_020780109.1	lcl|NZ_AOVW01000110.1_cds_WP_000582618.1_1912	34.663	326	354
WP_020780109.1	lcl|NZ_AOVW01000139.1_cds_WP_001011675.1_3117	34.237	295	354
WP_011669921.1	lcl|NZ_AOVW01000156.1_cds_WP_001014594.1_3703	29.577	213	230
WP_011669921.1	lcl|NZ_AOVW01000100.1_cds_WP_000721859.1_1694	32.743	113	230
WP_011669922.1	lcl|NZ_AOVW01000110.1_cds_WP_000698820.1_1918	41.857	614	599
WP_011669923.1	lcl|NZ_AOVW01000110.1_cds_WP_000582222.1_1894	37.805	246	387
WP_011669923.1	lcl|NZ_AOVW01000150.1_cds_WP_001281953.1_3496	31.989	372	387
WP_011669923.1	lcl|NZ_AOVW01000110.1_cds_WP_000608295.1_1884	33.898	236	387
