WP_002725873.1	27445	91.463	82	106
WP_011669917.1	27445	91.613	310	318
WP_011669917.1	27445	22.112	303	318
WP_011669917.1	27445	21.739	276	318
WP_011669917.1	27455	23.148	324	318
WP_011669917.1	27472	22.420	281	318
WP_011669917.1	27463	22.468	316	318
WP_011669919.1	27445	28.205	195	220
WP_011669919.1	27445	35.593	118	220
WP_011669919.1	27445	29.348	92	220
WP_011669919.1	27472	26.570	207	220
WP_011669919.1	27472	28.182	110	220
WP_011669919.1	27459	26.066	211	220
WP_011669919.1	27492	30.769	104	220
WP_011669919.1	27493	30.769	91	220
WP_011669919.1	27447	24.638	207	220
WP_020780109.1	27445	37.017	362	354
WP_020780109.1	27445	31.325	332	354
WP_020780109.1	27445	32.198	323	354
WP_020780109.1	27464	34.629	283	354
WP_020780109.1	27445	37.017	362	354
WP_020780109.1	27445	31.325	332	354
WP_020780109.1	27445	32.198	323	354
WP_020780109.1	27464	34.629	283	354
WP_011669921.1	27445	35.814	215	230
WP_011669921.1	27447	28.774	212	230
WP_011669921.1	27477	31.858	113	230
WP_011669923.1	27455	32.345	371	387
WP_011669923.1	27445	36.032	247	387
WP_011669923.1	27445	32.819	259	387
WP_011669923.1	27472	28.571	287	387
WP_011669923.1	27477	26.791	321	387
WP_011669923.1	27493	24.462	372	387
WP_020780103.1	27445	37.603	242	572
WP_020780103.1	27447	33.333	159	572
WP_020780103.1	27471	22.727	132	572
WP_020780103.1	27445	37.603	242	572
WP_020780103.1	27447	33.333	159	572
WP_020780103.1	27471	22.727	132	572
WP_011669926.1	27455	29.664	327	417
WP_011669926.1	27472	33.716	261	417
WP_011669926.1	27445	32.317	328	417
WP_011669926.1	27445	30.342	234	417
WP_011669926.1	27477	28.629	248	417
WP_011669926.1	27493	25.523	239	417
WP_020780101.1	27451	23.944	142	342
WP_020780101.1	27451	23.944	142	342
WP_011669928.1	27471	24.793	121	362
WP_011669928.1	27471	24.793	121	362
WP_004779589.1	27477	29.412	102	210
WP_004779589.1	27447	29.508	122	210
WP_004779595.1	27445	34.583	240	242
WP_004779595.1	27447	30.894	246	242
WP_011669930.1	27455	31.076	251	255
WP_011669930.1	27455	27.568	185	255
WP_011669930.1	27455	34.722	72	255
WP_011669930.1	27456	26.667	255	255
WP_011669930.1	27456	25.248	202	255
WP_011669930.1	27456	27.320	194	255
