WP_002725873.1	lcl|NZ_JQOR01000010.1_cds_WP_000340715.1_287	93.902	82	106
WP_011669917.1	lcl|NZ_JQOR01000010.1_cds_WP_000410267.1_286	93.226	310	318
WP_011669917.1	lcl|NZ_JQOR01000010.1_cds_WP_000646251.1_283	27.711	249	318
WP_011669917.1	lcl|NZ_JQOR01000040.1_cds_WP_000744698.1_972	23.148	324	318
WP_011669917.1	lcl|NZ_JQOR01000077.1_cds_WP_000723090.1_2023	23.875	289	318
WP_011669917.1	lcl|NZ_JQOR01000010.1_cds_WP_001067557.1_280	23.708	329	318
WP_011669919.1	lcl|NZ_JQOR01000077.1_cds_WP_000282884.1_2019	37.097	124	220
WP_011669919.1	lcl|NZ_JQOR01000096.1_cds_WP_001099026.1_2448	27.354	223	220
WP_011669919.1	lcl|NZ_JQOR01000092.1_cds_WP_000840860.1_2409	29.808	104	220
WP_011669919.1	lcl|NZ_JQOR01000076.1_cds_WP_000868623.1_2010	29.670	91	220
WP_011669919.1	lcl|NZ_JQOR01000077.1_cds_WP_001114264.1_2026	26.136	176	220
WP_011669919.1	lcl|NZ_JQOR01000038.1_cds_WP_000262844.1_893	25.121	207	220
WP_020780109.1	lcl|NZ_JQOR01000010.1_cds_WP_001033784.1_254	33.239	352	354
WP_020780109.1	lcl|NZ_JQOR01000151.1_cds_WP_002105324.1_3203	34.576	295	354
WP_020780109.1	lcl|NZ_JQOR01000010.1_cds_WP_002068380.1_260	27.246	345	354
WP_020780109.1	lcl|NZ_JQOR01000010.1_cds_WP_001033784.1_254	33.239	352	354
WP_020780109.1	lcl|NZ_JQOR01000151.1_cds_WP_002105324.1_3203	34.576	295	354
WP_020780109.1	lcl|NZ_JQOR01000010.1_cds_WP_002068380.1_260	27.246	345	354
WP_011669921.1	lcl|NZ_JQOR01000011.1_cds_WP_000696060.1_319	42.771	166	230
WP_011669921.1	lcl|NZ_JQOR01000110.1_cds_WP_002106419.1_2690	29.577	213	230
WP_011669921.1	lcl|NZ_JQOR01000010.1_cds_WP_000440092.1_259	23.276	232	230
WP_011669921.1	lcl|NZ_JQOR01000054.1_cds_WP_000721854.1_1525	33.613	119	230
WP_011669923.1	lcl|NZ_JQOR01000010.1_cds_WP_002106355.1_268	37.805	246	387
WP_011669923.1	lcl|NZ_JQOR01000039.1_cds_WP_061251957.1_939	31.720	372	387
WP_011669923.1	lcl|NZ_JQOR01000010.1_cds_WP_061251933.1_278	33.898	236	387
WP_011669923.1	lcl|NZ_JQOR01000010.1_cds_WP_001198107.1_279	37.864	206	387
WP_011669923.1	lcl|NZ_JQOR01000010.1_cds_WP_000172660.1_262	33.600	250	387
WP_011669923.1	lcl|NZ_JQOR01000202.1_cds_WP_061217456.1_3649	28.269	283	387
WP_011669923.1	lcl|NZ_JQOR01000111.1_cds_WP_000538755.1_2705	26.168	321	387
WP_011669923.1	lcl|NZ_JQOR01000072.1_cds_WP_001982414.1_1909	24.895	237	387
WP_020780103.1	lcl|NZ_JQOR01000011.1_cds_WP_000696060.1_319	35.656	244	572
WP_020780103.1	lcl|NZ_JQOR01000010.1_cds_WP_000440092.1_259	27.805	205	572
WP_020780103.1	lcl|NZ_JQOR01000135.1_cds_JG96_RS15125_2989	22.901	131	572
WP_020780103.1	lcl|NZ_JQOR01000011.1_cds_WP_000696060.1_319	35.656	244	572
WP_020780103.1	lcl|NZ_JQOR01000010.1_cds_WP_000440092.1_259	27.805	205	572
WP_020780103.1	lcl|NZ_JQOR01000135.1_cds_JG96_RS15125_2989	22.901	131	572
WP_011669926.1	lcl|NZ_JQOR01000039.1_cds_WP_061251957.1_939	29.969	327	417
WP_011669926.1	lcl|NZ_JQOR01000010.1_cds_WP_001198107.1_279	36.667	270	417
WP_011669926.1	lcl|NZ_JQOR01000202.1_cds_WP_061217456.1_3649	34.749	259	417
WP_011669926.1	lcl|NZ_JQOR01000010.1_cds_WP_061251933.1_278	33.219	292	417
WP_011669926.1	lcl|NZ_JQOR01000010.1_cds_WP_002106355.1_268	37.736	212	417
WP_011669926.1	lcl|NZ_JQOR01000010.1_cds_WP_000172660.1_262	28.771	358	417
WP_011669926.1	lcl|NZ_JQOR01000111.1_cds_WP_000538755.1_2705	25.130	386	417
WP_011669926.1	lcl|NZ_JQOR01000072.1_cds_WP_001982414.1_1909	24.686	239	417
WP_020780101.1	lcl|NZ_JQOR01000018.1_cds_WP_061252174.1_451	25.503	149	342
WP_020780101.1	lcl|NZ_JQOR01000018.1_cds_WP_061252174.1_451	25.503	149	342
WP_011669928.1	lcl|NZ_JQOR01000135.1_cds_JG96_RS15125_2989	23.140	121	362
WP_011669928.1	lcl|NZ_JQOR01000135.1_cds_JG96_RS15125_2989	23.140	121	362
WP_004779589.1	lcl|NZ_JQOR01000115.1_cds_WP_000012765.1_2756	30.833	120	210
WP_004779550.1	lcl|NZ_JQOR01000010.1_cds_WP_061226679.1_271	34.118	85	244
WP_004779595.1	lcl|NZ_JQOR01000011.1_cds_WP_000696060.1_319	32.174	230	242
WP_004779595.1	lcl|NZ_JQOR01000110.1_cds_WP_002106419.1_2690	31.100	209	242
WP_011669930.1	lcl|NZ_JQOR01000037.1_cds_WP_000998676.1_880	31.474	251	255
WP_011669930.1	lcl|NZ_JQOR01000066.1_cds_WP_000412931.1_1748	28.846	260	255
WP_011669930.1	lcl|NZ_JQOR01000048.1_cds_WP_000566240.1_1379	34.884	172	255
WP_011669930.1	lcl|NZ_JQOR01000152.1_cds_WP_000043153.1_3228	26.038	265	255
WP_011669930.1	lcl|NZ_JQOR01000048.1_cds_WP_002100448.1_1351	27.757	263	255
WP_011669930.1	lcl|NZ_JQOR01000061.1_cds_WP_000653653.1_1667	27.481	262	255
WP_011669930.1	lcl|NZ_JQOR01000098.1_cds_WP_000351753.1_2477	24.164	269	255
WP_011669930.1	lcl|NZ_JQOR01000066.1_cds_WP_000750481.1_1752	24.016	254	255
WP_011669930.1	lcl|NZ_JQOR01000044.1_cds_WP_020784276.1_1129	27.568	185	255
WP_011669930.1	lcl|NZ_JQOR01000254.1_cds_WP_001069862.1_3848	26.220	164	255
WP_011669930.1	lcl|NZ_JQOR01000077.1_cds_WP_000723090.1_2023	27.861	201	255
WP_011669930.1	lcl|NZ_JQOR01000190.1_cds_WP_000800040.1_3549	27.320	194	255
WP_011669930.1	lcl|NZ_JQOR01000004.1_cds_WP_000093664.1_80	23.000	200	255
WP_011669930.1	lcl|NZ_JQOR01000040.1_cds_WP_000744698.1_972	33.333	72	255
WP_011669930.1	lcl|NZ_JQOR01000047.1_cds_WP_001074690.1_1300	24.352	193	255
WP_011669931.1	lcl|NZ_JQOR01000215.1_cds_WP_033108138.1_3719	29.091	330	314
WP_011669931.1	lcl|NZ_JQOR01000010.1_cds_WP_000643164.1_261	29.870	154	314
WP_004779598.1	lcl|NZ_JQOR01000151.1_cds_WP_002105324.1_3203	37.979	287	282
WP_004779598.1	lcl|NZ_JQOR01000010.1_cds_WP_001033784.1_254	34.812	293	282
WP_004779598.1	lcl|NZ_JQOR01000010.1_cds_WP_002068380.1_260	27.574	272	282
WP_011669932.1	lcl|NZ_JQOR01000039.1_cds_WP_061251957.1_939	37.905	401	401
WP_011669932.1	lcl|NZ_JQOR01000010.1_cds_WP_000172660.1_262	34.115	384	401
WP_011669932.1	lcl|NZ_JQOR01000010.1_cds_WP_002106355.1_268	33.245	376	401
WP_011669932.1	lcl|NZ_JQOR01000010.1_cds_WP_061251933.1_278	32.258	372	401
WP_011669932.1	lcl|NZ_JQOR01000202.1_cds_WP_061217456.1_3649	28.455	369	401
WP_011669932.1	lcl|NZ_JQOR01000010.1_cds_WP_001198107.1_279	30.769	390	401
WP_011669932.1	lcl|NZ_JQOR01000072.1_cds_WP_001982414.1_1909	24.490	392	401
WP_011669932.1	lcl|NZ_JQOR01000111.1_cds_WP_000538755.1_2705	27.297	381	401
WP_011669933.1	lcl|NZ_JQOR01000225.1_cds_WP_000172205.1_3767	30.495	364	568
WP_011669933.1	lcl|NZ_JQOR01000001.1_cds_WP_000667646.1_14	32.051	234	568
WP_011669933.1	lcl|NZ_JQOR01000044.1_cds_WP_000828456.1_1190	32.212	208	568
WP_011669933.1	lcl|NZ_JQOR01000010.1_cds_WP_002068488.1_264	30.660	212	568
