WP_002725873.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790840.1_2537	63.514	74	106
WP_011669917.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790839.1_2536	80.511	313	318
WP_011669917.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789090.1_330	26.994	326	318
WP_011669917.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789115.1_358	23.839	323	318
WP_011669917.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790837.1_2533	23.373	338	318
WP_011669917.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790791.1_2483	27.128	188	318
WP_011669917.1	lcl|NZ_NPDQ01000011.1_cds_WP_100792235.1_788	22.460	187	318
WP_011669917.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789625.1_1240	22.796	329	318
WP_011669919.1	lcl|NZ_NPDQ01000004.1_cds_WP_208861420.1_2192	27.670	206	220
WP_011669919.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790788.1_2480	33.858	127	220
WP_011669919.1	lcl|NZ_NPDQ01000004.1_cds_WP_279627937.1_2485	27.230	213	220
WP_011669919.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790785.1_2477	36.735	98	220
WP_011669919.1	lcl|NZ_NPDQ01000004.1_cds_WP_165782251.1_2490	33.333	93	220
WP_011669919.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790815.1_2508	26.724	116	220
WP_011669919.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790779.1_2471	33.673	98	220
WP_011669919.1	lcl|NZ_NPDQ01000005.1_cds_WP_100791219.1_2933	31.068	103	220
WP_011669919.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790787.1_2479	28.440	109	220
WP_011669919.1	lcl|NZ_NPDQ01000010.1_cds_WP_100792177.1_731	32.110	109	220
WP_011669919.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789693.1_1316	25.962	104	220
WP_011669919.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790122.1_1754	33.333	108	220
WP_020780109.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790835.1_2530	37.952	332	354
WP_020780109.1	lcl|NZ_NPDQ01000006.1_cds_WP_100791351.1_3043	34.962	266	354
WP_020780109.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790835.1_2530	37.952	332	354
WP_020780109.1	lcl|NZ_NPDQ01000006.1_cds_WP_100791351.1_3043	34.962	266	354
WP_011669921.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789492.1_1089	29.302	215	230
WP_011669921.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789505.1_1104	26.496	117	230
WP_011669921.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790820.1_2514	34.722	72	230
WP_011669923.1	lcl|NZ_NPDQ01000001.1_cds_WP_100788870.1_86	29.716	387	387
WP_011669923.1	lcl|NZ_NPDQ01000004.1_cds_WP_208861425.1_2532	29.310	348	387
WP_011669923.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789913.1_1562	26.446	242	387
WP_020780103.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789492.1_1089	30.952	252	572
WP_020780103.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790591.1_2242	25.837	209	572
WP_020780103.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789492.1_1089	30.952	252	572
WP_020780103.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790591.1_2242	25.837	209	572
WP_011669926.1	lcl|NZ_NPDQ01000001.1_cds_WP_100788870.1_86	29.664	327	417
WP_011669926.1	lcl|NZ_NPDQ01000004.1_cds_WP_208861425.1_2532	34.426	244	417
WP_011669926.1	lcl|NZ_NPDQ01000006.1_cds_WP_100791495.1_3209	28.448	232	417
WP_011669926.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789913.1_1562	23.954	263	417
WP_020780101.1	lcl|NZ_NPDQ01000002.1_cds_WP_100790005.1_1106	23.318	223	342
WP_020780101.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789224.1_481	26.415	212	342
WP_020780101.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789059.1_297	27.044	159	342
WP_020780101.1	lcl|NZ_NPDQ01000002.1_cds_WP_100790005.1_1106	23.318	223	342
WP_020780101.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789224.1_481	26.415	212	342
WP_020780101.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789059.1_297	27.044	159	342
WP_011669928.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790591.1_2242	22.066	213	362
WP_011669928.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790591.1_2242	22.066	213	362
WP_004779589.1	lcl|NZ_NPDQ01000001.1_cds_WP_244279487.1_539	34.234	111	210
WP_004779589.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789379.1_656	26.852	108	210
WP_004779589.1	lcl|NZ_NPDQ01000008.1_cds_WP_100791954.1_3669	30.882	136	210
WP_004779550.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789819.1_1454	39.474	76	244
WP_004779595.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789492.1_1089	30.802	237	242
WP_004779595.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790820.1_2514	30.172	116	242
WP_004779595.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789505.1_1104	25.893	112	242
WP_011669930.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790962.1_2521	34.363	259	255
WP_011669930.1	lcl|NZ_NPDQ01000001.1_cds_WP_100788887.1_107	30.556	252	255
WP_011669930.1	lcl|NZ_NPDQ01000007.1_cds_WP_100791602.1_3302	29.200	250	255
WP_011669930.1	lcl|NZ_NPDQ01000008.1_cds_WP_100791946.1_3658	28.235	255	255
WP_011669930.1	lcl|NZ_NPDQ01000007.1_cds_WP_100791656.1_3364	27.907	258	255
WP_011669930.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790340.1_2003	26.523	279	255
WP_011669930.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790193.1_1839	26.154	260	255
WP_011669930.1	lcl|NZ_NPDQ01000001.1_cds_WP_002972927.1_75	25.188	266	255
WP_011669930.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789846.1_1486	29.189	185	255
WP_011669930.1	lcl|NZ_NPDQ01000001.1_cds_WP_100788810.1_18	26.820	261	255
WP_011669930.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790774.1_2466	25.556	270	255
WP_011669930.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789963.1_1625	28.112	249	255
WP_011669930.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789905.1_1553	24.742	194	255
WP_011669930.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790791.1_2483	26.214	206	255
WP_011669930.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789077.1_316	22.872	188	255
