WP_002725873.1	lcl|NZ_JADDUS010000005.1_cds_WP_002725873.1_2765	100.000	106	106
WP_011669917.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733579.1_2764	99.677	310	318
WP_011669917.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733534.1_2761	27.309	249	318
WP_011669917.1	lcl|NZ_JADDUS010000017.1_cds_WP_002722638.1_589	24.611	321	318
WP_011669917.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740024.1_2670	23.132	281	318
WP_011669917.1	lcl|NZ_JADDUS010000006.1_cds_WP_002728309.1_3028	25.723	311	318
WP_011669917.1	lcl|NZ_JADDUS010000020.1_cds_WP_002743770.1_892	21.387	173	318
WP_011669917.1	lcl|NZ_JADDUS010000005.1_cds_WP_016749081.1_2732	23.841	151	318
WP_011669919.1	lcl|NZ_JADDUS010000034.1_cds_WP_032856387.1_1732	27.556	225	220
WP_011669919.1	lcl|NZ_JADDUS010000005.1_cds_WP_002742128.1_2674	26.609	233	220
WP_011669919.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733661.1_2694	34.783	92	220
WP_011669919.1	lcl|NZ_JADDUS010000019.1_cds_WP_002731944.1_677	30.172	116	220
WP_011669919.1	lcl|NZ_JADDUS010000008.1_cds_WP_002726501.1_3274	30.851	94	220
WP_011669919.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733618.1_2667	25.000	176	220
WP_011669919.1	lcl|NZ_JADDUS010000063.1_cds_WP_016749129.1_2825	24.155	207	220
WP_020780109.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740722.1_2721	36.607	336	354
WP_020780109.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740726.1_2717	33.432	338	354
WP_020780109.1	lcl|NZ_JADDUS010000027.1_cds_WP_002730849.1_1287	34.722	288	354
WP_020780109.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740722.1_2721	36.607	336	354
WP_020780109.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740726.1_2717	33.432	338	354
WP_020780109.1	lcl|NZ_JADDUS010000027.1_cds_WP_002730849.1_1287	34.722	288	354
WP_011669921.1	lcl|NZ_JADDUS010000035.1_cds_WP_002738760.1_1761	30.144	209	230
WP_011669921.1	lcl|NZ_JADDUS010000012.1_cds_WP_002723863.1_218	30.631	111	230
WP_011669921.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733600.1_2703	28.814	118	230
WP_011669922.1	lcl|NZ_JADDUS010000077.1_cds_WP_004278354.1_3088	28.550	655	599
WP_011669923.1	lcl|NZ_JADDUS010000025.1_cds_WP_002728994.1_1169	31.183	372	387
WP_011669923.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740861.1_2756	33.475	236	387
WP_011669923.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740826.1_2757	37.379	206	387
WP_011669923.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733599.1_2723	31.939	263	387
WP_011669923.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733737.1_2736	30.137	219	387
WP_011669923.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740294.1_2676	31.095	283	387
WP_011669923.1	lcl|NZ_JADDUS010000006.1_cds_WP_002738884.1_2979	27.245	323	387
WP_011669923.1	lcl|NZ_JADDUS010000007.1_cds_WP_002724641.1_3187	23.706	367	387
WP_011669924.1	lcl|NZ_JADDUS010000077.1_cds_WP_004278354.1_3088	40.902	599	583
WP_020780103.1	lcl|NZ_JADDUS010000047.1_cds_WP_002740796.1_2262	23.622	127	572
WP_020780103.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740235.1_2707	18.981	216	572
WP_020780103.1	lcl|NZ_JADDUS010000047.1_cds_WP_002740796.1_2262	23.622	127	572
WP_020780103.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740235.1_2707	18.981	216	572
WP_011669926.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740826.1_2757	36.296	270	417
WP_011669926.1	lcl|NZ_JADDUS010000025.1_cds_WP_002728994.1_1169	29.885	348	417
WP_011669926.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740861.1_2756	33.562	292	417
WP_011669926.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740294.1_2676	34.252	254	417
WP_011669926.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733737.1_2736	31.061	264	417
WP_011669926.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733599.1_2723	29.461	241	417
WP_011669926.1	lcl|NZ_JADDUS010000006.1_cds_WP_002738884.1_2979	27.686	242	417
WP_011669926.1	lcl|NZ_JADDUS010000007.1_cds_WP_002724641.1_3187	25.105	239	417
WP_020780101.1	lcl|NZ_JADDUS010000002.1_cds_WP_002724039.1_1519	25.225	111	342
WP_020780101.1	lcl|NZ_JADDUS010000002.1_cds_WP_002724039.1_1519	25.225	111	342
WP_011669928.1	lcl|NZ_JADDUS010000047.1_cds_WP_002740796.1_2262	23.140	121	362
WP_011669928.1	lcl|NZ_JADDUS010000047.1_cds_WP_002740796.1_2262	23.140	121	362
WP_004779550.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740917.1_2749	33.333	78	244
WP_004779595.1	lcl|NZ_JADDUS010000035.1_cds_WP_002738760.1_1761	28.099	242	242
WP_004779595.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733600.1_2703	22.835	127	242
WP_011669930.1	lcl|NZ_JADDUS010000023.1_cds_WP_002739054.1_1091	32.669	251	255
WP_011669930.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733582.1_2701	27.016	248	255
WP_011669930.1	lcl|NZ_JADDUS010000054.1_cds_WP_002722237.1_2556	28.685	251	255
WP_011669930.1	lcl|NZ_JADDUS010000021.1_cds_WP_002728745.1_934	26.667	255	255
WP_011669930.1	lcl|NZ_JADDUS010000006.1_cds_WP_002735533.1_2992	27.839	273	255
WP_011669930.1	lcl|NZ_JADDUS010000013.1_cds_WP_002722691.1_344	27.481	262	255
WP_011669930.1	lcl|NZ_JADDUS010000059.1_cds_WP_002728460.1_2651	24.535	269	255
WP_011669930.1	lcl|NZ_JADDUS010000031.1_cds_WP_002741131.1_1620	27.174	184	255
WP_011669930.1	lcl|NZ_JADDUS010000011.1_cds_WP_002728891.1_149	25.907	193	255
WP_011669930.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740024.1_2670	27.461	193	255
WP_011669930.1	lcl|NZ_JADDUS010000011.1_cds_WP_032853204.1_144	24.390	164	255
WP_011669930.1	lcl|NZ_JADDUS010000051.1_cds_WP_002739544.1_2479	24.242	198	255
WP_011669930.1	lcl|NZ_JADDUS010000030.1_cds_WP_002727447.1_1575	25.389	193	255
WP_011669930.1	lcl|NZ_JADDUS010000017.1_cds_WP_002722638.1_589	36.232	69	255
WP_011669930.1	lcl|NZ_JADDUS010000003.1_cds_WP_002741431.1_1999	24.873	197	255
WP_011669931.1	lcl|NZ_JADDUS010000056.1_cds_WP_002740185.1_2604	28.910	211	314
WP_004779598.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740722.1_2721	37.729	273	282
WP_004779598.1	lcl|NZ_JADDUS010000027.1_cds_WP_002730849.1_1287	38.267	277	282
WP_004779598.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740726.1_2717	32.727	275	282
WP_011669932.1	lcl|NZ_JADDUS010000025.1_cds_WP_002728994.1_1169	38.250	400	401
WP_011669932.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740861.1_2756	31.989	372	401
WP_011669932.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733599.1_2723	29.771	393	401
WP_011669932.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740294.1_2676	30.278	360	401
WP_011669932.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733737.1_2736	29.459	370	401
