WP_002725873.1	lcl|NZ_JADDVW010000007.1_cds_WP_002725873.1_3085	100.000	106	106
WP_011669917.1	lcl|NZ_JADDVW010000007.1_cds_WP_002733579.1_3086	99.677	310	318
WP_011669917.1	lcl|NZ_JADDVW010000007.1_cds_WP_002733534.1_3089	27.309	249	318
WP_011669917.1	lcl|NZ_JADDVW010000018.1_cds_WP_002722638.1_669	24.611	321	318
WP_011669917.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740024.1_3180	23.132	281	318
WP_011669917.1	lcl|NZ_JADDVW010000008.1_cds_WP_002728309.1_3203	25.723	311	318
WP_011669917.1	lcl|NZ_JADDVW010000014.1_cds_WP_002743770.1_389	21.387	173	318
WP_011669917.1	lcl|NZ_JADDVW010000007.1_cds_WP_016749081.1_3118	23.841	151	318
WP_011669919.1	lcl|NZ_JADDVW010000033.1_cds_WP_032856387.1_1725	27.556	225	220
WP_011669919.1	lcl|NZ_JADDVW010000007.1_cds_WP_002742128.1_3176	26.609	233	220
WP_011669919.1	lcl|NZ_JADDVW010000007.1_cds_WP_002733661.1_3156	34.783	92	220
WP_011669919.1	lcl|NZ_JADDVW010000020.1_cds_WP_002731944.1_938	30.172	116	220
WP_011669919.1	lcl|NZ_JADDVW010000010.1_cds_WP_002726501.1_32	30.851	94	220
WP_011669919.1	lcl|NZ_JADDVW010000007.1_cds_WP_002733618.1_3183	25.000	176	220
WP_011669919.1	lcl|NZ_JADDVW010000059.1_cds_WP_016749129.1_2621	24.155	207	220
WP_020780109.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740722.1_3129	36.607	336	354
WP_020780109.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740726.1_3133	33.432	338	354
WP_020780109.1	lcl|NZ_JADDVW010000028.1_cds_WP_002730849.1_1345	34.722	288	354
WP_020780109.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740722.1_3129	36.607	336	354
WP_020780109.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740726.1_3133	33.432	338	354
WP_020780109.1	lcl|NZ_JADDVW010000028.1_cds_WP_002730849.1_1345	34.722	288	354
WP_011669921.1	lcl|NZ_JADDVW010000034.1_cds_WP_002738760.1_1755	30.144	209	230
WP_011669921.1	lcl|NZ_JADDVW010000013.1_cds_WP_002723863.1_337	30.631	111	230
WP_011669921.1	lcl|NZ_JADDVW010000007.1_cds_WP_002733600.1_3147	28.814	118	230
WP_011669922.1	lcl|NZ_JADDVW010000075.1_cds_WP_004278354.1_3063	28.550	655	599
WP_011669923.1	lcl|NZ_JADDVW010000025.1_cds_WP_002728994.1_1212	31.183	372	387
WP_011669923.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740861.1_3094	33.475	236	387
WP_011669923.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740826.1_3093	37.379	206	387
WP_011669923.1	lcl|NZ_JADDVW010000007.1_cds_WP_002733599.1_3127	31.939	263	387
WP_011669923.1	lcl|NZ_JADDVW010000007.1_cds_WP_002733737.1_3114	30.137	219	387
WP_011669923.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740294.1_3174	31.095	283	387
WP_011669923.1	lcl|NZ_JADDVW010000008.1_cds_WP_002738884.1_3252	27.245	323	387
WP_011669923.1	lcl|NZ_JADDVW010000009.1_cds_WP_002724641.1_3400	23.706	367	387
WP_011669924.1	lcl|NZ_JADDVW010000075.1_cds_WP_004278354.1_3063	40.902	599	583
WP_020780103.1	lcl|NZ_JADDVW010000046.1_cds_WP_002740796.1_2221	23.622	127	572
WP_020780103.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740235.1_3143	18.981	216	572
WP_020780103.1	lcl|NZ_JADDVW010000046.1_cds_WP_002740796.1_2221	23.622	127	572
WP_020780103.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740235.1_3143	18.981	216	572
WP_011669926.1	lcl|NZ_JADDVW010000007.1_cds_WP_002740826.1_3093	36.296	270	417
