WP_002725873.1	lcl|NZ_JQPT01000060.1_cds_WP_000340715.1_1405	93.902	82	106
WP_011669917.1	lcl|NZ_JQPT01000060.1_cds_WP_000712241.1_1404	92.903	310	318
WP_011669917.1	lcl|NZ_JQPT01000060.1_cds_WP_000646253.1_1401	28.112	249	318
WP_011669917.1	lcl|NZ_JQPT01000012.1_cds_WP_000744700.1_220	23.148	324	318
WP_011669917.1	lcl|NZ_JQPT01000060.1_cds_WP_000600891.1_1376	23.273	275	318
WP_011669917.1	lcl|NZ_JQPT01000060.1_cds_WP_000723090.1_1314	23.875	289	318
WP_011669917.1	lcl|NZ_JQPT01000060.1_cds_WP_001067556.1_1398	23.708	329	318
WP_011669918.1	lcl|NZ_JQPT01000060.1_cds_WP_000202827.1_1366	42.776	353	361
WP_011669919.1	lcl|NZ_JQPT01000060.1_cds_WP_061234306.1_1318	37.097	124	220
WP_011669919.1	lcl|NZ_JQPT01000055.1_cds_WP_001099037.1_1247	27.354	223	220
WP_011669919.1	lcl|NZ_JQPT01000060.1_cds_WP_001068986.1_1339	31.522	92	220
WP_011669919.1	lcl|NZ_JQPT01000079.1_cds_WP_000840860.1_1763	29.808	104	220
WP_011669919.1	lcl|NZ_JQPT01000065.1_cds_WP_000868623.1_1517	29.670	91	220
WP_011669919.1	lcl|NZ_JQPT01000277.1_cds_WP_001114273.1_3960	26.136	176	220
WP_011669919.1	lcl|NZ_JQPT01000165.1_cds_WP_000262844.1_3124	25.121	207	220
WP_020780109.1	lcl|NZ_JQPT01000060.1_cds_WP_061233868.1_1373	36.873	339	354
WP_020780109.1	lcl|NZ_JQPT01000060.1_cds_WP_061234277.1_1369	34.663	326	354
WP_020780109.1	lcl|NZ_JQPT01000102.1_cds_WP_001011673.1_2227	34.237	295	354
WP_020780109.1	lcl|NZ_JQPT01000060.1_cds_WP_061233868.1_1373	36.873	339	354
WP_020780109.1	lcl|NZ_JQPT01000060.1_cds_WP_061234277.1_1369	34.663	326	354
WP_020780109.1	lcl|NZ_JQPT01000102.1_cds_WP_001011673.1_2227	34.237	295	354
WP_011669921.1	lcl|NZ_JQPT01000218.1_cds_WP_061227082.1_3618	28.372	215	230
WP_011669921.1	lcl|NZ_JQPT01000029.1_cds_WP_000721859.1_553	32.743	113	230
WP_011669921.1	lcl|NZ_JQPT01000060.1_cds_WP_061233854.1_1350	29.661	118	230
WP_011669922.1	lcl|NZ_JQPT01000060.1_cds_WP_061233863.1_1363	42.020	614	599
WP_011669923.1	lcl|NZ_JQPT01000087.1_cds_WP_001281953.1_1984	31.989	372	387
WP_011669923.1	lcl|NZ_JQPT01000060.1_cds_WP_061234275.1_1375	32.700	263	387
WP_011669923.1	lcl|NZ_JQPT01000060.1_cds_WP_000346036.1_1368	26.944	360	387
WP_011669923.1	lcl|NZ_JQPT01000060.1_cds_WP_000575178.1_1320	28.269	283	387
WP_011669923.1	lcl|NZ_JQPT01000073.1_cds_WP_000538749.1_1664	26.168	321	387
WP_011669923.1	lcl|NZ_JQPT01000078.1_cds_WP_001982414.1_1734	24.895	237	387
WP_011669924.1	lcl|NZ_JQPT01000060.1_cds_WP_061233863.1_1363	27.476	626	583
WP_020780103.1	lcl|NZ_JQPT01000096.1_cds_WP_061234344.1_2172	24.841	157	572
WP_020780103.1	lcl|NZ_JQPT01000060.1_cds_WP_061234281.1_1353	19.731	223	572
WP_020780103.1	lcl|NZ_JQPT01000029.1_cds_WP_000721859.1_553	32.479	117	572
WP_020780103.1	lcl|NZ_JQPT01000096.1_cds_WP_061234344.1_2172	24.841	157	572
WP_020780103.1	lcl|NZ_JQPT01000060.1_cds_WP_061234281.1_1353	19.731	223	572
WP_020780103.1	lcl|NZ_JQPT01000029.1_cds_WP_000721859.1_553	32.479	117	572
WP_011669926.1	lcl|NZ_JQPT01000087.1_cds_WP_001281953.1_1984	29.969	327	417
WP_011669926.1	lcl|NZ_JQPT01000060.1_cds_WP_000575178.1_1320	34.749	259	417
WP_011669926.1	lcl|NZ_JQPT01000060.1_cds_WP_000346036.1_1368	29.367	395	417
WP_011669926.1	lcl|NZ_JQPT01000060.1_cds_WP_061234275.1_1375	27.675	271	417
WP_011669926.1	lcl|NZ_JQPT01000073.1_cds_WP_000538749.1_1664	25.258	388	417
WP_011669926.1	lcl|NZ_JQPT01000078.1_cds_WP_001982414.1_1734	24.686	239	417
WP_004779587.1	lcl|NZ_JQPT01000060.1_cds_WP_061233862.1_1362	28.916	166	181
WP_004779587.1	lcl|NZ_JQPT01000115.1_cds_WP_000242331.1_2396	24.176	91	181
WP_020780101.1	lcl|NZ_JQPT01000228.1_cds_WP_061270634.1_3740	25.503	149	342
WP_020780101.1	lcl|NZ_JQPT01000228.1_cds_WP_061270634.1_3740	25.503	149	342
WP_011669928.1	lcl|NZ_JQPT01000096.1_cds_WP_061234344.1_2172	22.308	130	362
WP_011669928.1	lcl|NZ_JQPT01000060.1_cds_WP_061234281.1_1353	19.930	286	362
