WP_002725873.1	lcl|NZ_JQRB01000028.1_cds_WP_004421256.1_451	92.683	82	106
WP_011669917.1	lcl|NZ_JQRB01000028.1_cds_WP_004421326.1_450	91.613	310	318
WP_011669917.1	lcl|NZ_JQRB01000215.1_cds_WP_004419974.1_2377	24.074	324	318
WP_011669917.1	lcl|NZ_JQRB01000028.1_cds_WP_004421375.1_447	27.586	261	318
WP_011669917.1	lcl|NZ_JQRB01000003.1_cds_WP_004421482.1_69	23.288	292	318
WP_011669917.1	lcl|NZ_JQRB01000167.1_cds_WP_004439553.1_1976	25.000	276	318
WP_011669919.1	lcl|NZ_JQRB01000003.1_cds_WP_004421469.1_65	28.986	207	220
WP_011669919.1	lcl|NZ_JQRB01000079.1_cds_WP_061250979.1_1076	26.457	223	220
WP_011669919.1	lcl|NZ_JQRB01000048.1_cds_WP_004419365.1_744	31.731	104	220
WP_011669919.1	lcl|NZ_JQRB01000267.1_cds_WP_061232917.1_2848	29.670	91	220
WP_011669919.1	lcl|NZ_JQRB01000086.1_cds_WP_004426312.1_1154	24.638	207	220
WP_011669919.1	lcl|NZ_JQRB01000003.1_cds_WP_004450696.1_72	24.432	176	220
WP_020780109.1	lcl|NZ_JQRB01000275.1_cds_WP_061251524.1_2888	32.670	352	354
WP_020780109.1	lcl|NZ_JQRB01000005.1_cds_WP_061250574.1_86	34.276	283	354
WP_020780109.1	lcl|NZ_JQRB01000273.1_cds_WP_061251515.1_2868	26.857	350	354
WP_020780109.1	lcl|NZ_JQRB01000275.1_cds_WP_061251524.1_2888	32.670	352	354
WP_020780109.1	lcl|NZ_JQRB01000005.1_cds_WP_061250574.1_86	34.276	283	354
WP_020780109.1	lcl|NZ_JQRB01000273.1_cds_WP_061251515.1_2868	26.857	350	354
WP_011669921.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	42.169	166	230
WP_011669921.1	lcl|NZ_JQRB01000273.1_cds_WP_004421460.1_2867	23.276	232	230
WP_011669921.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	26.923	208	230
WP_011669921.1	lcl|NZ_JQRB01000322.1_cds_WP_061251595.1_3159	30.000	110	230
WP_011669923.1	lcl|NZ_JQRB01000028.1_cds_WP_004421204.1_431	37.551	245	387
WP_011669923.1	lcl|NZ_JQRB01000055.1_cds_WP_004440490.1_811	31.892	370	387
WP_011669923.1	lcl|NZ_JQRB01000028.1_cds_WP_004420975.1_442	33.898	236	387
WP_011669923.1	lcl|NZ_JQRB01000028.1_cds_WP_004448474.1_443	37.864	206	387
WP_011669923.1	lcl|NZ_JQRB01000273.1_cds_WP_004421357.1_2870	32.400	250	387
WP_011669923.1	lcl|NZ_JQRB01000003.1_cds_WP_004450649.1_63	28.622	283	387
WP_011669923.1	lcl|NZ_JQRB01000064.1_cds_WP_061250929.1_943	26.909	275	387
WP_011669923.1	lcl|NZ_JQRB01000455.1_cds_WP_036034116.1_3617	24.796	367	387
WP_020780103.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	35.537	242	572
WP_020780103.1	lcl|NZ_JQRB01000273.1_cds_WP_004421460.1_2867	27.404	208	572
WP_020780103.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	31.073	177	572
WP_020780103.1	lcl|NZ_JQRB01000253.1_cds_WP_004422152.1_2711	23.188	138	572
WP_020780103.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	35.537	242	572
WP_020780103.1	lcl|NZ_JQRB01000273.1_cds_WP_004421460.1_2867	27.404	208	572
WP_020780103.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	31.073	177	572
WP_020780103.1	lcl|NZ_JQRB01000253.1_cds_WP_004422152.1_2711	23.188	138	572
WP_011669926.1	lcl|NZ_JQRB01000055.1_cds_WP_004440490.1_811	29.358	327	417
WP_011669926.1	lcl|NZ_JQRB01000028.1_cds_WP_004448474.1_443	35.926	270	417
WP_011669926.1	lcl|NZ_JQRB01000028.1_cds_WP_004420975.1_442	33.219	292	417
WP_011669926.1	lcl|NZ_JQRB01000003.1_cds_WP_004450649.1_63	31.922	307	417
WP_011669926.1	lcl|NZ_JQRB01000273.1_cds_WP_004421357.1_2870	30.769	325	417
WP_011669926.1	lcl|NZ_JQRB01000028.1_cds_WP_004421204.1_431	37.264	212	417
