WP_002725873.1	lcl|NZ_AOVP01000111.1_cds_WP_000340715.1_2904	93.902	82	106
WP_011669917.1	lcl|NZ_AOVP01000111.1_cds_WP_000410273.1_2905	92.903	310	318
WP_011669917.1	lcl|NZ_AOVP01000111.1_cds_WP_000093099.1_2925	58.730	63	318
WP_011669917.1	lcl|NZ_AOVP01000111.1_cds_WP_000646250.1_2908	28.112	249	318
WP_011669917.1	lcl|NZ_AOVP01000015.1_cds_WP_000744700.1_251	23.148	324	318
WP_011669917.1	lcl|NZ_AOVP01000111.1_cds_WP_000600889.1_2934	23.273	275	318
WP_011669917.1	lcl|NZ_AOVP01000111.1_cds_WP_000723090.1_2987	23.875	289	318
WP_011669917.1	lcl|NZ_AOVP01000111.1_cds_WP_001067557.1_2911	23.708	329	318
WP_011669918.1	lcl|NZ_AOVP01000111.1_cds_WP_000202830.1_2944	42.776	353	361
WP_011669919.1	lcl|NZ_AOVP01000111.1_cds_WP_000282880.1_2983	37.903	124	220
WP_011669919.1	lcl|NZ_AOVP01000046.1_cds_WP_001099029.1_1300	27.803	223	220
WP_011669919.1	lcl|NZ_AOVP01000111.1_cds_WP_001068986.1_2962	31.522	92	220
WP_011669919.1	lcl|NZ_AOVP01000056.1_cds_WP_000840858.1_1484	29.808	104	220
WP_011669919.1	lcl|NZ_AOVP01000094.1_cds_WP_000868621.1_2291	29.670	91	220
WP_011669919.1	lcl|NZ_AOVP01000069.1_cds_WP_000262844.1_1678	25.121	207	220
WP_011669919.1	lcl|NZ_AOVP01000111.1_cds_WP_001114267.1_2990	26.136	176	220
WP_020780109.1	lcl|NZ_AOVP01000111.1_cds_WP_001230564.1_2937	36.873	339	354
WP_020780109.1	lcl|NZ_AOVP01000111.1_cds_WP_000582618.1_2941	34.663	326	354
WP_020780109.1	lcl|NZ_AOVP01000117.1_cds_WP_001011675.1_3201	34.237	295	354
WP_020780109.1	lcl|NZ_AOVP01000111.1_cds_WP_001230564.1_2937	36.873	339	354
WP_020780109.1	lcl|NZ_AOVP01000111.1_cds_WP_000582618.1_2941	34.663	326	354
WP_020780109.1	lcl|NZ_AOVP01000117.1_cds_WP_001011675.1_3201	34.237	295	354
WP_011669921.1	lcl|NZ_AOVP01000003.1_cds_WP_001014594.1_7	29.577	213	230
WP_011669921.1	lcl|NZ_AOVP01000048.1_cds_WP_000721859.1_1376	32.743	113	230
WP_011669922.1	lcl|NZ_AOVP01000111.1_cds_WP_000698820.1_2947	41.857	614	599
WP_011669923.1	lcl|NZ_AOVP01000111.1_cds_WP_000582222.1_2923	37.805	246	387
WP_011669923.1	lcl|NZ_AOVP01000132.1_cds_WP_001281953.1_3621	31.989	372	387
WP_011669923.1	lcl|NZ_AOVP01000111.1_cds_WP_000608295.1_2913	33.898	236	387
WP_011669923.1	lcl|NZ_AOVP01000111.1_cds_WP_000947844.1_2935	32.700	263	387
WP_011669923.1	lcl|NZ_AOVP01000111.1_cds_WP_001198107.1_2912	37.864	206	387
WP_011669923.1	lcl|NZ_AOVP01000111.1_cds_WP_000346036.1_2942	26.944	360	387
