WP_002725873.1	lcl|NZ_RQHB01000021.1_cds_WP_135576183.1_3135	63.514	74	106
WP_011669917.1	lcl|NZ_RQHB01000021.1_cds_WP_135576181.1_3136	80.831	313	318
WP_011669917.1	lcl|NZ_RQHB01000011.1_cds_WP_135576905.1_2237	22.769	325	318
WP_011669917.1	lcl|NZ_RQHB01000021.1_cds_WP_135576122.1_3167	22.291	323	318
WP_011669917.1	lcl|NZ_RQHB01000021.1_cds_WP_135576173.1_3140	24.599	187	318
WP_011669917.1	lcl|NZ_RQHB01000007.1_cds_WP_012476594.1_3270	23.077	169	318
WP_011669917.1	lcl|NZ_RQHB01000004.1_cds_WP_135577686.1_548	23.529	323	318
WP_011669917.1	lcl|NZ_RQHB01000021.1_cds_WP_135576130.1_3163	19.331	269	318
WP_011669919.1	lcl|NZ_RQHB01000008.1_cds_WP_135575436.1_3561	26.860	242	220
WP_011669919.1	lcl|NZ_RQHB01000021.1_cds_WP_135576110.1_3174	25.424	118	220
WP_011669919.1	lcl|NZ_RQHB01000022.1_cds_WP_012389241.1_2671	31.915	94	220
WP_011669919.1	lcl|NZ_RQHB01000017.1_cds_WP_135575523.1_1461	32.258	124	220
WP_011669919.1	lcl|NZ_RQHB01000020.1_cds_WP_012389771.1_2477	29.358	109	220
WP_020780109.1	lcl|NZ_RQHB01000021.1_cds_WP_135576167.1_3143	38.253	332	354
WP_020780109.1	lcl|NZ_RQHB01000021.1_cds_WP_167881428.1_3154	31.818	352	354
WP_020780109.1	lcl|NZ_RQHB01000004.1_cds_WP_135578295.1_1028	34.114	299	354
WP_020780109.1	lcl|NZ_RQHB01000021.1_cds_WP_135576167.1_3143	38.253	332	354
WP_020780109.1	lcl|NZ_RQHB01000021.1_cds_WP_167881428.1_3154	31.818	352	354
WP_020780109.1	lcl|NZ_RQHB01000004.1_cds_WP_135578295.1_1028	34.114	299	354
WP_011669921.1	lcl|NZ_RQHB01000004.1_cds_WP_135577472.1_383	29.545	220	230
WP_011669921.1	lcl|NZ_RQHB01000021.1_cds_WP_135576120.1_3168	38.462	52	230
WP_011669921.1	lcl|NZ_RQHB01000004.1_cds_WP_135577488.1_398	25.862	116	230
WP_011669921.1	lcl|NZ_RQHB01000021.1_cds_WP_233440814.1_3170	26.667	120	230
WP_011669923.1	lcl|NZ_RQHB01000021.1_cds_WP_135576106.1_3176	32.653	343	387
WP_011669923.1	lcl|NZ_RQHB01000004.1_cds_WP_135577278.1_243	30.964	394	387
WP_011669923.1	lcl|NZ_RQHB01000021.1_cds_WP_135576171.1_3141	32.197	264	387
WP_011669923.1	lcl|NZ_RQHB01000004.1_cds_WP_012387715.1_854	23.229	353	387
WP_020780103.1	lcl|NZ_RQHB01000009.1_cds_WP_135575380.1_2006	26.667	210	572
WP_020780103.1	lcl|NZ_RQHB01000009.1_cds_WP_135575380.1_2006	26.667	210	572
WP_011669926.1	lcl|NZ_RQHB01000021.1_cds_WP_135576106.1_3176	36.626	243	417
WP_011669926.1	lcl|NZ_RQHB01000004.1_cds_WP_135577278.1_243	27.829	327	417
WP_011669926.1	lcl|NZ_RQHB01000021.1_cds_WP_135576171.1_3141	26.335	281	417
WP_011669926.1	lcl|NZ_RQHB01000016.1_cds_WP_135578507.1_1636	28.972	214	417
WP_011669926.1	lcl|NZ_RQHB01000004.1_cds_WP_012387715.1_854	26.692	266	417
WP_020780101.1	lcl|NZ_RQHB01000011.1_cds_WP_135576752.1_2128	23.333	270	342
WP_020780101.1	lcl|NZ_RQHB01000011.1_cds_WP_135576752.1_2128	23.333	270	342
WP_011669928.1	lcl|NZ_RQHB01000009.1_cds_WP_135575380.1_2006	22.667	225	362
WP_011669928.1	lcl|NZ_RQHB01000009.1_cds_WP_135575380.1_2006	22.667	225	362
