WP_002725873.1	lcl|NZ_JAMQQA010000002.1_cds_WP_135633099.1_3576	63.514	74	106
WP_011669917.1	lcl|NZ_JAMQQA010000002.1_cds_WP_135633097.1_3575	80.317	315	318
WP_011669917.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390701.1_999	23.839	323	318
WP_011669917.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392300.1_3572	23.030	330	318
WP_011669917.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135634215.1_1026	26.562	320	318
WP_011669917.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392272.1_3542	23.824	319	318
WP_011669917.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392244.1_3514	27.660	188	318
WP_011669917.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391932.1_2954	22.460	187	318
WP_011669917.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391083.1_1604	22.630	327	318
WP_011669919.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392242.1_3511	34.646	127	220
WP_011669919.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392266.1_3536	30.693	101	220
WP_011669919.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392246.1_3516	25.472	212	220
WP_011669919.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392240.1_3508	33.673	98	220
WP_011669919.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135636053.1_18	32.039	103	220
WP_011669919.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392233.1_3501	31.633	98	220
WP_011669919.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390443.1_609	32.110	109	220
WP_011669919.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391847.1_2807	32.407	108	220
WP_011669919.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392418.1_3510	26.733	101	220
WP_020780109.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392297.1_3569	38.554	332	354
WP_020780109.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392420.1_3553	30.141	355	354
WP_020780109.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391394.1_2129	35.714	266	354
WP_020780109.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392297.1_3569	38.554	332	354
WP_020780109.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392420.1_3553	30.141	355	354
WP_020780109.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391394.1_2129	35.714	266	354
WP_011669921.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390972.1_1431	29.767	215	230
WP_011669921.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390977.1_1446	26.050	119	230
WP_011669921.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392292.1_3564	35.632	87	230
WP_011669923.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392281.1_3551	39.431	246	387
WP_011669923.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390875.1_1280	29.974	387	387
WP_011669923.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392299.1_3571	28.125	352	387
WP_011669923.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392286.1_3558	36.325	234	387
WP_011669923.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391291.1_1947	23.315	356	387
WP_020780103.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392282.1_3552	31.868	182	572
WP_020780103.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390972.1_1431	27.843	255	572
WP_020780103.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392111.1_3267	25.000	208	572
WP_020780103.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392282.1_3552	31.868	182	572
WP_020780103.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390972.1_1431	27.843	255	572
WP_020780103.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392111.1_3267	25.000	208	572
WP_011669926.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392281.1_3551	45.244	431	417
WP_011669926.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390875.1_1280	29.052	327	417
WP_011669926.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392299.1_3571	31.276	243	417
WP_011669926.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392286.1_3558	27.809	356	417
WP_011669926.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391508.1_2307	28.448	232	417
WP_011669926.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391291.1_1947	24.907	269	417
WP_011669927.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392280.1_3550	25.510	196	345
WP_004779587.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392279.1_3549	32.530	166	181
WP_004779587.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390476.1_660	30.460	174	181
WP_020780101.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390736.1_1059	27.044	159	342
WP_020780101.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390618.1_868	26.277	274	342
WP_020780101.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390736.1_1059	27.044	159	342
WP_020780101.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390618.1_868	26.277	274	342
WP_004779589.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390583.1_810	30.539	167	210
WP_004779589.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135633517.1_687	26.852	108	210
WP_004779589.1	lcl|NZ_JAMQQA010000002.1_cds_WP_135632035.1_3163	32.353	136	210
WP_004779550.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391222.1_1834	38.158	76	244
WP_004779595.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390972.1_1431	27.234	235	242
WP_004779595.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390977.1_1446	27.679	112	242
WP_011669930.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392288.1_3560	35.178	253	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135634609.1_1259	29.762	252	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_004787563.1_354	28.800	250	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135631549.1_421	27.907	258	255
WP_011669930.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392046.1_3151	28.063	253	255
WP_011669930.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391809.1_2730	28.516	256	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135634662.1_1291	25.188	266	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391247.1_1874	27.568	185	255
WP_011669930.1	lcl|NZ_JAMQQA010000002.1_cds_WP_135632105.1_3496	25.556	270	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391284.1_1938	25.773	194	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390465.1_647	24.103	195	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390725.1_1040	23.936	188	255
WP_011669930.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392244.1_3514	26.961	204	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390701.1_999	37.681	69	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390711.1_1020	21.782	202	255
WP_011669930.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390306.1_415	25.773	194	255
