WP_002725873.1	lcl|NZ_AHPT01000133.1_cds_WP_000340715.1_1727	93.902	82	106
WP_011669917.1	lcl|NZ_AHPT01000133.1_cds_WP_000712240.1_1726	93.226	310	318
WP_011669917.1	lcl|NZ_AHPT01000133.1_cds_WP_000646251.1_1723	27.711	249	318
WP_011669917.1	lcl|NZ_AHPT01000047.1_cds_WP_000744700.1_3237	23.148	324	318
WP_011669917.1	lcl|NZ_AHPT01000133.1_cds_WP_000600886.1_1695	23.273	275	318
WP_011669917.1	lcl|NZ_AHPT01000068.1_cds_WP_000723084.1_2752	24.221	289	318
WP_011669917.1	lcl|NZ_AHPT01000133.1_cds_WP_000025488.1_1701	21.672	323	318
WP_011669917.1	lcl|NZ_AHPT01000133.1_cds_WP_001067556.1_1720	23.708	329	318
WP_011669918.1	lcl|NZ_AHPT01000133.1_cds_WP_000202827.1_1683	42.776	353	361
WP_011669919.1	lcl|NZ_AHPT01000068.1_cds_WP_000282880.1_2756	37.903	124	220
WP_011669919.1	lcl|NZ_AHPT01000272.1_cds_WP_001099029.1_14	27.803	223	220
WP_011669919.1	lcl|NZ_AHPT01000133.1_cds_WP_001068983.1_1665	31.522	92	220
WP_011669919.1	lcl|NZ_AHPT01000146.1_cds_WP_000840860.1_1346	29.808	104	220
WP_011669919.1	lcl|NZ_AHPT01000076.1_cds_WP_000868621.1_2578	29.670	91	220
WP_011669919.1	lcl|NZ_AHPT01000050.1_cds_WP_000262845.1_3089	25.121	207	220
WP_011669919.1	lcl|NZ_AHPT01000068.1_cds_WP_001114274.1_2749	26.136	176	220
WP_020780109.1	lcl|NZ_AHPT01000133.1_cds_WP_001230567.1_1692	36.578	339	354
WP_020780109.1	lcl|NZ_AHPT01000133.1_cds_WP_000582622.1_1686	34.969	326	354
WP_020780109.1	lcl|NZ_AHPT01000138.1_cds_WP_001011670.1_1540	34.629	283	354
WP_020780109.1	lcl|NZ_AHPT01000133.1_cds_WP_001230567.1_1692	36.578	339	354
WP_020780109.1	lcl|NZ_AHPT01000133.1_cds_WP_000582622.1_1686	34.969	326	354
WP_020780109.1	lcl|NZ_AHPT01000138.1_cds_WP_001011670.1_1540	34.629	283	354
WP_011669921.1	lcl|NZ_AHPT01000055.1_cds_WP_001014583.1_2967	29.577	213	230
WP_011669921.1	lcl|NZ_AHPT01000097.1_cds_WP_000721844.1_2305	33.628	113	230
WP_011669922.1	lcl|NZ_AHPT01000133.1_cds_LEP2GSC003_RS1000000123390_1680	43.686	293	599
WP_011669922.1	lcl|NZ_AHPT01000133.1_cds_LEP2GSC003_RS1000000123390_1680	40.557	323	599
WP_011669923.1	lcl|NZ_AHPT01000105.1_cds_WP_001281953.1_2268	31.989	372	387
WP_011669923.1	lcl|NZ_AHPT01000133.1_cds_WP_000947842.1_1694	32.700	263	387
WP_011669923.1	lcl|NZ_AHPT01000133.1_cds_WP_000346036.1_1685	26.944	360	387
WP_011669923.1	lcl|NZ_AHPT01000133.1_cds_WP_000575397.1_1705	30.594	219	387
WP_011669923.1	lcl|NZ_AHPT01000133.1_cds_WP_000575184.1_1645	27.915	283	387
WP_011669923.1	lcl|NZ_AHPT01000039.1_cds_WP_000538750.1_3534	26.168	321	387
WP_011669923.1	lcl|NZ_AHPT01000067.1_cds_WP_001982414.1_2769	24.895	237	387
WP_011669924.1	lcl|NZ_AHPT01000133.1_cds_LEP2GSC003_RS1000000123390_1680	30.742	283	583
WP_011669924.1	lcl|NZ_AHPT01000133.1_cds_LEP2GSC003_RS1000000123390_1680	25.373	335	583
WP_020780103.1	lcl|NZ_AHPT01000168.1_cds_WP_000613392.1_942	23.737	198	572
WP_020780103.1	lcl|NZ_AHPT01000168.1_cds_WP_000613392.1_942	23.737	198	572
WP_011669926.1	lcl|NZ_AHPT01000105.1_cds_WP_001281953.1_2268	29.969	327	417
WP_011669926.1	lcl|NZ_AHPT01000133.1_cds_WP_000575184.1_1645	34.749	259	417
WP_011669926.1	lcl|NZ_AHPT01000133.1_cds_WP_000346036.1_1685	29.367	395	417
WP_011669926.1	lcl|NZ_AHPT01000133.1_cds_WP_000575397.1_1705	30.798	263	417
WP_011669926.1	lcl|NZ_AHPT01000133.1_cds_WP_000947842.1_1694	28.044	271	417
WP_011669926.1	lcl|NZ_AHPT01000039.1_cds_WP_000538750.1_3534	25.258	388	417
WP_011669926.1	lcl|NZ_AHPT01000067.1_cds_WP_001982414.1_2769	24.686	239	417
WP_004779587.1	lcl|NZ_AHPT01000211.1_cds_LEP2GSC003_RS0119250_472	24.176	91	181
WP_020780101.1	lcl|NZ_AHPT01000064.1_cds_WP_000870126.1_2816	25.503	149	342
WP_020780101.1	lcl|NZ_AHPT01000064.1_cds_WP_000870126.1_2816	25.503	149	342
WP_011669928.1	lcl|NZ_AHPT01000168.1_cds_WP_000613392.1_942	22.308	130	362
WP_011669928.1	lcl|NZ_AHPT01000168.1_cds_WP_000613392.1_942	22.308	130	362
WP_004779589.1	lcl|NZ_AHPT01000063.1_cds_WP_000482997.1_2823	31.373	102	210
WP_004779589.1	lcl|NZ_AHPT01000054.1_cds_WP_000012762.1_2977	30.833	120	210
WP_004779550.1	lcl|NZ_AHPT01000133.1_cds_WP_000517242.1_1713	32.941	85	244
WP_004779595.1	lcl|NZ_AHPT01000055.1_cds_WP_001014583.1_2967	30.622	209	242
WP_004779595.1	lcl|NZ_AHPT01000133.1_cds_WP_000848243.1_1675	31.092	119	242
WP_011669930.1	lcl|NZ_AHPT01000047.1_cds_WP_000998677.1_3264	31.474	251	255
WP_011669930.1	lcl|NZ_AHPT01000251.1_cds_WP_000566241.1_218	34.884	172	255
WP_011669930.1	lcl|NZ_AHPT01000128.1_cds_WP_000043153.1_1889	26.038	265	255
WP_011669930.1	lcl|NZ_AHPT01000251.1_cds_WP_010679677.1_247	27.757	263	255
WP_011669930.1	lcl|NZ_AHPT01000089.1_cds_WP_000653648.1_2398	27.863	262	255
WP_011669930.1	lcl|NZ_AHPT01000127.1_cds_WP_000351753.1_1927	24.164	269	255
WP_011669930.1	lcl|NZ_AHPT01000129.1_cds_WP_000646916.1_1873	27.568	185	255
WP_011669930.1	lcl|NZ_AHPT01000186.1_cds_WP_001069862.1_634	26.220	164	255
WP_011669930.1	lcl|NZ_AHPT01000186.1_cds_WP_002067215.1_639	27.320	194	255
WP_011669930.1	lcl|NZ_AHPT01000123.1_cds_WP_000093664.1_2133	23.000	200	255
WP_011669930.1	lcl|NZ_AHPT01000068.1_cds_WP_000723084.1_2752	27.363	201	255
WP_011669930.1	lcl|NZ_AHPT01000047.1_cds_WP_000744700.1_3237	33.333	72	255
WP_011669930.1	lcl|NZ_AHPT01000126.1_cds_WP_001971411.1_1972	24.352	193	255
WP_011669931.1	lcl|NZ_AHPT01000145.1_cds_WP_033108553.1_1367	29.091	330	314
WP_004779598.1	lcl|NZ_AHPT01000133.1_cds_WP_001230567.1_1692	36.957	276	282
WP_004779598.1	lcl|NZ_AHPT01000138.1_cds_WP_001011670.1_1540	37.631	287	282
WP_004779598.1	lcl|NZ_AHPT01000133.1_cds_WP_000582622.1_1686	33.088	272	282
WP_011669932.1	lcl|NZ_AHPT01000105.1_cds_WP_001281953.1_2268	38.155	401	401
WP_011669932.1	lcl|NZ_AHPT01000133.1_cds_WP_000575397.1_1705	30.000	370	401
WP_011669932.1	lcl|NZ_AHPT01000133.1_cds_WP_000575184.1_1645	28.726	369	401
WP_011669932.1	lcl|NZ_AHPT01000133.1_cds_WP_000947842.1_1694	27.851	377	401
WP_011669932.1	lcl|NZ_AHPT01000133.1_cds_WP_000346036.1_1685	26.509	381	401
WP_011669932.1	lcl|NZ_AHPT01000067.1_cds_WP_001982414.1_2769	24.490	392	401
WP_011669932.1	lcl|NZ_AHPT01000039.1_cds_WP_000538750.1_3534	27.297	381	401
WP_011669933.1	lcl|NZ_AHPT01000095.1_cds_WP_000172199.1_2340	30.769	364	568
WP_011669933.1	lcl|NZ_AHPT01000133.1_cds_WP_000797355.1_1697	33.019	212	568
WP_011669933.1	lcl|NZ_AHPT01000144.1_cds_WP_000667645.1_1394	32.051	234	568
WP_011669933.1	lcl|NZ_AHPT01000129.1_cds_WP_000828451.1_1813	32.212	208	568
WP_011669933.1	lcl|NZ_AHPT01000095.1_cds_WP_000942282.1_2354	33.663	202	568
WP_011669933.1	lcl|NZ_AHPT01000176.1_cds_WP_000666552.1_771	31.351	185	568
WP_011669933.1	lcl|NZ_AHPT01000052.1_cds_WP_001161019.1_3027	30.570	193	568
WP_011669933.1	lcl|NZ_AHPT01000157.1_cds_WP_000651459.1_1154	30.769	195	568
WP_011669933.1	lcl|NZ_AHPT01000041.1_cds_WP_000510774.1_3494	30.457	197	568
WP_011669933.1	lcl|NZ_AHPT01000009.1_cds_WP_000047473.1_3715	33.505	194	568
