WP_002725873.1	lcl|NZ_AFJS01000382.1_cds_WP_000340715.1_26	93.902	82	106
WP_011669917.1	lcl|NZ_AFJS01000382.1_cds_WP_000410273.1_25	92.903	310	318
WP_011669917.1	lcl|NZ_AFJS01000048.1_cds_WP_000093099.1_3328	58.730	63	318
WP_011669917.1	lcl|NZ_AFJS01000048.1_cds_WP_000646252.1_3345	28.112	249	318
WP_011669917.1	lcl|NZ_AFJS01000043.1_cds_WP_000744700.1_3529	23.148	324	318
WP_011669917.1	lcl|NZ_AFJS01000007.1_cds_WP_000600889.1_3721	23.273	275	318
WP_011669917.1	lcl|NZ_AFJS01000070.1_cds_WP_000723090.1_2706	23.875	289	318
WP_011669917.1	lcl|NZ_AFJS01000048.1_cds_WP_001067557.1_3342	23.708	329	318
WP_011669918.1	lcl|NZ_AFJS01000007.1_cds_WP_000202830.1_3731	42.776	353	361
WP_011669919.1	lcl|NZ_AFJS01000070.1_cds_WP_000282880.1_2710	37.903	124	220
WP_011669919.1	lcl|NZ_AFJS01000014.1_cds_WP_001099029.1_3671	27.803	223	220
WP_011669919.1	lcl|NZ_AFJS01000007.1_cds_WP_001068986.1_3749	31.522	92	220
WP_011669919.1	lcl|NZ_AFJS01000091.1_cds_WP_000840858.1_2369	29.808	104	220
WP_011669919.1	lcl|NZ_AFJS01000068.1_cds_WP_000868621.1_2781	29.670	91	220
WP_011669919.1	lcl|NZ_AFJS01000190.1_cds_WP_000262844.1_1305	25.121	207	220
WP_011669919.1	lcl|NZ_AFJS01000376.1_cds_WP_001114267.1_34	26.136	176	220
WP_020780109.1	lcl|NZ_AFJS01000007.1_cds_WP_001230564.1_3724	36.873	339	354
WP_020780109.1	lcl|NZ_AFJS01000007.1_cds_WP_000582618.1_3728	34.663	326	354
WP_020780109.1	lcl|NZ_AFJS01000249.1_cds_WP_001011675.1_649	34.237	295	354
WP_020780109.1	lcl|NZ_AFJS01000007.1_cds_WP_001230564.1_3724	36.873	339	354
WP_020780109.1	lcl|NZ_AFJS01000007.1_cds_WP_000582618.1_3728	34.663	326	354
WP_020780109.1	lcl|NZ_AFJS01000249.1_cds_WP_001011675.1_649	34.237	295	354
WP_011669921.1	lcl|NZ_AFJS01000359.1_cds_WP_001014594.1_103	29.577	213	230
WP_011669921.1	lcl|NZ_AFJS01000246.1_cds_WP_000721859.1_683	32.743	113	230
WP_011669922.1	lcl|NZ_AFJS01000007.1_cds_WP_000698820.1_3734	41.857	614	599
WP_011669923.1	lcl|NZ_AFJS01000048.1_cds_WP_000582222.1_3330	37.805	246	387
WP_011669923.1	lcl|NZ_AFJS01000291.1_cds_WP_001281953.1_418	31.989	372	387
WP_011669923.1	lcl|NZ_AFJS01000048.1_cds_WP_000608295.1_3340	33.898	236	387
WP_011669923.1	lcl|NZ_AFJS01000007.1_cds_WP_000947844.1_3722	32.700	263	387
WP_011669923.1	lcl|NZ_AFJS01000048.1_cds_WP_001198107.1_3341	37.864	206	387
WP_011669923.1	lcl|NZ_AFJS01000007.1_cds_WP_000346036.1_3729	26.944	360	387
WP_011669923.1	lcl|NZ_AFJS01000070.1_cds_WP_000575178.1_2712	28.269	283	387
WP_011669923.1	lcl|NZ_AFJS01000121.1_cds_WP_000538752.1_1979	26.168	321	387
WP_011669923.1	lcl|NZ_AFJS01000273.1_cds_WP_000099381.1_512	24.895	237	387
WP_011669924.1	lcl|NZ_AFJS01000007.1_cds_WP_000698820.1_3734	27.316	626	583
WP_020780103.1	lcl|NZ_AFJS01000052.1_cds_WP_000613386.1_3166	24.841	157	572
WP_020780103.1	lcl|NZ_AFJS01000246.1_cds_WP_000721859.1_683	32.479	117	572
WP_020780103.1	lcl|NZ_AFJS01000052.1_cds_WP_000613386.1_3166	24.841	157	572
WP_020780103.1	lcl|NZ_AFJS01000246.1_cds_WP_000721859.1_683	32.479	117	572
WP_011669926.1	lcl|NZ_AFJS01000291.1_cds_WP_001281953.1_418	29.969	327	417
WP_011669926.1	lcl|NZ_AFJS01000048.1_cds_WP_001198107.1_3341	36.667	270	417
WP_011669926.1	lcl|NZ_AFJS01000070.1_cds_WP_000575178.1_2712	34.749	259	417
WP_011669926.1	lcl|NZ_AFJS01000048.1_cds_WP_000608295.1_3340	33.219	292	417
WP_011669926.1	lcl|NZ_AFJS01000007.1_cds_WP_000346036.1_3729	29.367	395	417
WP_011669926.1	lcl|NZ_AFJS01000048.1_cds_WP_000582222.1_3330	37.850	214	417
WP_011669926.1	lcl|NZ_AFJS01000007.1_cds_WP_000947844.1_3722	28.044	271	417
WP_011669926.1	lcl|NZ_AFJS01000121.1_cds_WP_000538752.1_1979	25.130	386	417
WP_011669926.1	lcl|NZ_AFJS01000273.1_cds_WP_000099381.1_512	24.686	239	417
WP_020780101.1	lcl|NZ_AFJS01000235.1_cds_WP_000870126.1_766	25.503	149	342
WP_020780101.1	lcl|NZ_AFJS01000235.1_cds_WP_000870126.1_766	25.503	149	342
WP_011669928.1	lcl|NZ_AFJS01000052.1_cds_WP_000613386.1_3166	22.308	130	362
WP_011669928.1	lcl|NZ_AFJS01000052.1_cds_WP_000613386.1_3166	22.308	130	362
WP_004779589.1	lcl|NZ_AFJS01000075.1_cds_WP_000012765.1_2627	30.833	120	210
WP_004779550.1	lcl|NZ_AFJS01000048.1_cds_WP_000517242.1_3333	32.941	85	244
WP_004779595.1	lcl|NZ_AFJS01000359.1_cds_WP_001014594.1_103	31.100	209	242
WP_004779595.1	lcl|NZ_AFJS01000007.1_cds_WP_000848239.1_3739	31.092	119	242
WP_011669930.1	lcl|NZ_AFJS01000043.1_cds_WP_000998676.1_3555	31.474	251	255
WP_011669930.1	lcl|NZ_AFJS01000058.1_cds_WP_000566240.1_2998	34.884	172	255
