WP_002725873.1	lcl|NZ_JADDWC010000005.1_cds_WP_002725873.1_2807	100.000	106	106
WP_011669917.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733579.1_2806	99.677	310	318
WP_011669917.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733534.1_2803	27.309	249	318
WP_011669917.1	lcl|NZ_JADDWC010000018.1_cds_WP_002722638.1_668	24.611	321	318
WP_011669917.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740024.1_2712	23.132	281	318
WP_011669917.1	lcl|NZ_JADDWC010000006.1_cds_WP_002728309.1_3057	25.723	311	318
WP_011669917.1	lcl|NZ_JADDWC010000030.1_cds_WP_002743770.1_1634	21.387	173	318
WP_011669917.1	lcl|NZ_JADDWC010000005.1_cds_WP_016749081.1_2774	23.841	151	318
WP_011669919.1	lcl|NZ_JADDWC010000033.1_cds_WP_032856387.1_1746	27.556	225	220
WP_011669919.1	lcl|NZ_JADDWC010000005.1_cds_WP_002742128.1_2716	26.609	233	220
WP_011669919.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733661.1_2736	34.783	92	220
WP_011669919.1	lcl|NZ_JADDWC010000019.1_cds_WP_002731944.1_733	30.172	116	220
WP_011669919.1	lcl|NZ_JADDWC010000009.1_cds_WP_002726501.1_3365	30.851	94	220
WP_011669919.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733618.1_2709	25.000	176	220
WP_011669919.1	lcl|NZ_JADDWC010000060.1_cds_WP_016749129.1_2817	24.155	207	220
WP_020780109.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740722.1_2763	36.607	336	354
WP_020780109.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740726.1_2759	33.432	338	354
WP_020780109.1	lcl|NZ_JADDWC010000014.1_cds_WP_002730849.1_423	34.722	288	354
WP_020780109.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740722.1_2763	36.607	336	354
WP_020780109.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740726.1_2759	33.432	338	354
WP_020780109.1	lcl|NZ_JADDWC010000014.1_cds_WP_002730849.1_423	34.722	288	354
WP_011669921.1	lcl|NZ_JADDWC010000034.1_cds_WP_002738760.1_1787	30.144	209	230
WP_011669921.1	lcl|NZ_JADDWC010000013.1_cds_WP_002723863.1_323	30.631	111	230
WP_011669921.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733600.1_2745	28.814	118	230
WP_011669922.1	lcl|NZ_JADDWC010000026.1_cds_WP_004278354.1_1304	28.550	655	599
WP_011669923.1	lcl|NZ_JADDWC010000024.1_cds_WP_002728994.1_1181	31.183	372	387
WP_011669923.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740861.1_2798	33.475	236	387
WP_011669923.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740826.1_2799	37.379	206	387
WP_011669923.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733599.1_2765	31.939	263	387
WP_011669923.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733737.1_2778	30.137	219	387
WP_011669923.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740294.1_2718	31.095	283	387
WP_011669923.1	lcl|NZ_JADDWC010000006.1_cds_WP_002738884.1_3010	27.245	323	387
WP_011669923.1	lcl|NZ_JADDWC010000007.1_cds_WP_002724641.1_3119	23.706	367	387
WP_011669924.1	lcl|NZ_JADDWC010000026.1_cds_WP_004278354.1_1304	40.902	599	583
WP_020780103.1	lcl|NZ_JADDWC010000046.1_cds_WP_002740796.1_2293	23.622	127	572
WP_020780103.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740235.1_2749	18.981	216	572
WP_020780103.1	lcl|NZ_JADDWC010000046.1_cds_WP_002740796.1_2293	23.622	127	572
WP_020780103.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740235.1_2749	18.981	216	572
WP_011669926.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740826.1_2799	36.296	270	417
WP_011669926.1	lcl|NZ_JADDWC010000024.1_cds_WP_002728994.1_1181	29.885	348	417
WP_011669926.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740861.1_2798	33.562	292	417
WP_011669926.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740294.1_2718	34.252	254	417
WP_011669926.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733737.1_2778	31.061	264	417
WP_011669926.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733599.1_2765	29.461	241	417
WP_011669926.1	lcl|NZ_JADDWC010000006.1_cds_WP_002738884.1_3010	27.686	242	417
WP_011669926.1	lcl|NZ_JADDWC010000007.1_cds_WP_002724641.1_3119	25.105	239	417
WP_020780101.1	lcl|NZ_JADDWC010000003.1_cds_WP_002724039.1_1984	25.225	111	342
