WP_002725873.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746496.1_2397	60.811	74	106
WP_011669917.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746495.1_2398	83.280	311	318
WP_011669917.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745407.1_363	23.030	330	318
WP_011669917.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394842.1_390	26.837	313	318
WP_011669917.1	lcl|NZ_JAMQPY010000005.1_cds_WP_135743732.1_3526	22.581	186	318
WP_011669917.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396280.1_2430	21.552	232	318
WP_011669917.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744912.1_942	23.438	320	318
WP_011669917.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396304.1_2463	23.043	230	318
WP_011669919.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135744267.1_2761	27.094	203	220
WP_011669919.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265395682.1_2474	33.333	96	220
WP_011669919.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746415.1_2480	31.579	95	220
WP_011669919.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394704.1_9	30.275	109	220
WP_011669919.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753203.1_2466	26.923	104	220
WP_011669919.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746600.1_2472	26.471	102	220
WP_011669919.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265395704.1_2137	32.407	108	220
WP_011669919.1	lcl|NZ_JAMQPY010000003.1_cds_WP_135746175.1_2815	31.068	103	220
WP_020780109.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746470.1_2421	35.241	332	354
WP_020780109.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265395811.1_2406	32.194	351	354
WP_020780109.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265396154.1_1427	33.667	300	354
WP_020780109.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746470.1_2421	35.241	332	354
WP_020780109.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265395811.1_2406	32.194	351	354
WP_020780109.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265396154.1_1427	33.667	300	354
WP_011669921.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394913.1_786	31.163	215	230
WP_011669921.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238734772.1_801	26.667	120	230
WP_011669923.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396278.1_2427	47.668	386	387
WP_011669923.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753149.1_2419	30.682	352	387
WP_011669923.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238777403.1_642	29.670	364	387
WP_011669923.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746491.1_2402	27.978	361	387
WP_011669923.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746435.1_2458	32.883	222	387
WP_011669923.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265395298.1_1248	23.446	354	387
WP_020780103.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394913.1_786	29.297	256	572
WP_020780103.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265395839.1_2711	24.000	225	572
WP_020780103.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394913.1_786	29.297	256	572
WP_020780103.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265395839.1_2711	24.000	225	572
WP_011669926.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238777403.1_642	30.581	327	417
WP_011669926.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396278.1_2427	36.328	256	417
WP_011669926.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746435.1_2458	34.749	259	417
WP_011669926.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753149.1_2419	32.685	257	417
WP_011669926.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746491.1_2402	28.611	360	417
WP_011669926.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265396062.1_1596	28.448	232	417
