WP_002725873.1	lcl|NZ_NPDW01000001.1_cds_WP_100743203.1_1855	60.811	74	106
WP_011669917.1	lcl|NZ_NPDW01000001.1_cds_WP_100743202.1_1854	82.109	313	318
WP_011669917.1	lcl|NZ_NPDW01000002.1_cds_WP_100743885.1_2475	24.149	323	318
WP_011669917.1	lcl|NZ_NPDW01000002.1_cds_WP_100743861.1_2447	27.070	314	318
WP_011669917.1	lcl|NZ_NPDW01000001.1_cds_WP_100743198.1_1850	22.464	276	318
WP_011669917.1	lcl|NZ_NPDW01000003.1_cds_WP_100745004.1_3632	22.460	187	318
WP_011669917.1	lcl|NZ_NPDW01000001.1_cds_WP_100741717.1_139	22.571	319	318
WP_011669917.1	lcl|NZ_NPDW01000001.1_cds_WP_100743175.1_1825	19.203	276	318
WP_011669919.1	lcl|NZ_NPDW01000001.1_cds_WP_100743151.1_1801	35.135	111	220
WP_011669919.1	lcl|NZ_NPDW01000001.1_cds_WP_100742902.1_1508	26.601	203	220
WP_011669919.1	lcl|NZ_NPDW01000001.1_cds_WP_100743148.1_1798	30.526	95	220
WP_011669919.1	lcl|NZ_NPDW01000001.1_cds_WP_100743150.1_1800	26.471	102	220
WP_011669919.1	lcl|NZ_NPDW01000001.1_cds_WP_100742835.1_1427	33.333	108	220
WP_011669919.1	lcl|NZ_NPDW01000002.1_cds_WP_165779511.1_2835	32.110	109	220
WP_011669919.1	lcl|NZ_NPDW01000002.1_cds_WP_100744661.1_3398	31.068	103	220
WP_011669919.1	lcl|NZ_NPDW01000002.1_cds_WP_100744149.1_2781	19.328	119	220
WP_020780109.1	lcl|NZ_NPDW01000001.1_cds_WP_100743196.1_1847	36.994	346	354
WP_020780109.1	lcl|NZ_NPDW01000001.1_cds_WP_165779492.1_1836	32.768	354	354
WP_020780109.1	lcl|NZ_NPDW01000001.1_cds_WP_100742192.1_669	32.776	299	354
WP_020780109.1	lcl|NZ_NPDW01000001.1_cds_WP_100743196.1_1847	36.994	346	354
WP_020780109.1	lcl|NZ_NPDW01000001.1_cds_WP_165779492.1_1836	32.768	354	354
WP_020780109.1	lcl|NZ_NPDW01000001.1_cds_WP_100742192.1_669	32.776	299	354
WP_011669921.1	lcl|NZ_NPDW01000002.1_cds_WP_100743522.1_2063	28.372	215	230
WP_011669921.1	lcl|NZ_NPDW01000002.1_cds_WP_100743509.1_2048	24.576	118	230
WP_011669921.1	lcl|NZ_NPDW01000001.1_cds_WP_100743171.1_1821	40.816	49	230
WP_011669923.1	lcl|NZ_NPDW01000001.1_cds_WP_100743164.1_1814	37.238	239	387
WP_011669923.1	lcl|NZ_NPDW01000001.1_cds_WP_100743197.1_1849	32.292	288	387
WP_011669923.1	lcl|NZ_NPDW01000002.1_cds_WP_100743633.1_2195	28.721	383	387
WP_011669923.1	lcl|NZ_NPDW01000001.1_cds_WP_100742016.1_465	23.796	353	387
WP_020780103.1	lcl|NZ_NPDW01000002.1_cds_WP_100743522.1_2063	29.457	258	572
WP_020780103.1	lcl|NZ_NPDW01000001.1_cds_WP_100742945.1_1558	26.066	211	572
WP_020780103.1	lcl|NZ_NPDW01000002.1_cds_WP_100744058.1_2681	27.273	198	572
WP_020780103.1	lcl|NZ_NPDW01000002.1_cds_WP_100743522.1_2063	29.457	258	572
WP_020780103.1	lcl|NZ_NPDW01000001.1_cds_WP_100742945.1_1558	26.066	211	572
WP_020780103.1	lcl|NZ_NPDW01000002.1_cds_WP_100744058.1_2681	27.273	198	572
WP_011669926.1	lcl|NZ_NPDW01000001.1_cds_WP_100743164.1_1814	32.056	287	417
WP_011669926.1	lcl|NZ_NPDW01000002.1_cds_WP_100743633.1_2195	28.746	327	417
