WP_002725873.1	lcl|NZ_AFLJ01000366.1_cds_WP_000340715.1_200	93.902	82	106
WP_011669917.1	lcl|NZ_AFLJ01000366.1_cds_WP_000410273.1_199	92.903	310	318
WP_011669917.1	lcl|NZ_AFLJ01000366.1_cds_WP_000093099.1_179	58.730	63	318
WP_011669917.1	lcl|NZ_AFLJ01000366.1_cds_WP_000646250.1_196	28.112	249	318
WP_011669917.1	lcl|NZ_AFLJ01000166.1_cds_WP_000744700.1_1833	23.148	324	318
WP_011669917.1	lcl|NZ_AFLJ01000366.1_cds_WP_000600889.1_170	23.273	275	318
WP_011669917.1	lcl|NZ_AFLJ01000257.1_cds_WP_000723090.1_742	23.875	289	318
WP_011669917.1	lcl|NZ_AFLJ01000366.1_cds_WP_001067557.1_193	23.708	329	318
WP_011669918.1	lcl|NZ_AFLJ01000366.1_cds_WP_000202830.1_160	42.776	353	361
WP_011669919.1	lcl|NZ_AFLJ01000257.1_cds_WP_000282880.1_746	37.903	124	220
WP_011669919.1	lcl|NZ_AFLJ01000236.1_cds_WP_001099029.1_937	27.803	223	220
WP_011669919.1	lcl|NZ_AFLJ01000017.1_cds_WP_001068986.1_3639	31.522	92	220
WP_011669919.1	lcl|NZ_AFLJ01000169.1_cds_WP_000840858.1_1769	29.808	104	220
WP_011669919.1	lcl|NZ_AFLJ01000055.1_cds_WP_000868621.1_3318	29.670	91	220
WP_011669919.1	lcl|NZ_AFLJ01000182.1_cds_WP_000262844.1_1612	25.121	207	220
WP_011669919.1	lcl|NZ_AFLJ01000308.1_cds_WP_001114267.1_433	26.136	176	220
WP_020780109.1	lcl|NZ_AFLJ01000366.1_cds_WP_001230564.1_167	36.873	339	354
WP_020780109.1	lcl|NZ_AFLJ01000366.1_cds_WP_000582618.1_163	34.663	326	354
WP_020780109.1	lcl|NZ_AFLJ01000178.1_cds_WP_001011675.1_1667	34.237	295	354
WP_020780109.1	lcl|NZ_AFLJ01000366.1_cds_WP_001230564.1_167	36.873	339	354
WP_020780109.1	lcl|NZ_AFLJ01000366.1_cds_WP_000582618.1_163	34.663	326	354
WP_020780109.1	lcl|NZ_AFLJ01000178.1_cds_WP_001011675.1_1667	34.237	295	354
WP_011669921.1	lcl|NZ_AFLJ01000171.1_cds_WP_001014594.1_1740	29.577	213	230
WP_011669921.1	lcl|NZ_AFLJ01000129.1_cds_WP_000721859.1_2000	32.743	113	230
WP_011669922.1	lcl|NZ_AFLJ01000366.1_cds_WP_000698820.1_157	41.857	614	599
WP_011669923.1	lcl|NZ_AFLJ01000366.1_cds_WP_000582222.1_181	37.805	246	387
WP_011669923.1	lcl|NZ_AFLJ01000305.1_cds_WP_001281953.1_439	31.989	372	387
WP_011669923.1	lcl|NZ_AFLJ01000366.1_cds_WP_000608295.1_191	33.898	236	387
WP_011669923.1	lcl|NZ_AFLJ01000366.1_cds_WP_000947844.1_169	32.700	263	387
WP_011669923.1	lcl|NZ_AFLJ01000366.1_cds_WP_001198107.1_192	37.864	206	387
WP_011669923.1	lcl|NZ_AFLJ01000366.1_cds_WP_000346036.1_162	26.944	360	387
WP_011669923.1	lcl|NZ_AFLJ01000232.1_cds_WP_000575178.1_954	28.269	283	387
WP_011669923.1	lcl|NZ_AFLJ01000204.1_cds_WP_000538752.1_1268	26.168	321	387
WP_011669923.1	lcl|NZ_AFLJ01000125.1_cds_WP_001982414.1_2059	24.895	237	387
WP_011669924.1	lcl|NZ_AFLJ01000366.1_cds_WP_000698820.1_157	27.316	626	583
WP_020780103.1	lcl|NZ_AFLJ01000186.1_cds_WP_000613386.1_1561	24.841	157	572
WP_020780103.1	lcl|NZ_AFLJ01000129.1_cds_WP_000721859.1_2000	32.479	117	572
WP_020780103.1	lcl|NZ_AFLJ01000186.1_cds_WP_000613386.1_1561	24.841	157	572
WP_020780103.1	lcl|NZ_AFLJ01000129.1_cds_WP_000721859.1_2000	32.479	117	572
WP_011669926.1	lcl|NZ_AFLJ01000305.1_cds_WP_001281953.1_439	29.969	327	417
WP_011669926.1	lcl|NZ_AFLJ01000366.1_cds_WP_001198107.1_192	36.667	270	417
