WP_002725873.1	lcl|NZ_JADHZI010000006.1_cds_WP_002725873.1_2913	100.000	106	106
WP_011669917.1	lcl|NZ_JADHZI010000006.1_cds_WP_002733579.1_2914	99.677	310	318
WP_011669917.1	lcl|NZ_JADHZI010000006.1_cds_WP_002733534.1_2917	27.309	249	318
WP_011669917.1	lcl|NZ_JADHZI010000017.1_cds_WP_002722638.1_626	24.611	321	318
WP_011669917.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740024.1_3008	23.132	281	318
WP_011669917.1	lcl|NZ_JADHZI010000007.1_cds_WP_002728309.1_3199	25.723	311	318
WP_011669917.1	lcl|NZ_JADHZI010000028.1_cds_WP_002743770.1_1337	21.387	173	318
WP_011669917.1	lcl|NZ_JADHZI010000006.1_cds_WP_016749081.1_2946	23.841	151	318
WP_011669919.1	lcl|NZ_JADHZI010000032.1_cds_WP_032856387.1_1662	27.556	225	220
WP_011669919.1	lcl|NZ_JADHZI010000006.1_cds_WP_002742128.1_3004	26.609	233	220
WP_011669919.1	lcl|NZ_JADHZI010000006.1_cds_WP_002733661.1_2984	34.783	92	220
WP_011669919.1	lcl|NZ_JADHZI010000018.1_cds_WP_002731944.1_669	30.172	116	220
WP_011669919.1	lcl|NZ_JADHZI010000009.1_cds_WP_002726501.1_3386	30.851	94	220
WP_011669919.1	lcl|NZ_JADHZI010000006.1_cds_WP_002733618.1_3011	25.000	176	220
WP_011669919.1	lcl|NZ_JADHZI010000063.1_cds_WP_016749129.1_2805	24.155	207	220
WP_020780109.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740722.1_2957	36.607	336	354
WP_020780109.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740726.1_2961	33.432	338	354
WP_020780109.1	lcl|NZ_JADHZI010000025.1_cds_WP_002730849.1_1218	34.722	288	354
WP_020780109.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740722.1_2957	36.607	336	354
WP_020780109.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740726.1_2961	33.432	338	354
WP_020780109.1	lcl|NZ_JADHZI010000025.1_cds_WP_002730849.1_1218	34.722	288	354
WP_011669921.1	lcl|NZ_JADHZI010000033.1_cds_WP_002738760.1_1688	30.144	209	230
WP_011669921.1	lcl|NZ_JADHZI010000013.1_cds_WP_002723863.1_363	30.631	111	230
WP_011669921.1	lcl|NZ_JADHZI010000006.1_cds_WP_002733600.1_2975	28.814	118	230
WP_011669922.1	lcl|NZ_JADHZI010000078.1_cds_WP_004278354.1_3088	28.550	655	599
WP_011669923.1	lcl|NZ_JADHZI010000051.1_cds_WP_002728994.1_2466	31.183	372	387
WP_011669923.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740861.1_2922	33.475	236	387
WP_011669923.1	lcl|NZ_JADHZI010000006.1_cds_WP_002740826.1_2921	37.379	206	387
WP_011669923.1	lcl|NZ_JADHZI010000006.1_cds_WP_002733599.1_2955	31.939	263	387
WP_011669923.1	lcl|NZ_JADHZI010000006.1_cds_WP_002733737.1_2942	30.137	219	387
