WP_002725873.1	lcl|NZ_JQQF01000007.1_cds_WP_000340715.1_278	93.902	82	106
WP_011669917.1	lcl|NZ_JQQF01000007.1_cds_WP_000410273.1_277	92.903	310	318
WP_011669917.1	lcl|NZ_JQQF01000007.1_cds_WP_000646251.1_274	27.711	249	318
WP_011669917.1	lcl|NZ_JQQF01000010.1_cds_WP_000744700.1_456	23.148	324	318
WP_011669917.1	lcl|NZ_JQQF01000074.1_cds_WP_000723090.1_2132	23.875	289	318
WP_011669917.1	lcl|NZ_JQQF01000007.1_cds_WP_001067557.1_271	23.708	329	318
WP_011669919.1	lcl|NZ_JQQF01000074.1_cds_WP_000282880.1_2136	37.903	124	220
WP_011669919.1	lcl|NZ_JQQF01000301.1_cds_WP_001099037.1_4000	27.354	223	220
WP_011669919.1	lcl|NZ_JQQF01000098.1_cds_WP_000840860.1_2607	29.808	104	220
WP_011669919.1	lcl|NZ_JQQF01000055.1_cds_WP_000868621.1_1650	29.670	91	220
WP_011669919.1	lcl|NZ_JQQF01000074.1_cds_WP_001114264.1_2129	26.136	176	220
WP_011669919.1	lcl|NZ_JQQF01000140.1_cds_WP_000262844.1_3155	25.121	207	220
WP_020780109.1	lcl|NZ_JQQF01000007.1_cds_WP_001033784.1_245	33.239	352	354
WP_020780109.1	lcl|NZ_JQQF01000173.1_cds_WP_001011673.1_3491	34.237	295	354
WP_020780109.1	lcl|NZ_JQQF01000007.1_cds_WP_002068380.1_251	27.246	345	354
WP_020780109.1	lcl|NZ_JQQF01000007.1_cds_WP_001033784.1_245	33.239	352	354
WP_020780109.1	lcl|NZ_JQQF01000173.1_cds_WP_001011673.1_3491	34.237	295	354
WP_020780109.1	lcl|NZ_JQQF01000007.1_cds_WP_002068380.1_251	27.246	345	354
WP_011669921.1	lcl|NZ_JQQF01000057.1_cds_WP_061296050.1_1692	42.771	166	230
WP_011669921.1	lcl|NZ_JQQF01000151.1_cds_WP_001014594.1_3288	29.577	213	230
WP_011669921.1	lcl|NZ_JQQF01000007.1_cds_WP_000440092.1_250	23.276	232	230
WP_011669921.1	lcl|NZ_JQQF01000056.1_cds_WP_000721860.1_1677	32.743	113	230
WP_011669923.1	lcl|NZ_JQQF01000007.1_cds_WP_000582222.1_259	37.805	246	387
WP_011669923.1	lcl|NZ_JQQF01000153.1_cds_WP_001281953.1_3296	31.989	372	387
WP_011669923.1	lcl|NZ_JQQF01000007.1_cds_WP_000608295.1_269	33.898	236	387
WP_011669923.1	lcl|NZ_JQQF01000007.1_cds_WP_001198107.1_270	37.864	206	387
WP_011669923.1	lcl|NZ_JQQF01000007.1_cds_WP_000172660.1_253	33.600	250	387
WP_011669923.1	lcl|NZ_JQQF01000074.1_cds_WP_000575178.1_2138	28.269	283	387
