WP_002725873.1	lcl|NZ_RQHK01000002.1_cds_WP_135693724.1_2498	63.514	74	106
WP_011669917.1	lcl|NZ_RQHK01000002.1_cds_WP_135693723.1_2497	80.511	313	318
WP_011669917.1	lcl|NZ_RQHK01000017.1_cds_WP_135695332.1_233	24.149	323	318
WP_011669917.1	lcl|NZ_RQHK01000017.1_cds_WP_135695383.1_260	26.687	326	318
WP_011669917.1	lcl|NZ_RQHK01000002.1_cds_WP_135693719.1_2493	22.101	276	318
WP_011669917.1	lcl|NZ_RQHK01000005.1_cds_WP_135694503.1_3508	22.581	186	318
WP_011669917.1	lcl|NZ_RQHK01000017.1_cds_WP_135696291.1_821	22.630	327	318
WP_011669917.1	lcl|NZ_RQHK01000002.1_cds_WP_135693695.1_2468	19.331	269	318
WP_011669919.1	lcl|NZ_RQHK01000002.1_cds_WP_135693671.1_2444	27.155	232	220
WP_011669919.1	lcl|NZ_RQHK01000002.1_cds_WP_135693330.1_2150	25.556	180	220
WP_011669919.1	lcl|NZ_RQHK01000002.1_cds_WP_135693668.1_2441	33.333	96	220
WP_011669919.1	lcl|NZ_RQHK01000002.1_cds_WP_135693670.1_2443	32.990	97	220
WP_011669919.1	lcl|NZ_RQHK01000006.1_cds_WP_167482943.1_3680	33.028	109	220
WP_011669919.1	lcl|NZ_RQHK01000002.1_cds_WP_135693211.1_2059	33.333	108	220
WP_011669919.1	lcl|NZ_RQHK01000015.1_cds_WP_135695014.1_2922	30.097	103	220
WP_011669919.1	lcl|NZ_RQHK01000002.1_cds_WP_135693664.1_2437	30.108	93	220
WP_020780109.1	lcl|NZ_RQHK01000002.1_cds_WP_135693716.1_2490	38.438	333	354
WP_020780109.1	lcl|NZ_RQHK01000002.1_cds_WP_167482925.1_2479	32.486	354	354
WP_020780109.1	lcl|NZ_RQHK01000017.1_cds_WP_135697269.1_1326	33.445	299	354
WP_020780109.1	lcl|NZ_RQHK01000002.1_cds_WP_135693716.1_2490	38.438	333	354
WP_020780109.1	lcl|NZ_RQHK01000002.1_cds_WP_167482925.1_2479	32.486	354	354
WP_020780109.1	lcl|NZ_RQHK01000017.1_cds_WP_135697269.1_1326	33.445	299	354
WP_011669921.1	lcl|NZ_RQHK01000017.1_cds_WP_135696025.1_664	30.415	217	230
WP_011669921.1	lcl|NZ_RQHK01000017.1_cds_WP_135696044.1_679	25.833	120	230
WP_011669921.1	lcl|NZ_RQHK01000002.1_cds_WP_135693691.1_2464	42.857	49	230
WP_011669923.1	lcl|NZ_RQHK01000002.1_cds_WP_135693684.1_2457	37.657	239	387
WP_011669923.1	lcl|NZ_RQHK01000002.1_cds_WP_135693718.1_2492	34.981	263	387
WP_011669923.1	lcl|NZ_RQHK01000017.1_cds_WP_135697380.1_513	29.199	387	387
WP_011669923.1	lcl|NZ_RQHK01000017.1_cds_WP_135696966.1_1144	23.729	354	387
WP_020780103.1	lcl|NZ_RQHK01000002.1_cds_WP_135693402.1_2201	26.316	209	572
WP_020780103.1	lcl|NZ_RQHK01000017.1_cds_WP_135696025.1_664	28.125	256	572
WP_020780103.1	lcl|NZ_RQHK01000009.1_cds_WP_135694744.1_3779	27.848	158	572
WP_020780103.1	lcl|NZ_RQHK01000002.1_cds_WP_135693402.1_2201	26.316	209	572
WP_020780103.1	lcl|NZ_RQHK01000017.1_cds_WP_135696025.1_664	28.125	256	572
WP_020780103.1	lcl|NZ_RQHK01000009.1_cds_WP_135694744.1_3779	27.848	158	572
WP_011669926.1	lcl|NZ_RQHK01000002.1_cds_WP_135693684.1_2457	33.333	276	417
WP_011669926.1	lcl|NZ_RQHK01000017.1_cds_WP_135697380.1_513	29.969	327	417
WP_011669926.1	lcl|NZ_RQHK01000002.1_cds_WP_135693718.1_2492	29.084	251	417
WP_011669926.1	lcl|NZ_RQHK01000002.1_cds_WP_135692621.1_1497	28.017	232	417
WP_011669926.1	lcl|NZ_RQHK01000017.1_cds_WP_135696966.1_1144	24.535	269	417
WP_020780101.1	lcl|NZ_RQHK01000017.1_cds_WP_135695439.1_293	27.044	159	342
WP_020780101.1	lcl|NZ_RQHK01000017.1_cds_WP_135695178.1_120	25.118	211	342
WP_020780101.1	lcl|NZ_RQHK01000017.1_cds_WP_135695439.1_293	27.044	159	342
WP_020780101.1	lcl|NZ_RQHK01000017.1_cds_WP_135695178.1_120	25.118	211	342
WP_011669928.1	lcl|NZ_RQHK01000009.1_cds_WP_135694744.1_3779	26.238	202	362
WP_011669928.1	lcl|NZ_RQHK01000002.1_cds_WP_135693402.1_2201	24.766	214	362
WP_011669928.1	lcl|NZ_RQHK01000009.1_cds_WP_135694744.1_3779	26.238	202	362
WP_011669928.1	lcl|NZ_RQHK01000002.1_cds_WP_135693402.1_2201	24.766	214	362
WP_004779589.1	lcl|NZ_RQHK01000005.1_cds_WP_135694407.1_3447	34.559	136	210
WP_004779589.1	lcl|NZ_RQHK01000002.1_cds_WP_135693699.1_2472	27.027	148	210
WP_004779589.1	lcl|NZ_RQHK01000006.1_cds_WP_135694593.1_3603	27.778	108	210
WP_004779550.1	lcl|NZ_RQHK01000017.1_cds_WP_135696775.1_1037	39.474	76	244
WP_004779595.1	lcl|NZ_RQHK01000017.1_cds_WP_135696025.1_664	28.631	241	242
WP_004779595.1	lcl|NZ_RQHK01000002.1_cds_WP_135693691.1_2464	32.759	116	242
WP_004779595.1	lcl|NZ_RQHK01000017.1_cds_WP_135696044.1_679	27.679	112	242
WP_011669930.1	lcl|NZ_RQHK01000002.1_cds_WP_135693697.1_2470	30.337	267	255
WP_011669930.1	lcl|NZ_RQHK01000005.1_cds_WP_135694389.1_3436	28.458	253	255
WP_011669930.1	lcl|NZ_RQHK01000017.1_cds_WP_135695761.1_492	30.556	252	255
WP_011669930.1	lcl|NZ_RQHK01000003.1_cds_WP_135694125.1_3230	28.400	250	255
WP_011669930.1	lcl|NZ_RQHK01000003.1_cds_WP_135694072.1_3166	27.907	258	255
WP_011669930.1	lcl|NZ_RQHK01000002.1_cds_WP_135693698.1_2471	28.030	264	255
WP_011669930.1	lcl|NZ_RQHK01000002.1_cds_WP_135693147.1_1981	28.125	256	255
WP_011669930.1	lcl|NZ_RQHK01000017.1_cds_WP_135696845.1_1075	28.649	185	255
WP_011669930.1	lcl|NZ_RQHK01000017.1_cds_WP_002972927.1_526	25.188	266	255
WP_011669930.1	lcl|NZ_RQHK01000017.1_cds_WP_135695945.1_600	27.985	268	255
WP_011669930.1	lcl|NZ_RQHK01000002.1_cds_WP_004783705.1_2429	25.556	270	255
WP_011669930.1	lcl|NZ_RQHK01000017.1_cds_WP_135697072.1_1206	30.000	200	255
WP_011669930.1	lcl|NZ_RQHK01000002.1_cds_WP_135693610.1_2350	23.529	272	255
WP_011669930.1	lcl|NZ_RQHK01000017.1_cds_WP_135696949.1_1135	25.591	254	255
WP_011669930.1	lcl|NZ_RQHK01000017.1_cds_WP_135695405.1_274	22.088	249	255
WP_011669930.1	lcl|NZ_RQHK01000006.1_cds_WP_135694626.1_3639	23.834	193	255
WP_011669930.1	lcl|NZ_RQHK01000008.1_cds_WP_167482944.1_3736	27.143	210	255
