WP_002725873.1	lcl|NZ_AHQQ01000424.1_cds_WP_000340715.1_193	93.902	82	106
WP_011669917.1	lcl|NZ_AHQQ01000424.1_cds_WP_000410273.1_192	92.903	310	318
WP_011669917.1	lcl|NZ_AHQQ01000079.1_cds_WP_000093099.1_3063	58.730	63	318
WP_011669917.1	lcl|NZ_AHQQ01000424.1_cds_WP_000646250.1_189	28.112	249	318
WP_011669917.1	lcl|NZ_AHQQ01000084.1_cds_WP_000744700.1_2904	23.148	324	318
WP_011669917.1	lcl|NZ_AHQQ01000079.1_cds_WP_000600889.1_3054	23.273	275	318
WP_011669917.1	lcl|NZ_AHQQ01000079.1_cds_WP_000723090.1_3001	23.875	289	318
WP_011669917.1	lcl|NZ_AHQQ01000424.1_cds_WP_001067557.1_186	23.708	329	318
WP_011669918.1	lcl|NZ_AHQQ01000079.1_cds_WP_000202830.1_3044	42.776	353	361
WP_011669919.1	lcl|NZ_AHQQ01000079.1_cds_WP_000282880.1_3005	37.903	124	220
WP_011669919.1	lcl|NZ_AHQQ01000440.1_cds_WP_001099029.1_68	27.803	223	220
WP_011669919.1	lcl|NZ_AHQQ01000079.1_cds_WP_001068986.1_3026	31.522	92	220
WP_011669919.1	lcl|NZ_AHQQ01000090.1_cds_WP_000840858.1_2752	29.808	104	220
WP_011669919.1	lcl|NZ_AHQQ01000005.1_cds_WP_000868621.1_3758	29.670	91	220
WP_011669919.1	lcl|NZ_AHQQ01000291.1_cds_WP_000262844.1_721	25.121	207	220
WP_011669919.1	lcl|NZ_AHQQ01000305.1_cds_WP_001114267.1_653	26.136	176	220
WP_020780109.1	lcl|NZ_AHQQ01000079.1_cds_WP_001230564.1_3051	36.873	339	354
WP_020780109.1	lcl|NZ_AHQQ01000079.1_cds_WP_000582618.1_3047	34.663	326	354
WP_020780109.1	lcl|NZ_AHQQ01000403.1_cds_WP_001011675.1_441	34.237	295	354
WP_020780109.1	lcl|NZ_AHQQ01000079.1_cds_WP_001230564.1_3051	36.873	339	354
WP_020780109.1	lcl|NZ_AHQQ01000079.1_cds_WP_000582618.1_3047	34.663	326	354
WP_020780109.1	lcl|NZ_AHQQ01000403.1_cds_WP_001011675.1_441	34.237	295	354
