WP_002725873.1	lcl|NZ_JQPV01000062.1_cds_WP_000340715.1_1672	93.902	82	106
WP_011669917.1	lcl|NZ_JQPV01000062.1_cds_WP_000410267.1_1671	93.226	310	318
WP_011669917.1	lcl|NZ_JQPV01000062.1_cds_WP_000646251.1_1668	27.711	249	318
WP_011669917.1	lcl|NZ_JQPV01000032.1_cds_WP_000744698.1_755	23.148	324	318
WP_011669917.1	lcl|NZ_JQPV01000034.1_cds_WP_000723090.1_811	23.875	289	318
WP_011669917.1	lcl|NZ_JQPV01000062.1_cds_WP_001067557.1_1665	23.708	329	318
WP_011669919.1	lcl|NZ_JQPV01000034.1_cds_WP_000282884.1_807	37.097	124	220
WP_011669919.1	lcl|NZ_JQPV01000159.1_cds_WP_001099026.1_3168	27.354	223	220
WP_011669919.1	lcl|NZ_JQPV01000037.1_cds_WP_000840860.1_867	29.808	104	220
WP_011669919.1	lcl|NZ_JQPV01000057.1_cds_WP_000868623.1_1467	29.670	91	220
WP_011669919.1	lcl|NZ_JQPV01000034.1_cds_WP_001114264.1_814	26.136	176	220
WP_011669919.1	lcl|NZ_JQPV01000225.1_cds_WP_000262844.1_3786	25.121	207	220
WP_020780109.1	lcl|NZ_JQPV01000062.1_cds_WP_001033784.1_1639	33.239	352	354
WP_020780109.1	lcl|NZ_JQPV01000078.1_cds_WP_002105324.1_1978	34.576	295	354
WP_020780109.1	lcl|NZ_JQPV01000062.1_cds_WP_002068380.1_1645	27.246	345	354
WP_020780109.1	lcl|NZ_JQPV01000062.1_cds_WP_001033784.1_1639	33.239	352	354
WP_020780109.1	lcl|NZ_JQPV01000078.1_cds_WP_002105324.1_1978	34.576	295	354
WP_020780109.1	lcl|NZ_JQPV01000062.1_cds_WP_002068380.1_1645	27.246	345	354
WP_011669921.1	lcl|NZ_JQPV01000163.1_cds_WP_000696060.1_3216	42.771	166	230
WP_011669921.1	lcl|NZ_JQPV01000005.1_cds_WP_002106419.1_119	29.577	213	230
WP_011669921.1	lcl|NZ_JQPV01000062.1_cds_WP_000440092.1_1644	23.276	232	230
WP_011669921.1	lcl|NZ_JQPV01000007.1_cds_WP_000721854.1_128	33.613	119	230
WP_011669923.1	lcl|NZ_JQPV01000062.1_cds_WP_002106355.1_1653	37.805	246	387
WP_011669923.1	lcl|NZ_JQPV01000067.1_cds_WP_061251957.1_1797	31.720	372	387
WP_011669923.1	lcl|NZ_JQPV01000062.1_cds_WP_061251933.1_1663	33.898	236	387
WP_011669923.1	lcl|NZ_JQPV01000062.1_cds_WP_001198107.1_1664	37.864	206	387
WP_011669923.1	lcl|NZ_JQPV01000062.1_cds_WP_000172660.1_1647	33.600	250	387
WP_011669923.1	lcl|NZ_JQPV01000168.1_cds_WP_061217456.1_3360	28.269	283	387
WP_011669923.1	lcl|NZ_JQPV01000133.1_cds_WP_000538755.1_2843	26.168	321	387
WP_011669923.1	lcl|NZ_JQPV01000052.1_cds_WP_001982414.1_1314	24.895	237	387
WP_020780103.1	lcl|NZ_JQPV01000163.1_cds_WP_000696060.1_3216	35.656	244	572
WP_020780103.1	lcl|NZ_JQPV01000062.1_cds_WP_000440092.1_1644	27.805	205	572
WP_020780103.1	lcl|NZ_JQPV01000095.1_cds_WP_000613386.1_2279	24.841	157	572
WP_020780103.1	lcl|NZ_JQPV01000163.1_cds_WP_000696060.1_3216	35.656	244	572
WP_020780103.1	lcl|NZ_JQPV01000062.1_cds_WP_000440092.1_1644	27.805	205	572
WP_020780103.1	lcl|NZ_JQPV01000095.1_cds_WP_000613386.1_2279	24.841	157	572
WP_011669926.1	lcl|NZ_JQPV01000067.1_cds_WP_061251957.1_1797	29.969	327	417
WP_011669926.1	lcl|NZ_JQPV01000062.1_cds_WP_001198107.1_1664	36.667	270	417
WP_011669926.1	lcl|NZ_JQPV01000168.1_cds_WP_061217456.1_3360	34.749	259	417
WP_011669926.1	lcl|NZ_JQPV01000062.1_cds_WP_061251933.1_1663	33.219	292	417
WP_011669926.1	lcl|NZ_JQPV01000062.1_cds_WP_002106355.1_1653	37.736	212	417
WP_011669926.1	lcl|NZ_JQPV01000062.1_cds_WP_000172660.1_1647	28.771	358	417
WP_011669926.1	lcl|NZ_JQPV01000133.1_cds_WP_000538755.1_2843	25.130	386	417
WP_011669926.1	lcl|NZ_JQPV01000052.1_cds_WP_001982414.1_1314	24.686	239	417
WP_020780101.1	lcl|NZ_JQPV01000258.1_cds_WP_061252174.1_3907	25.503	149	342
WP_020780101.1	lcl|NZ_JQPV01000258.1_cds_WP_061252174.1_3907	25.503	149	342
WP_011669928.1	lcl|NZ_JQPV01000095.1_cds_WP_000613386.1_2279	22.308	130	362
WP_011669928.1	lcl|NZ_JQPV01000095.1_cds_WP_000613386.1_2279	22.308	130	362
WP_004779589.1	lcl|NZ_JQPV01000004.1_cds_WP_000012765.1_74	30.833	120	210
WP_004779550.1	lcl|NZ_JQPV01000062.1_cds_WP_061226679.1_1656	34.118	85	244
WP_004779595.1	lcl|NZ_JQPV01000163.1_cds_WP_000696060.1_3216	32.174	230	242
WP_004779595.1	lcl|NZ_JQPV01000005.1_cds_WP_002106419.1_119	31.100	209	242
WP_011669930.1	lcl|NZ_JQPV01000002.1_cds_WP_000998676.1_47	31.474	251	255
WP_011669930.1	lcl|NZ_JQPV01000168.1_cds_WP_000412931.1_3336	28.846	260	255
WP_011669930.1	lcl|NZ_JQPV01000108.1_cds_WP_000566240.1_2434	34.884	172	255
WP_011669930.1	lcl|NZ_JQPV01000036.1_cds_WP_000043153.1_857	26.038	265	255
WP_011669930.1	lcl|NZ_JQPV01000108.1_cds_WP_002100448.1_2462	27.757	263	255
WP_011669930.1	lcl|NZ_JQPV01000221.1_cds_WP_000653653.1_3744	27.481	262	255
WP_011669930.1	lcl|NZ_JQPV01000165.1_cds_WP_000351753.1_3264	24.164	269	255
WP_011669930.1	lcl|NZ_JQPV01000168.1_cds_WP_000750440.1_3340	24.016	254	255
WP_011669930.1	lcl|NZ_JQPV01000009.1_cds_WP_020784276.1_171	27.568	185	255
WP_011669930.1	lcl|NZ_JQPV01000108.1_cds_WP_001069862.1_2399	26.220	164	255
WP_011669930.1	lcl|NZ_JQPV01000034.1_cds_WP_000723090.1_811	27.861	201	255
WP_011669930.1	lcl|NZ_JQPV01000097.1_cds_WP_000800040.1_2311	27.320	194	255
WP_011669930.1	lcl|NZ_JQPV01000072.1_cds_WP_000093664.1_1850	23.000	200	255
WP_011669930.1	lcl|NZ_JQPV01000032.1_cds_WP_000744698.1_755	33.333	72	255
WP_011669930.1	lcl|NZ_JQPV01000056.1_cds_WP_001074690.1_1410	24.352	193	255
WP_011669931.1	lcl|NZ_JQPV01000277.1_cds_WP_033108138.1_3964	29.091	330	314
WP_011669931.1	lcl|NZ_JQPV01000062.1_cds_WP_000643164.1_1646	29.870	154	314
WP_004779598.1	lcl|NZ_JQPV01000078.1_cds_WP_002105324.1_1978	37.979	287	282
WP_004779598.1	lcl|NZ_JQPV01000062.1_cds_WP_001033784.1_1639	34.812	293	282
WP_004779598.1	lcl|NZ_JQPV01000062.1_cds_WP_002068380.1_1645	27.574	272	282
WP_011669932.1	lcl|NZ_JQPV01000067.1_cds_WP_061251957.1_1797	37.905	401	401
WP_011669932.1	lcl|NZ_JQPV01000062.1_cds_WP_000172660.1_1647	34.115	384	401
WP_011669932.1	lcl|NZ_JQPV01000062.1_cds_WP_002106355.1_1653	33.245	376	401
WP_011669932.1	lcl|NZ_JQPV01000062.1_cds_WP_061251933.1_1663	32.258	372	401
WP_011669932.1	lcl|NZ_JQPV01000168.1_cds_WP_061217456.1_3360	28.455	369	401
WP_011669932.1	lcl|NZ_JQPV01000062.1_cds_WP_001198107.1_1664	30.769	390	401
WP_011669932.1	lcl|NZ_JQPV01000052.1_cds_WP_001982414.1_1314	24.490	392	401
WP_011669932.1	lcl|NZ_JQPV01000133.1_cds_WP_000538755.1_2843	27.297	381	401
WP_011669933.1	lcl|NZ_JQPV01000156.1_cds_WP_000172205.1_3133	30.495	364	568
WP_011669933.1	lcl|NZ_JQPV01000082.1_cds_WP_000667646.1_2044	32.051	234	568
WP_011669933.1	lcl|NZ_JQPV01000009.1_cds_WP_000828456.1_231	32.212	208	568
WP_011669933.1	lcl|NZ_JQPV01000062.1_cds_WP_002068488.1_1649	30.660	212	568
WP_011669933.1	lcl|NZ_JQPV01000166.1_cds_WP_000942282.1_3308	33.663	202	568
WP_011669933.1	lcl|NZ_JQPV01000040.1_cds_WP_000666554.1_1060	31.351	185	568
WP_011669933.1	lcl|NZ_JQPV01000045.1_cds_WP_001161019.1_1169	30.570	193	568
WP_011669933.1	lcl|NZ_JQPV01000017.1_cds_WP_000651459.1_436	30.769	195	568
WP_011669933.1	lcl|NZ_JQPV01000220.1_cds_WP_002105621.1_3731	30.457	197	568
WP_011669933.1	lcl|NZ_JQPV01000060.1_cds_WP_000047473.1_1593	33.505	194	568
WP_011669933.1	lcl|NZ_JQPV01000214.1_cds_WP_000184524.1_3694	31.606	193	568
WP_011669933.1	lcl|NZ_JQPV01000033.1_cds_WP_000536763.1_797	32.484	157	568
WP_011669933.1	lcl|NZ_JQPV01000078.1_cds_WP_061251971.1_1944	32.258	186	568
WP_011669933.1	lcl|NZ_JQPV01000078.1_cds_WP_061251971.1_1944	27.315	216	568
WP_011669933.1	lcl|NZ_JQPV01000188.1_cds_WP_061252136.1_3543	29.381	194	568
WP_011669933.1	lcl|NZ_JQPV01000015.1_cds_WP_001052496.1_369	28.652	178	568
WP_011669933.1	lcl|NZ_JQPV01000040.1_cds_WP_000433117.1_1007	28.108	185	568
WP_011669933.1	lcl|NZ_JQPV01000221.1_cds_WP_000603361.1_3754	31.481	162	568
WP_011669933.1	lcl|NZ_JQPV01000046.1_cds_WP_000052667.1_1227	27.638	199	568
WP_011669933.1	lcl|NZ_JQPV01000085.1_cds_WP_061217493.1_2125	26.804	194	568
WP_011669933.1	lcl|NZ_JQPV01000085.1_cds_WP_061217493.1_2125	24.176	182	568
WP_011669933.1	lcl|NZ_JQPV01000188.1_cds_WP_000218838.1_3542	30.455	220	568
WP_011669933.1	lcl|NZ_JQPV01000161.1_cds_WP_000054165.1_3171	29.897	194	568
WP_011669933.1	lcl|NZ_JQPV01000053.1_cds_WP_000626143.1_1321	27.570	214	568
WP_011669933.1	lcl|NZ_JQPV01000053.1_cds_WP_000626143.1_1321	25.381	197	568
WP_011669933.1	lcl|NZ_JQPV01000201.1_cds_WP_001982953.1_3607	25.907	193	568
WP_011669933.1	lcl|NZ_JQPV01000040.1_cds_WP_001089499.1_1039	28.293	205	568
WP_011669933.1	lcl|NZ_JQPV01000023.1_cds_WP_000598571.1_579	26.061	165	568
WP_011669933.1	lcl|NZ_JQPV01000007.1_cds_WP_000136057.1_134	27.604	192	568
WP_011669933.1	lcl|NZ_JQPV01000219.1_cds_WP_082268328.1_3727	25.551	227	568
WP_011669933.1	lcl|NZ_JQPV01000130.1_cds_WP_000481722.1_2830	24.631	203	568
WP_011669933.1	lcl|NZ_JQPV01000156.1_cds_WP_000172205.1_3133	30.495	364	568
WP_011669933.1	lcl|NZ_JQPV01000082.1_cds_WP_000667646.1_2044	32.051	234	568
WP_011669933.1	lcl|NZ_JQPV01000009.1_cds_WP_000828456.1_231	32.212	208	568
WP_011669933.1	lcl|NZ_JQPV01000062.1_cds_WP_002068488.1_1649	30.660	212	568
WP_011669933.1	lcl|NZ_JQPV01000166.1_cds_WP_000942282.1_3308	33.663	202	568
WP_011669933.1	lcl|NZ_JQPV01000040.1_cds_WP_000666554.1_1060	31.351	185	568
WP_011669933.1	lcl|NZ_JQPV01000045.1_cds_WP_001161019.1_1169	30.570	193	568
WP_011669933.1	lcl|NZ_JQPV01000017.1_cds_WP_000651459.1_436	30.769	195	568
WP_011669933.1	lcl|NZ_JQPV01000220.1_cds_WP_002105621.1_3731	30.457	197	568
WP_011669933.1	lcl|NZ_JQPV01000060.1_cds_WP_000047473.1_1593	33.505	194	568
WP_011669933.1	lcl|NZ_JQPV01000214.1_cds_WP_000184524.1_3694	31.606	193	568
WP_011669933.1	lcl|NZ_JQPV01000033.1_cds_WP_000536763.1_797	32.484	157	568
WP_011669933.1	lcl|NZ_JQPV01000078.1_cds_WP_061251971.1_1944	32.258	186	568
WP_011669933.1	lcl|NZ_JQPV01000078.1_cds_WP_061251971.1_1944	27.315	216	568
WP_011669933.1	lcl|NZ_JQPV01000188.1_cds_WP_061252136.1_3543	29.381	194	568
WP_011669933.1	lcl|NZ_JQPV01000015.1_cds_WP_001052496.1_369	28.652	178	568
WP_011669933.1	lcl|NZ_JQPV01000040.1_cds_WP_000433117.1_1007	28.108	185	568
WP_011669933.1	lcl|NZ_JQPV01000221.1_cds_WP_000603361.1_3754	31.481	162	568
WP_011669933.1	lcl|NZ_JQPV01000046.1_cds_WP_000052667.1_1227	27.638	199	568
WP_011669933.1	lcl|NZ_JQPV01000085.1_cds_WP_061217493.1_2125	26.804	194	568
WP_011669933.1	lcl|NZ_JQPV01000085.1_cds_WP_061217493.1_2125	24.176	182	568
WP_011669933.1	lcl|NZ_JQPV01000188.1_cds_WP_000218838.1_3542	30.455	220	568
WP_011669933.1	lcl|NZ_JQPV01000161.1_cds_WP_000054165.1_3171	29.897	194	568
WP_011669933.1	lcl|NZ_JQPV01000053.1_cds_WP_000626143.1_1321	27.570	214	568
WP_011669933.1	lcl|NZ_JQPV01000053.1_cds_WP_000626143.1_1321	25.381	197	568
WP_011669933.1	lcl|NZ_JQPV01000201.1_cds_WP_001982953.1_3607	25.907	193	568
WP_011669933.1	lcl|NZ_JQPV01000040.1_cds_WP_001089499.1_1039	28.293	205	568
WP_011669933.1	lcl|NZ_JQPV01000023.1_cds_WP_000598571.1_579	26.061	165	568
WP_011669933.1	lcl|NZ_JQPV01000007.1_cds_WP_000136057.1_134	27.604	192	568
WP_011669933.1	lcl|NZ_JQPV01000219.1_cds_WP_082268328.1_3727	25.551	227	568
WP_011669933.1	lcl|NZ_JQPV01000130.1_cds_WP_000481722.1_2830	24.631	203	568
WP_011669937.1	lcl|NZ_JQPV01000063.1_cds_WP_000649045.1_1681	36.207	58	275
WP_011669938.1	lcl|NZ_JQPV01000040.1_cds_WP_000351733.1_1038	33.108	148	211
WP_011669938.1	lcl|NZ_JQPV01000062.1_cds_WP_000884059.1_1669	33.898	177	211
WP_011669939.1	lcl|NZ_JQPV01000168.1_cds_WP_001016533.1_3335	32.627	236	251
WP_011669940.1	lcl|NZ_JQPV01000168.1_cds_WP_002118431.1_3341	35.178	253	251
WP_011669940.1	lcl|NZ_JQPV01000007.1_cds_WP_000721854.1_128	35.484	248	251
WP_011669940.1	lcl|NZ_JQPV01000163.1_cds_WP_000696060.1_3216	31.579	133	251
WP_011669942.1	lcl|NZ_JQPV01000032.1_cds_WP_000400940.1_771	28.571	224	254
WP_011669942.1	lcl|NZ_JQPV01000009.1_cds_WP_000050899.1_167	28.571	217	254
WP_011669942.1	lcl|NZ_JQPV01000165.1_cds_WP_001084708.1_3255	32.773	119	254
WP_011669401.1	lcl|NZ_JQPV01000333.1_cds_WP_061252198.1_4063	93.254	252	364
WP_011669401.1	lcl|NZ_JQPV01000127.1_cds_JG87_RS24485_2789	81.579	152	364
WP_011669401.1	lcl|NZ_JQPV01000127.1_cds_JG87_RS24485_2789	86.957	115	364
WP_011669401.1	lcl|NZ_JQPV01000127.1_cds_JG87_RS24485_2789	84.884	86	364
WP_011669401.1	lcl|NZ_JQPV01000012.1_cds_JG87_RS01450_284	86.752	234	364
WP_011669401.1	lcl|NZ_JQPV01000124.1_cds_JG87_RS13715_2724	79.130	115	364
WP_011669401.1	lcl|NZ_JQPV01000082.1_cds_JG87_RS23565_2049	82.609	46	364
WP_011669401.1	lcl|NZ_JQPV01000001.1_cds_JG87_RS23875_3	65.714	35	364
WP_011669401.1	lcl|NZ_JQPV01000001.1_cds_JG87_RS23875_3	76.190	21	364
WP_011669401.1	lcl|NZ_JQPV01000009.1_cds_WP_154643149.1_161	30.081	123	364
WP_011669947.1	lcl|NZ_JQPV01000051.1_cds_WP_000347676.1_1288	23.490	298	320
WP_011669947.1	lcl|NZ_JQPV01000095.1_cds_WP_061252007.1_2292	25.498	251	320
