WP_002725873.1	lcl|NZ_RQGE01000007.1_cds_WP_035983633.1_2821	62.162	74	106
WP_011669917.1	lcl|NZ_RQGE01000007.1_cds_WP_004783745.1_2824	80.064	311	318
WP_011669917.1	lcl|NZ_RQGE01000006.1_cds_WP_004786772.1_1307	23.839	323	318
WP_011669917.1	lcl|NZ_RQGE01000006.1_cds_WP_004785219.1_1280	26.752	314	318
WP_011669917.1	lcl|NZ_RQGE01000007.1_cds_WP_135596083.1_2823	21.642	268	318
WP_011669917.1	lcl|NZ_RQGE01000020.1_cds_WP_004788049.1_2112	22.581	186	318
WP_011669917.1	lcl|NZ_RQGE01000010.1_cds_WP_135596231.1_554	22.324	327	318
WP_011669919.1	lcl|NZ_RQGE01000002.1_cds_WP_135595812.1_3469	28.289	152	220
WP_011669919.1	lcl|NZ_RQGE01000008.1_cds_WP_004784533.1_1824	32.039	103	220
WP_011669919.1	lcl|NZ_RQGE01000023.1_cds_WP_004788308.1_420	33.333	108	220
WP_011669919.1	lcl|NZ_RQGE01000035.1_cds_WP_035983192.1_2680	32.110	109	220
WP_020780109.1	lcl|NZ_RQGE01000007.1_cds_WP_004783931.1_2834	32.676	355	354
WP_020780109.1	lcl|NZ_RQGE01000030.1_cds_WP_135597125.1_994	33.779	299	354
WP_020780109.1	lcl|NZ_RQGE01000007.1_cds_WP_004783931.1_2834	32.676	355	354
WP_020780109.1	lcl|NZ_RQGE01000030.1_cds_WP_135597125.1_994	33.779	299	354
WP_011669921.1	lcl|NZ_RQGE01000007.1_cds_WP_135596085.1_2829	39.759	166	230
WP_011669921.1	lcl|NZ_RQGE01000007.1_cds_WP_020777511.1_2835	31.604	212	230
WP_011669921.1	lcl|NZ_RQGE01000010.1_cds_WP_004784604.1_716	29.767	215	230
WP_011669921.1	lcl|NZ_RQGE01000010.1_cds_WP_135596275.1_701	26.891	119	230
WP_011669923.1	lcl|NZ_RQGE01000007.1_cds_WP_135596086.1_2837	37.387	222	387
WP_011669923.1	lcl|NZ_RQGE01000014.1_cds_WP_004785484.1_3235	29.457	387	387
WP_011669923.1	lcl|NZ_RQGE01000007.1_cds_WP_020777538.1_2826	25.627	359	387
WP_011669923.1	lcl|NZ_RQGE01000007.1_cds_WP_135596090.1_2849	29.545	220	387
WP_011669923.1	lcl|NZ_RQGE01000025.1_cds_WP_135597019.1_1759	23.729	354	387
WP_020780103.1	lcl|NZ_RQGE01000007.1_cds_WP_020777511.1_2835	43.496	246	572
WP_020780103.1	lcl|NZ_RQGE01000007.1_cds_WP_135596085.1_2829	39.506	243	572
WP_020780103.1	lcl|NZ_RQGE01000007.1_cds_WP_020777622.1_2836	31.599	269	572
WP_020780103.1	lcl|NZ_RQGE01000010.1_cds_WP_004784604.1_716	29.412	272	572
WP_020780103.1	lcl|NZ_RQGE01000031.1_cds_WP_135597212.1_3327	26.794	209	572
WP_020780103.1	lcl|NZ_RQGE01000007.1_cds_WP_020777511.1_2835	43.496	246	572
WP_020780103.1	lcl|NZ_RQGE01000007.1_cds_WP_135596085.1_2829	39.506	243	572
WP_020780103.1	lcl|NZ_RQGE01000007.1_cds_WP_020777622.1_2836	31.599	269	572
WP_020780103.1	lcl|NZ_RQGE01000010.1_cds_WP_004784604.1_716	29.412	272	572
WP_020780103.1	lcl|NZ_RQGE01000031.1_cds_WP_135597212.1_3327	26.794	209	572
WP_011669926.1	lcl|NZ_RQGE01000007.1_cds_WP_135596086.1_2837	43.510	416	417
