WP_002725873.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594790.1_3128	62.162	74	106
WP_011669917.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594788.1_3127	82.484	314	318
WP_011669917.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100725791.1_924	22.727	330	318
WP_011669917.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638522.1_3076	22.857	280	318
WP_011669917.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373500.1_3074	22.013	318	318
WP_011669917.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373493.1_3056	27.273	253	318
WP_011669917.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373189.1_1485	23.839	323	318
WP_011669917.1	lcl|NZ_JAMQQB010000002.1_cds_WP_100715920.1_3339	23.077	169	318
WP_011669918.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594731.1_3099	42.373	354	361
WP_011669919.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373490.1_3053	34.234	111	220
WP_011669919.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135798983.1_2764	25.325	154	220
WP_011669919.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594701.1_3082	34.694	98	220
WP_011669919.1	lcl|NZ_JAMQQB010000001.1_cds_WP_238761168.1_3058	33.846	130	220
WP_011669919.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373488.1_3050	34.043	94	220
WP_011669919.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135675313.1_2682	34.259	108	220
WP_011669919.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265372897.1_26	30.526	95	220
WP_011669919.1	lcl|NZ_JAMQQB010000001.1_cds_WP_165780357.1_559	31.193	109	220
WP_011669919.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135592290.1_3052	29.126	103	220
WP_020780109.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638469.1_3119	31.624	351	354
WP_020780109.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373283.1_1971	34.437	302	354
WP_020780109.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373511.1_3102	31.579	342	354
WP_020780109.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638469.1_3119	31.624	351	354
WP_020780109.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373283.1_1971	34.437	302	354
WP_020780109.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373511.1_3102	31.579	342	354
WP_011669921.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373517.1_3117	35.965	228	230
WP_011669921.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373521.1_3122	37.952	166	230
WP_011669921.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373159.1_1327	31.963	219	230
WP_011669921.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639563.1_1342	27.119	118	230
WP_011669921.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594733.1_3100	27.419	124	230
WP_011669923.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373129.1_1195	31.105	389	387
WP_011669923.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135673600.1_3115	36.145	249	387
WP_011669923.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373510.1_3101	26.933	375	387
WP_011669923.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594781.1_3124	29.121	364	387
WP_011669923.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100715612.1_1799	23.513	353	387
WP_020780103.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373517.1_3117	43.443	244	572
WP_020780103.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373521.1_3122	38.367	245	572
WP_020780103.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638471.1_3116	27.181	298	572
WP_020780103.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373442.1_2814	24.186	215	572
WP_020780103.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373517.1_3117	43.443	244	572
WP_020780103.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373521.1_3122	38.367	245	572
WP_020780103.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638471.1_3116	27.181	298	572
WP_020780103.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373442.1_2814	24.186	215	572
WP_011669926.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135673600.1_3115	44.203	414	417
WP_011669926.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373510.1_3101	31.680	363	417
WP_011669926.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373129.1_1195	28.440	327	417
WP_011669926.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594781.1_3124	30.488	328	417
WP_011669926.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100718929.1_2136	29.907	214	417
WP_011669926.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100715612.1_1799	26.068	234	417
WP_011669927.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373516.1_3113	27.193	228	345
WP_004779587.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135652149.1_3114	31.325	166	181
WP_020780101.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639780.1_816	24.638	207	342
WP_020780101.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639780.1_816	24.638	207	342
WP_011669928.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373506.1_3093	25.424	177	362
WP_011669928.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373442.1_2814	23.744	219	362
WP_011669928.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373506.1_3093	25.424	177	362
WP_011669928.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373442.1_2814	23.744	219	362
WP_004779589.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639812.1_748	31.847	157	210
WP_004779589.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100717607.1_635	27.778	108	210
WP_004779589.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100725684.1_1046	26.277	137	210
WP_004779589.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373512.1_3104	30.612	98	210
WP_004779589.1	lcl|NZ_JAMQQB010000002.1_cds_WP_100715888.1_3304	27.941	136	210
WP_004779550.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373512.1_3104	26.207	145	244
WP_004779550.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135594060.1_1697	32.110	109	244
WP_011669929.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135688228.1_3111	22.500	200	483
WP_004779595.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373517.1_3117	36.929	241	242
WP_004779595.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373521.1_3122	32.489	237	242
WP_004779595.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373159.1_1327	26.012	173	242
WP_004779595.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373507.1_3094	32.283	127	242
WP_004779595.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639563.1_1342	30.357	112	242
WP_004779559.1	lcl|NZ_JAMQQB010000001.1_cds_WP_238761192.1_3103	24.932	369	453
WP_011669930.1	lcl|NZ_JAMQQB010000002.1_cds_WP_100715851.1_3264	28.854	253	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100727124.1_320	28.800	250	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639631.1_1174	28.685	251	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135604428.1_2606	27.668	253	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100717658.1_386	26.923	260	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_004786786.1_1202	24.906	265	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639366.1_1728	28.108	185	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135604104.1_3037	23.881	268	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100715620.1_1790	27.668	253	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373493.1_3056	28.500	200	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_108958975.1_2614	25.789	190	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639715.1_965	23.404	188	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100717664.1_380	24.378	201	255
WP_011669930.1	lcl|NZ_JAMQQB010000002.1_cds_WP_100715840.1_3251	22.321	112	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_100725791.1_924	37.681	69	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135640057.1_487	21.359	206	255
WP_011669930.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135605113.1_1653	25.373	201	255
WP_011669931.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135639695.1_1017	31.250	320	314
WP_011669931.1	lcl|NZ_JAMQQB010000001.1_cds_WP_210409728.1_602	27.333	300	314
WP_011669931.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638209.1_183	27.000	200	314
WP_011669931.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373522.1_3123	25.000	288	314
WP_004779598.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373511.1_3102	36.264	273	282
WP_004779598.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373283.1_1971	34.470	264	282
WP_004779598.1	lcl|NZ_JAMQQB010000001.1_cds_WP_135638469.1_3119	31.849	292	282
WP_011669932.1	lcl|NZ_JAMQQB010000001.1_cds_WP_265373129.1_1195	37.157	401	401
