WP_002725873.1	lcl|NZ_AFLH02000484.1_cds_WP_000340715.1_1033	93.902	82	106
WP_011669917.1	lcl|NZ_AFLH02000484.1_cds_WP_000410273.1_1032	92.903	310	318
WP_011669917.1	lcl|NZ_AFLH02000484.1_cds_WP_000093099.1_1012	58.730	63	318
WP_011669917.1	lcl|NZ_AFLH02000484.1_cds_WP_000646250.1_1029	28.112	249	318
WP_011669917.1	lcl|NZ_AFLH02000238.1_cds_WP_000744700.1_2945	23.148	324	318
WP_011669917.1	lcl|NZ_AFLH02000484.1_cds_WP_000600889.1_1003	23.273	275	318
WP_011669917.1	lcl|NZ_AFLH02000091.1_cds_WP_000723090.1_3625	23.875	289	318
WP_011669917.1	lcl|NZ_AFLH02000425.1_cds_WP_000723090.1_1806	23.875	289	318
WP_011669917.1	lcl|NZ_AFLH02000484.1_cds_WP_001067557.1_1026	23.708	329	318
WP_011669918.1	lcl|NZ_AFLH02000484.1_cds_WP_000202830.1_993	42.776	353	361
WP_011669919.1	lcl|NZ_AFLH02000091.1_cds_WP_000282880.1_3621	37.903	124	220
WP_011669919.1	lcl|NZ_AFLH02000425.1_cds_WP_000282880.1_1802	37.903	124	220
WP_011669919.1	lcl|NZ_AFLH02000526.1_cds_WP_001099029.1_203	27.803	223	220
WP_011669919.1	lcl|NZ_AFLH02000484.1_cds_WP_001068986.1_975	31.522	92	220
WP_011669919.1	lcl|NZ_AFLH02000414.1_cds_WP_000840858.1_1942	29.808	104	220
WP_011669919.1	lcl|NZ_AFLH02000123.1_cds_WP_000868621.1_3488	29.670	91	220
WP_011669919.1	lcl|NZ_AFLH02000334.1_cds_WP_000262844.1_2453	25.121	207	220
WP_011669919.1	lcl|NZ_AFLH02000503.1_cds_WP_001114267.1_648	26.136	176	220
WP_020780109.1	lcl|NZ_AFLH02000484.1_cds_WP_001230564.1_1000	36.873	339	354
WP_020780109.1	lcl|NZ_AFLH02000484.1_cds_WP_000582618.1_996	34.663	326	354
WP_020780109.1	lcl|NZ_AFLH02000209.1_cds_WP_001011675.1_3143	34.237	295	354
WP_020780109.1	lcl|NZ_AFLH02000484.1_cds_WP_001230564.1_1000	36.873	339	354
WP_020780109.1	lcl|NZ_AFLH02000484.1_cds_WP_000582618.1_996	34.663	326	354
WP_020780109.1	lcl|NZ_AFLH02000209.1_cds_WP_001011675.1_3143	34.237	295	354
WP_011669921.1	lcl|NZ_AFLH02000135.1_cds_WP_001014594.1_3428	29.577	213	230
WP_011669921.1	lcl|NZ_AFLH02000177.1_cds_WP_000721859.1_3261	32.743	113	230
WP_011669922.1	lcl|NZ_AFLH02000484.1_cds_WP_000698820.1_990	41.857	614	599
WP_011669923.1	lcl|NZ_AFLH02000484.1_cds_WP_000582222.1_1014	37.805	246	387
WP_011669923.1	lcl|NZ_AFLH02000511.1_cds_WP_001281953.1_496	31.989	372	387
WP_011669923.1	lcl|NZ_AFLH02000484.1_cds_WP_000608295.1_1024	33.898	236	387
WP_011669923.1	lcl|NZ_AFLH02000484.1_cds_WP_000947844.1_1002	32.700	263	387
WP_011669923.1	lcl|NZ_AFLH02000484.1_cds_WP_001198107.1_1025	37.864	206	387
WP_011669923.1	lcl|NZ_AFLH02000484.1_cds_WP_000346036.1_995	26.944	360	387
WP_011669923.1	lcl|NZ_AFLH02000091.1_cds_WP_000575178.1_3619	28.269	283	387
WP_011669923.1	lcl|NZ_AFLH02000262.1_cds_WP_000538752.1_2800	26.168	321	387
WP_011669923.1	lcl|NZ_AFLH02000507.1_cds_WP_001982414.1_578	24.895	237	387
WP_011669924.1	lcl|NZ_AFLH02000484.1_cds_WP_000698820.1_990	27.316	626	583
WP_020780103.1	lcl|NZ_AFLH02000329.1_cds_WP_082275805.1_2480	24.841	157	572
WP_020780103.1	lcl|NZ_AFLH02000177.1_cds_WP_000721859.1_3261	32.479	117	572
WP_020780103.1	lcl|NZ_AFLH02000329.1_cds_WP_082275805.1_2480	24.841	157	572
WP_020780103.1	lcl|NZ_AFLH02000177.1_cds_WP_000721859.1_3261	32.479	117	572
WP_011669926.1	lcl|NZ_AFLH02000511.1_cds_WP_001281953.1_496	29.969	327	417
WP_011669926.1	lcl|NZ_AFLH02000484.1_cds_WP_001198107.1_1025	36.667	270	417
WP_011669926.1	lcl|NZ_AFLH02000091.1_cds_WP_000575178.1_3619	34.749	259	417
WP_011669926.1	lcl|NZ_AFLH02000484.1_cds_WP_000608295.1_1024	33.219	292	417
WP_011669926.1	lcl|NZ_AFLH02000484.1_cds_WP_000346036.1_995	29.367	395	417
WP_011669926.1	lcl|NZ_AFLH02000484.1_cds_WP_000582222.1_1014	37.850	214	417
WP_011669926.1	lcl|NZ_AFLH02000484.1_cds_WP_000947844.1_1002	28.044	271	417
WP_011669926.1	lcl|NZ_AFLH02000262.1_cds_WP_000538752.1_2800	25.130	386	417
WP_011669926.1	lcl|NZ_AFLH02000507.1_cds_WP_001982414.1_578	24.686	239	417
WP_020780101.1	lcl|NZ_AFLH02000394.1_cds_WP_000870126.1_2023	25.503	149	342
WP_020780101.1	lcl|NZ_AFLH02000394.1_cds_WP_000870126.1_2023	25.503	149	342
