WP_002725873.1	lcl|NZ_JQPH01000046.1_cds_WP_000340715.1_1243	93.902	82	106
WP_011669917.1	lcl|NZ_JQPH01000046.1_cds_WP_000410273.1_1242	92.903	310	318
WP_011669917.1	lcl|NZ_JQPH01000046.1_cds_WP_042752260.1_1239	27.711	249	318
WP_011669917.1	lcl|NZ_JQPH01000092.1_cds_WP_000744704.1_2234	23.148	324	318
WP_011669917.1	lcl|NZ_JQPH01000046.1_cds_WP_000600889.1_1214	23.273	275	318
WP_011669917.1	lcl|NZ_JQPH01000046.1_cds_WP_000723082.1_1152	23.875	289	318
WP_011669917.1	lcl|NZ_JQPH01000046.1_cds_WP_001067556.1_1236	23.708	329	318
WP_011669918.1	lcl|NZ_JQPH01000046.1_cds_WP_000202832.1_1204	42.776	353	361
WP_011669919.1	lcl|NZ_JQPH01000046.1_cds_WP_000282884.1_1156	37.097	124	220
WP_011669919.1	lcl|NZ_JQPH01000100.1_cds_WP_061234027.1_2392	27.354	223	220
WP_011669919.1	lcl|NZ_JQPH01000046.1_cds_WP_001068984.1_1177	31.522	92	220
WP_011669919.1	lcl|NZ_JQPH01000129.1_cds_WP_061234136.1_2803	28.846	104	220
WP_011669919.1	lcl|NZ_JQPH01000052.1_cds_WP_061230306.1_1314	29.670	91	220
WP_011669919.1	lcl|NZ_JQPH01000046.1_cds_WP_061233846.1_1149	26.136	176	220
WP_011669919.1	lcl|NZ_JQPH01000124.1_cds_WP_000262844.1_2773	25.121	207	220
WP_020780109.1	lcl|NZ_JQPH01000046.1_cds_WP_061233868.1_1211	36.873	339	354
WP_020780109.1	lcl|NZ_JQPH01000046.1_cds_WP_061233865.1_1207	34.663	326	354
WP_020780109.1	lcl|NZ_JQPH01000036.1_cds_WP_001011666.1_851	34.576	295	354
WP_020780109.1	lcl|NZ_JQPH01000046.1_cds_WP_061233868.1_1211	36.873	339	354
WP_020780109.1	lcl|NZ_JQPH01000046.1_cds_WP_061233865.1_1207	34.663	326	354
WP_020780109.1	lcl|NZ_JQPH01000036.1_cds_WP_001011666.1_851	34.576	295	354
WP_011669921.1	lcl|NZ_JQPH01000108.1_cds_WP_061234044.1_2534	42.771	166	230
WP_011669921.1	lcl|NZ_JQPH01000159.1_cds_WP_001014595.1_3281	29.577	213	230
WP_011669921.1	lcl|NZ_JQPH01000101.1_cds_WP_000721854.1_2417	33.613	119	230
WP_011669921.1	lcl|NZ_JQPH01000046.1_cds_WP_061233854.1_1188	29.661	118	230
WP_011669922.1	lcl|NZ_JQPH01000046.1_cds_WP_061233863.1_1201	42.020	614	599
WP_011669923.1	lcl|NZ_JQPH01000028.1_cds_WP_001281953.1_646	31.989	372	387
WP_011669923.1	lcl|NZ_JQPH01000046.1_cds_WP_000947842.1_1213	32.700	263	387
WP_011669923.1	lcl|NZ_JQPH01000046.1_cds_WP_061233864.1_1206	26.944	360	387
WP_011669923.1	lcl|NZ_JQPH01000046.1_cds_WP_000575178.1_1158	28.269	283	387
WP_011669923.1	lcl|NZ_JQPH01000203.1_cds_WP_000538755.1_3715	26.168	321	387
WP_011669923.1	lcl|NZ_JQPH01000024.1_cds_WP_001982414.1_463	24.895	237	387
WP_011669924.1	lcl|NZ_JQPH01000046.1_cds_WP_061233863.1_1201	27.476	626	583
WP_020780103.1	lcl|NZ_JQPH01000108.1_cds_WP_061234044.1_2534	35.656	244	572
WP_020780103.1	lcl|NZ_JQPH01000016.1_cds_WP_061233723.1_289	23.077	130	572
WP_020780103.1	lcl|NZ_JQPH01000046.1_cds_WP_061233856.1_1191	19.283	223	572
WP_020780103.1	lcl|NZ_JQPH01000108.1_cds_WP_061234044.1_2534	35.656	244	572
WP_020780103.1	lcl|NZ_JQPH01000016.1_cds_WP_061233723.1_289	23.077	130	572
WP_020780103.1	lcl|NZ_JQPH01000046.1_cds_WP_061233856.1_1191	19.283	223	572
WP_011669926.1	lcl|NZ_JQPH01000028.1_cds_WP_001281953.1_646	29.969	327	417
WP_011669926.1	lcl|NZ_JQPH01000046.1_cds_WP_000575178.1_1158	34.749	259	417
WP_011669926.1	lcl|NZ_JQPH01000046.1_cds_WP_061233864.1_1206	29.367	395	417
WP_011669926.1	lcl|NZ_JQPH01000046.1_cds_WP_000947842.1_1213	28.044	271	417
WP_011669926.1	lcl|NZ_JQPH01000203.1_cds_WP_000538755.1_3715	25.130	386	417
WP_011669926.1	lcl|NZ_JQPH01000024.1_cds_WP_001982414.1_463	24.686	239	417
WP_004779587.1	lcl|NZ_JQPH01000046.1_cds_WP_061233862.1_1200	28.916	166	181
WP_020780101.1	lcl|NZ_JQPH01000165.1_cds_WP_000870125.1_3325	25.503	149	342
WP_020780101.1	lcl|NZ_JQPH01000165.1_cds_WP_000870125.1_3325	25.503	149	342
WP_011669928.1	lcl|NZ_JQPH01000016.1_cds_WP_061233723.1_289	22.308	130	362
WP_011669928.1	lcl|NZ_JQPH01000046.1_cds_WP_061233856.1_1191	19.580	286	362
WP_011669928.1	lcl|NZ_JQPH01000016.1_cds_WP_061233723.1_289	22.308	130	362
WP_011669928.1	lcl|NZ_JQPH01000046.1_cds_WP_061233856.1_1191	19.580	286	362
WP_004779589.1	lcl|NZ_JQPH01000337.1_cds_WP_000482996.1_4174	31.373	102	210
WP_004779589.1	lcl|NZ_JQPH01000040.1_cds_WP_000012765.1_1035	30.833	120	210
WP_004779550.1	lcl|NZ_JQPH01000046.1_cds_WP_000517242.1_1229	32.941	85	244
WP_004779595.1	lcl|NZ_JQPH01000108.1_cds_WP_061234044.1_2534	32.174	230	242
WP_004779595.1	lcl|NZ_JQPH01000159.1_cds_WP_001014595.1_3281	31.100	209	242
WP_004779595.1	lcl|NZ_JQPH01000046.1_cds_WP_061233854.1_1188	25.000	120	242
WP_011669930.1	lcl|NZ_JQPH01000046.1_cds_WP_061233852.1_1186	31.048	248	255
WP_011669930.1	lcl|NZ_JQPH01000096.1_cds_WP_000998676.1_2322	31.474	251	255
WP_011669930.1	lcl|NZ_JQPH01000071.1_cds_WP_000566240.1_1694	34.884	172	255
WP_011669930.1	lcl|NZ_JQPH01000060.1_cds_WP_000043153.1_1512	26.038	265	255
WP_011669930.1	lcl|NZ_JQPH01000071.1_cds_WP_002100448.1_1664	27.757	263	255
WP_011669930.1	lcl|NZ_JQPH01000117.1_cds_WP_000653653.1_2618	27.481	262	255
WP_011669930.1	lcl|NZ_JQPH01000079.1_cds_WP_000351753.1_1970	24.164	269	255
WP_011669930.1	lcl|NZ_JQPH01000252.1_cds_WP_017854516.1_3943	29.843	191	255
WP_011669930.1	lcl|NZ_JQPH01000083.1_cds_WP_042751881.1_2062	27.568	185	255
WP_011669930.1	lcl|NZ_JQPH01000046.1_cds_WP_000723082.1_1152	28.358	201	255
WP_011669930.1	lcl|NZ_JQPH01000071.1_cds_WP_001069863.1_1729	26.220	164	255
WP_011669930.1	lcl|NZ_JQPH01000071.1_cds_WP_000800040.1_1735	27.320	194	255
WP_011669930.1	lcl|NZ_JQPH01000038.1_cds_WP_000093664.1_904	23.000	200	255
WP_011669930.1	lcl|NZ_JQPH01000133.1_cds_WP_061234162.1_2889	24.038	208	255
WP_011669930.1	lcl|NZ_JQPH01000092.1_cds_WP_000744704.1_2234	33.333	72	255
WP_011669930.1	lcl|NZ_JQPH01000037.1_cds_WP_001074690.1_864	24.352	193	255
WP_011669931.1	lcl|NZ_JQPH01000233.1_cds_JG75_RS19450_3851	30.435	253	314
WP_011669931.1	lcl|NZ_JQPH01000233.1_cds_JG75_RS19450_3851	31.148	61	314
WP_004779598.1	lcl|NZ_JQPH01000046.1_cds_WP_061233868.1_1211	36.957	276	282
WP_004779598.1	lcl|NZ_JQPH01000036.1_cds_WP_001011666.1_851	37.979	287	282
WP_004779598.1	lcl|NZ_JQPH01000046.1_cds_WP_061233865.1_1207	32.721	272	282
WP_011669932.1	lcl|NZ_JQPH01000028.1_cds_WP_001281953.1_646	38.155	401	401
WP_011669932.1	lcl|NZ_JQPH01000046.1_cds_WP_000575178.1_1158	28.455	369	401
WP_011669932.1	lcl|NZ_JQPH01000046.1_cds_WP_000947842.1_1213	27.851	377	401
