WP_002725873.1	lcl|NZ_RQHC01000008.1_cds_WP_135576183.1_3340	63.514	74	106
WP_011669917.1	lcl|NZ_RQHC01000008.1_cds_WP_135737733.1_3341	81.150	313	318
WP_011669917.1	lcl|NZ_RQHC01000003.1_cds_WP_135576905.1_2033	22.769	325	318
WP_011669917.1	lcl|NZ_RQHC01000008.1_cds_WP_135737736.1_3345	24.599	187	318
WP_011669917.1	lcl|NZ_RQHC01000007.1_cds_WP_012476594.1_3054	23.077	169	318
WP_011669917.1	lcl|NZ_RQHC01000003.1_cds_WP_135736992.1_1460	23.529	323	318
WP_011669917.1	lcl|NZ_RQHC01000008.1_cds_WP_135737748.1_3370	19.856	277	318
WP_011669919.1	lcl|NZ_RQHC01000010.1_cds_WP_135737790.1_3478	36.036	111	220
WP_011669919.1	lcl|NZ_RQHC01000003.1_cds_WP_135575436.1_189	26.860	242	220
WP_011669919.1	lcl|NZ_RQHC01000010.1_cds_WP_135737788.1_3475	31.633	98	220
WP_011669919.1	lcl|NZ_RQHC01000010.1_cds_WP_012476300.1_3477	28.421	95	220
WP_011669919.1	lcl|NZ_RQHC01000012.1_cds_WP_012389241.1_2940	31.915	94	220
WP_011669919.1	lcl|NZ_RQHC01000003.1_cds_WP_135575523.1_268	32.258	124	220
WP_011669919.1	lcl|NZ_RQHC01000003.1_cds_WP_012389771.1_2412	29.358	109	220
WP_020780109.1	lcl|NZ_RQHC01000008.1_cds_WP_135576167.1_3348	38.253	332	354
WP_020780109.1	lcl|NZ_RQHC01000008.1_cds_WP_167881398.1_3359	31.818	352	354
WP_020780109.1	lcl|NZ_RQHC01000003.1_cds_WP_135736768.1_978	34.114	299	354
WP_020780109.1	lcl|NZ_RQHC01000008.1_cds_WP_135576167.1_3348	38.253	332	354
WP_020780109.1	lcl|NZ_RQHC01000008.1_cds_WP_167881398.1_3359	31.818	352	354
WP_020780109.1	lcl|NZ_RQHC01000003.1_cds_WP_135736768.1_978	34.114	299	354
WP_011669921.1	lcl|NZ_RQHC01000003.1_cds_WP_135577472.1_1622	29.545	220	230
WP_011669921.1	lcl|NZ_RQHC01000003.1_cds_WP_135737063.1_1607	26.496	117	230
WP_011669921.1	lcl|NZ_RQHC01000008.1_cds_WP_135737751.1_3374	42.000	50	230
WP_011669923.1	lcl|NZ_RQHC01000003.1_cds_WP_135737145.1_1763	30.711	394	387
WP_011669923.1	lcl|NZ_RQHC01000008.1_cds_WP_135737737.1_3346	32.197	264	387
WP_011669923.1	lcl|NZ_RQHC01000003.1_cds_WP_012387715.1_1153	23.229	353	387
WP_020780103.1	lcl|NZ_RQHC01000003.1_cds_WP_135736385.1_139	26.667	210	572
WP_020780103.1	lcl|NZ_RQHC01000003.1_cds_WP_135736385.1_139	26.667	210	572
WP_011669926.1	lcl|NZ_RQHC01000003.1_cds_WP_135737145.1_1763	27.829	327	417
WP_011669926.1	lcl|NZ_RQHC01000008.1_cds_WP_135737737.1_3346	26.335	281	417
WP_011669926.1	lcl|NZ_RQHC01000003.1_cds_WP_012387715.1_1153	26.692	266	417
WP_011669926.1	lcl|NZ_RQHC01000003.1_cds_WP_135736687.1_810	28.972	214	417
WP_020780101.1	lcl|NZ_RQHC01000003.1_cds_WP_135737321.1_2143	23.333	270	342
WP_020780101.1	lcl|NZ_RQHC01000003.1_cds_WP_135737321.1_2143	23.333	270	342
WP_011669928.1	lcl|NZ_RQHC01000003.1_cds_WP_135736385.1_139	23.111	225	362
WP_011669928.1	lcl|NZ_RQHC01000003.1_cds_WP_135736385.1_139	23.111	225	362
WP_004779589.1	lcl|NZ_RQHC01000003.1_cds_WP_226992807.1_2211	31.613	155	210
WP_004779589.1	lcl|NZ_RQHC01000007.1_cds_WP_135737556.1_2993	33.577	137	210
WP_004779589.1	lcl|NZ_RQHC01000001.1_cds_WP_135579447.1_3494	29.000	100	210
WP_004779589.1	lcl|NZ_RQHC01000008.1_cds_WP_135737744.1_3366	27.027	148	210
WP_004779589.1	lcl|NZ_RQHC01000003.1_cds_WP_012389847.1_2326	26.852	108	210
WP_004779550.1	lcl|NZ_RQHC01000003.1_cds_WP_135577936.1_1258	32.110	109	244
WP_004779595.1	lcl|NZ_RQHC01000003.1_cds_WP_135577472.1_1622	27.700	213	242
WP_004779595.1	lcl|NZ_RQHC01000008.1_cds_WP_135737751.1_3374	29.323	133	242
WP_004779595.1	lcl|NZ_RQHC01000003.1_cds_WP_135737063.1_1607	30.357	112	242
WP_011669930.1	lcl|NZ_RQHC01000008.1_cds_WP_135737746.1_3368	28.731	268	255
WP_011669930.1	lcl|NZ_RQHC01000008.1_cds_WP_135737745.1_3367	30.943	265	255
WP_011669930.1	lcl|NZ_RQHC01000003.1_cds_WP_135737154.1_1784	29.365	252	255
WP_011669930.1	lcl|NZ_RQHC01000013.1_cds_WP_012389530.1_2656	29.150	247	255
WP_011669930.1	lcl|NZ_RQHC01000007.1_cds_WP_135579981.1_2981	28.458	253	255
WP_011669930.1	lcl|NZ_RQHC01000003.1_cds_WP_135575593.1_340	27.668	253	255
WP_011669930.1	lcl|NZ_RQHC01000013.1_cds_WP_135579593.1_2600	26.744	258	255
WP_011669930.1	lcl|NZ_RQHC01000003.1_cds_WP_004786786.1_1752	24.906	265	255
WP_011669930.1	lcl|NZ_RQHC01000003.1_cds_WP_135736876.1_1222	28.649	185	255
WP_011669930.1	lcl|NZ_RQHC01000003.1_cds_WP_135737093.1_1677	27.444	266	255
WP_011669930.1	lcl|NZ_RQHC01000010.1_cds_WP_135575133.1_3463	25.185	270	255
WP_011669930.1	lcl|NZ_RQHC01000003.1_cds_WP_135736846.1_1162	27.165	254	255
WP_011669930.1	lcl|NZ_RQHC01000013.1_cds_WP_135578970.1_2496	23.786	206	255
WP_011669930.1	lcl|NZ_RQHC01000003.1_cds_WP_135737249.1_1992	23.936	188	255
WP_011669930.1	lcl|NZ_RQHC01000007.1_cds_WP_135579961.1_2968	22.378	143	255
WP_011669930.1	lcl|NZ_RQHC01000003.1_cds_WP_135577379.1_1689	30.000	80	255
WP_011669930.1	lcl|NZ_RQHC01000003.1_cds_WP_135576905.1_2033	36.232	69	255
WP_011669930.1	lcl|NZ_RQHC01000013.1_cds_WP_135579599.1_2606	24.242	198	255
WP_011669931.1	lcl|NZ_RQHC01000003.1_cds_WP_012390249.1_1939	31.269	323	314
WP_011669931.1	lcl|NZ_RQHC01000012.1_cds_WP_135737846.1_2780	27.488	211	314
