WP_002725873.1	lcl|NZ_AFKL01000419.1_cds_WP_000340715.1_2	93.902	82	106
WP_011669917.1	lcl|NZ_AFKL01000180.1_cds_WP_001073474.1_1419	95.522	201	318
WP_011669917.1	lcl|NZ_AFKL01000419.1_cds_WP_000410265.1_1	88.496	113	318
WP_011669917.1	lcl|NZ_AFKL01000286.1_cds_WP_000093099.1_447	58.730	63	318
WP_011669917.1	lcl|NZ_AFKL01000180.1_cds_WP_000646250.1_1416	28.112	249	318
WP_011669917.1	lcl|NZ_AFKL01000056.1_cds_WP_000744700.1_3187	23.148	324	318
WP_011669917.1	lcl|NZ_AFKL01000008.1_cds_WP_000600889.1_3698	23.273	275	318
WP_011669917.1	lcl|NZ_AFKL01000026.1_cds_WP_000597065.1_3532	23.875	289	318
WP_011669917.1	lcl|NZ_AFKL01000180.1_cds_WP_001067557.1_1413	23.708	329	318
WP_011669918.1	lcl|NZ_AFKL01000008.1_cds_WP_000202830.1_3708	42.776	353	361
WP_011669919.1	lcl|NZ_AFKL01000073.1_cds_WP_000282880.1_2705	37.903	124	220
WP_011669919.1	lcl|NZ_AFKL01000324.1_cds_WP_001099029.1_291	27.803	223	220
WP_011669919.1	lcl|NZ_AFKL01000008.1_cds_WP_001068986.1_3726	31.522	92	220
WP_011669919.1	lcl|NZ_AFKL01000153.1_cds_WP_000840858.1_1643	29.808	104	220
WP_011669919.1	lcl|NZ_AFKL01000077.1_cds_WP_000868621.1_2575	29.670	91	220
WP_011669919.1	lcl|NZ_AFKL01000169.1_cds_WP_000262844.1_1488	25.121	207	220
WP_011669919.1	lcl|NZ_AFKL01000166.1_cds_WP_001114267.1_1498	26.136	176	220
WP_020780109.1	lcl|NZ_AFKL01000008.1_cds_WP_001230564.1_3701	36.873	339	354
WP_020780109.1	lcl|NZ_AFKL01000008.1_cds_WP_000582618.1_3705	34.663	326	354
WP_020780109.1	lcl|NZ_AFKL01000386.1_cds_WP_001011675.1_116	34.237	295	354
WP_020780109.1	lcl|NZ_AFKL01000008.1_cds_WP_001230564.1_3701	36.873	339	354
WP_020780109.1	lcl|NZ_AFKL01000008.1_cds_WP_000582618.1_3705	34.663	326	354
WP_020780109.1	lcl|NZ_AFKL01000386.1_cds_WP_001011675.1_116	34.237	295	354
WP_011669921.1	lcl|NZ_AFKL01000298.1_cds_WP_001014594.1_368	29.577	213	230
WP_011669921.1	lcl|NZ_AFKL01000048.1_cds_WP_000721859.1_3439	32.743	113	230
WP_011669922.1	lcl|NZ_AFKL01000008.1_cds_WP_000698820.1_3711	41.857	614	599
WP_011669923.1	lcl|NZ_AFKL01000286.1_cds_WP_000582222.1_449	37.805	246	387
