WP_002725873.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000340715.1_659	93.902	82	106
WP_011669917.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000410273.1_660	92.903	310	318
WP_011669917.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000093099.1_680	58.730	63	318
WP_011669917.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000646250.1_663	28.112	249	318
WP_011669917.1	lcl|NZ_JAGGCR010000007.1_cds_WP_000744700.1_1360	23.148	324	318
WP_011669917.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000600889.1_689	23.273	275	318
WP_011669917.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000723090.1_742	23.875	289	318
WP_011669917.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001067557.1_666	23.708	329	318
WP_011669918.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000202830.1_699	42.776	353	361
WP_011669919.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000282880.1_738	37.903	124	220
WP_011669919.1	lcl|NZ_JAGGCR010000025.1_cds_WP_001099029.1_2820	27.803	223	220
WP_011669919.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001068986.1_717	31.522	92	220
WP_011669919.1	lcl|NZ_JAGGCR010000037.1_cds_WP_000840858.1_3268	29.808	104	220
WP_011669919.1	lcl|NZ_JAGGCR010000021.1_cds_WP_000868621.1_2586	29.670	91	220
WP_011669919.1	lcl|NZ_JAGGCR010000015.1_cds_WP_000262844.1_2188	25.121	207	220
WP_011669919.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001114267.1_745	26.136	176	220
WP_020780109.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001230564.1_692	36.873	339	354
WP_020780109.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000582618.1_696	34.663	326	354
WP_020780109.1	lcl|NZ_JAGGCR010000023.1_cds_WP_001011675.1_2744	34.237	295	354
WP_020780109.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001230564.1_692	36.873	339	354
WP_020780109.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000582618.1_696	34.663	326	354
WP_020780109.1	lcl|NZ_JAGGCR010000023.1_cds_WP_001011675.1_2744	34.237	295	354
WP_011669921.1	lcl|NZ_JAGGCR010000015.1_cds_WP_001014594.1_2148	29.577	213	230
WP_011669921.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000721859.1_1193	32.743	113	230
WP_011669922.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000698820.1_702	41.857	614	599
WP_011669923.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000582222.1_678	37.805	246	387
WP_011669923.1	lcl|NZ_JAGGCR010000027.1_cds_WP_001281953.1_2930	31.989	372	387
WP_011669923.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000608295.1_668	33.898	236	387
WP_011669923.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000947844.1_690	32.700	263	387
WP_011669923.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001198107.1_667	37.864	206	387
WP_011669923.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000346036.1_697	26.944	360	387
WP_011669923.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000575178.1_736	28.269	283	387
WP_011669923.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000538752.1_1211	26.168	321	387
WP_011669923.1	lcl|NZ_JAGGCR010000012.1_cds_WP_001982414.1_1857	24.895	237	387
WP_011669924.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000698820.1_702	27.316	626	583
WP_020780103.1	lcl|NZ_JAGGCR010000011.1_cds_WP_000613386.1_1831	24.841	157	572
WP_020780103.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000721859.1_1193	32.479	117	572
