WP_002725873.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000340715.1_506	93.902	82	106
WP_011669917.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000410273.1_507	92.903	310	318
WP_011669917.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000093099.1_527	58.730	63	318
WP_011669917.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000646250.1_510	28.112	249	318
WP_011669917.1	lcl|NZ_JAGGCC010000005.1_cds_WP_000744700.1_831	23.148	324	318
WP_011669917.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000600889.1_536	23.273	275	318
WP_011669917.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000723090.1_589	23.875	289	318
WP_011669917.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001067557.1_513	23.708	329	318
WP_011669918.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000202830.1_546	42.776	353	361
WP_011669919.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000282880.1_585	37.903	124	220
WP_011669919.1	lcl|NZ_JAGGCC010000025.1_cds_WP_001099029.1_2461	27.803	223	220
WP_011669919.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001068986.1_564	31.522	92	220
WP_011669919.1	lcl|NZ_JAGGCC010000043.1_cds_WP_000840858.1_3219	29.808	104	220
WP_011669919.1	lcl|NZ_JAGGCC010000023.1_cds_WP_000868621.1_2340	29.670	91	220
WP_011669919.1	lcl|NZ_JAGGCC010000014.1_cds_WP_000262844.1_1777	25.121	207	220
WP_011669919.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001114267.1_592	26.136	176	220
WP_020780109.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001230564.1_539	36.873	339	354
WP_020780109.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000582618.1_543	34.663	326	354
WP_020780109.1	lcl|NZ_JAGGCC010000022.1_cds_WP_001011675.1_2285	34.237	295	354
WP_020780109.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001230564.1_539	36.873	339	354
WP_020780109.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000582618.1_543	34.663	326	354
WP_020780109.1	lcl|NZ_JAGGCC010000022.1_cds_WP_001011675.1_2285	34.237	295	354
WP_011669921.1	lcl|NZ_JAGGCC010000014.1_cds_WP_001014594.1_1737	29.577	213	230
WP_011669921.1	lcl|NZ_JAGGCC010000002.1_cds_WP_000721859.1_301	32.743	113	230
WP_011669922.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000698820.1_549	41.857	614	599
WP_011669923.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000582222.1_525	37.805	246	387
WP_011669923.1	lcl|NZ_JAGGCC010000051.1_cds_WP_001281953.1_3408	31.989	372	387
WP_011669923.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000608295.1_515	33.898	236	387
WP_011669923.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000947844.1_537	32.700	263	387
WP_011669923.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001198107.1_514	37.864	206	387
WP_011669923.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000346036.1_544	26.944	360	387
WP_011669923.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000575178.1_583	28.269	283	387
WP_011669923.1	lcl|NZ_JAGGCC010000002.1_cds_WP_000538752.1_319	26.168	321	387
