WP_002725873.1	lcl|NZ_JQQS01000219.1_cds_WP_000340715.1_3373	93.902	82	106
WP_011669917.1	lcl|NZ_JQQS01000219.1_cds_WP_000410266.1_3372	92.903	310	318
WP_011669917.1	lcl|NZ_JQQS01000219.1_cds_WP_000646254.1_3369	27.711	249	318
WP_011669917.1	lcl|NZ_JQQS01000054.1_cds_WP_000744698.1_1229	23.148	324	318
WP_011669917.1	lcl|NZ_JQQS01000058.1_cds_WP_000723091.1_1262	24.221	289	318
WP_011669917.1	lcl|NZ_JQQS01000219.1_cds_WP_001067557.1_3366	23.708	329	318
WP_011669919.1	lcl|NZ_JQQS01000058.1_cds_WP_000282882.1_1266	37.097	124	220
WP_011669919.1	lcl|NZ_JQQS01000051.1_cds_WP_001099039.1_1109	27.803	223	220
WP_011669919.1	lcl|NZ_JQQS01000028.1_cds_WP_061231898.1_602	29.808	104	220
WP_011669919.1	lcl|NZ_JQQS01000088.1_cds_WP_000868623.1_1819	29.670	91	220
WP_011669919.1	lcl|NZ_JQQS01000121.1_cds_WP_001114273.1_2419	26.136	176	220
WP_011669919.1	lcl|NZ_JQQS01000187.1_cds_WP_000262844.1_3129	25.121	207	220
WP_020780109.1	lcl|NZ_JQQS01000175.1_cds_WP_061231787.1_3019	34.576	295	354
WP_020780109.1	lcl|NZ_JQQS01000175.1_cds_WP_061231787.1_3019	34.576	295	354
WP_011669921.1	lcl|NZ_JQQS01000067.1_cds_WP_000696059.1_1467	42.771	166	230
WP_011669921.1	lcl|NZ_JQQS01000252.1_cds_WP_001014587.1_3528	29.577	213	230
WP_011669921.1	lcl|NZ_JQQS01000040.1_cds_WP_000721854.1_831	33.613	119	230
WP_011669923.1	lcl|NZ_JQQS01000122.1_cds_WP_001281953.1_2425	31.989	372	387
WP_011669923.1	lcl|NZ_JQQS01000219.1_cds_WP_000608294.1_3364	33.898	236	387
WP_011669923.1	lcl|NZ_JQQS01000219.1_cds_WP_001198107.1_3365	37.864	206	387
WP_011669923.1	lcl|NZ_JQQS01000083.1_cds_WP_000575181.1_1726	27.915	283	387
WP_011669923.1	lcl|NZ_JQQS01000016.1_cds_WP_000538755.1_299	26.168	321	387
WP_011669923.1	lcl|NZ_JQQS01000103.1_cds_WP_001982414.1_2154	24.895	237	387
WP_020780103.1	lcl|NZ_JQQS01000067.1_cds_WP_000696059.1_1467	35.246	244	572
WP_020780103.1	lcl|NZ_JQQS01000222.1_cds_WP_000613389.1_3379	23.077	130	572
WP_020780103.1	lcl|NZ_JQQS01000067.1_cds_WP_000696059.1_1467	35.246	244	572
WP_020780103.1	lcl|NZ_JQQS01000222.1_cds_WP_000613389.1_3379	23.077	130	572
WP_011669926.1	lcl|NZ_JQQS01000122.1_cds_WP_001281953.1_2425	29.969	327	417
WP_011669926.1	lcl|NZ_JQQS01000219.1_cds_WP_001198107.1_3365	36.667	270	417
WP_011669926.1	lcl|NZ_JQQS01000219.1_cds_WP_000608294.1_3364	33.219	292	417
WP_011669926.1	lcl|NZ_JQQS01000083.1_cds_WP_000575181.1_1726	34.363	259	417
WP_011669926.1	lcl|NZ_JQQS01000016.1_cds_WP_000538755.1_299	25.130	386	417
WP_011669926.1	lcl|NZ_JQQS01000103.1_cds_WP_001982414.1_2154	24.686	239	417
WP_004779587.1	lcl|NZ_JQQS01000059.1_cds_WP_000242331.1_1276	24.176	91	181
WP_020780101.1	lcl|NZ_JQQS01000217.1_cds_WP_000870125.1_3344	25.503	149	342
WP_020780101.1	lcl|NZ_JQQS01000217.1_cds_WP_000870125.1_3344	25.503	149	342
WP_011669928.1	lcl|NZ_JQQS01000222.1_cds_WP_000613389.1_3379	22.308	130	362
WP_011669928.1	lcl|NZ_JQQS01000222.1_cds_WP_000613389.1_3379	22.308	130	362
WP_004779589.1	lcl|NZ_JQQS01000019.1_cds_WP_000012765.1_340	30.833	120	210
WP_004779550.1	lcl|NZ_JQQS01000219.1_cds_WP_000517242.1_3357	32.941	85	244
WP_004779595.1	lcl|NZ_JQQS01000067.1_cds_WP_000696059.1_1467	32.609	230	242
WP_004779595.1	lcl|NZ_JQQS01000252.1_cds_WP_001014587.1_3528	31.100	209	242
WP_011669930.1	lcl|NZ_JQQS01000135.1_cds_WP_000998678.1_2552	31.474	251	255
WP_011669930.1	lcl|NZ_JQQS01000043.1_cds_WP_000566240.1_887	34.884	172	255
WP_011669930.1	lcl|NZ_JQQS01000091.1_cds_WP_000043153.1_1893	26.038	265	255
WP_011669930.1	lcl|NZ_JQQS01000043.1_cds_WP_002100448.1_915	27.757	263	255
WP_011669930.1	lcl|NZ_JQQS01000081.1_cds_WP_000653652.1_1695	27.481	262	255
WP_011669930.1	lcl|NZ_JQQS01000109.1_cds_WP_000351751.1_2258	24.164	269	255
WP_011669930.1	lcl|NZ_JQQS01000012.1_cds_WP_000646906.1_187	27.568	185	255
WP_011669930.1	lcl|NZ_JQQS01000058.1_cds_WP_000723091.1_1262	27.861	201	255
WP_011669930.1	lcl|NZ_JQQS01000042.1_cds_WP_000800040.1_873	27.320	194	255
WP_011669930.1	lcl|NZ_JQQS01000042.1_cds_WP_061231725.1_867	25.610	164	255
WP_011669930.1	lcl|NZ_JQQS01000019.1_cds_WP_000093664.1_397	23.000	200	255
WP_011669930.1	lcl|NZ_JQQS01000054.1_cds_WP_000744698.1_1229	33.333	72	255
WP_011669930.1	lcl|NZ_JQQS01000102.1_cds_WP_001074690.1_2074	24.352	193	255
WP_011669931.1	lcl|NZ_JQQS01000249.1_cds_WP_002115880.1_3510	29.394	330	314
WP_004779598.1	lcl|NZ_JQQS01000175.1_cds_WP_061231787.1_3019	37.979	287	282
