WP_002725873.1	lcl|NZ_AFKP01000233.1_cds_WP_000340715.1_272	93.902	82	106
WP_011669917.1	lcl|NZ_AFKP01000233.1_cds_WP_000410273.1_271	92.903	310	318
WP_011669917.1	lcl|NZ_AFKP01000233.1_cds_WP_000093099.1_251	58.730	63	318
WP_011669917.1	lcl|NZ_AFKP01000233.1_cds_WP_000646250.1_268	28.112	249	318
WP_011669917.1	lcl|NZ_AFKP01000113.1_cds_WP_000744700.1_1548	23.148	324	318
WP_011669917.1	lcl|NZ_AFKP01000233.1_cds_WP_000600889.1_242	23.273	275	318
WP_011669917.1	lcl|NZ_AFKP01000233.1_cds_WP_000723090.1_189	23.875	289	318
WP_011669917.1	lcl|NZ_AFKP01000233.1_cds_WP_001067557.1_265	23.708	329	318
WP_011669918.1	lcl|NZ_AFKP01000233.1_cds_WP_000202830.1_232	42.776	353	361
WP_011669919.1	lcl|NZ_AFKP01000233.1_cds_WP_000282880.1_193	37.903	124	220
WP_011669919.1	lcl|NZ_AFKP01000023.1_cds_WP_001099029.1_3264	27.803	223	220
WP_011669919.1	lcl|NZ_AFKP01000233.1_cds_WP_001068986.1_214	31.522	92	220
WP_011669919.1	lcl|NZ_AFKP01000047.1_cds_WP_000840858.1_2559	29.808	104	220
WP_011669919.1	lcl|NZ_AFKP01000036.1_cds_WP_000868621.1_2780	29.670	91	220
WP_011669919.1	lcl|NZ_AFKP01000161.1_cds_WP_000262844.1_758	25.121	207	220
WP_011669919.1	lcl|NZ_AFKP01000200.1_cds_WP_001114267.1_497	26.136	176	220
WP_020780109.1	lcl|NZ_AFKP01000233.1_cds_WP_001230564.1_239	36.873	339	354
WP_020780109.1	lcl|NZ_AFKP01000233.1_cds_WP_000582618.1_235	34.663	326	354
WP_020780109.1	lcl|NZ_AFKP01000129.1_cds_WP_001011675.1_1227	34.237	295	354
WP_020780109.1	lcl|NZ_AFKP01000233.1_cds_WP_001230564.1_239	36.873	339	354
WP_020780109.1	lcl|NZ_AFKP01000233.1_cds_WP_000582618.1_235	34.663	326	354
WP_020780109.1	lcl|NZ_AFKP01000129.1_cds_WP_001011675.1_1227	34.237	295	354
WP_011669921.1	lcl|NZ_AFKP01000125.1_cds_WP_001014594.1_1288	29.577	213	230
WP_011669921.1	lcl|NZ_AFKP01000032.1_cds_WP_000721859.1_2904	32.743	113	230
WP_011669922.1	lcl|NZ_AFKP01000233.1_cds_WP_000698820.1_229	41.857	614	599
WP_011669923.1	lcl|NZ_AFKP01000233.1_cds_WP_000582222.1_253	37.805	246	387
WP_011669923.1	lcl|NZ_AFKP01000150.1_cds_WP_001281953.1_900	31.989	372	387
WP_011669923.1	lcl|NZ_AFKP01000233.1_cds_WP_000608295.1_263	33.898	236	387
WP_011669923.1	lcl|NZ_AFKP01000233.1_cds_WP_000947844.1_241	32.700	263	387
WP_011669923.1	lcl|NZ_AFKP01000233.1_cds_WP_001198107.1_264	37.864	206	387
WP_011669923.1	lcl|NZ_AFKP01000233.1_cds_WP_000346036.1_234	26.944	360	387
WP_011669923.1	lcl|NZ_AFKP01000233.1_cds_WP_000575178.1_195	28.269	283	387
WP_011669923.1	lcl|NZ_AFKP01000027.1_cds_WP_000538752.1_3152	26.168	321	387
WP_011669923.1	lcl|NZ_AFKP01000045.1_cds_WP_001982414.1_2573	24.895	237	387
WP_011669924.1	lcl|NZ_AFKP01000233.1_cds_WP_000698820.1_229	27.316	626	583
WP_020780103.1	lcl|NZ_AFKP01000064.1_cds_WP_000613386.1_2250	24.841	157	572
WP_020780103.1	lcl|NZ_AFKP01000032.1_cds_WP_000721859.1_2904	32.479	117	572
WP_020780103.1	lcl|NZ_AFKP01000064.1_cds_WP_000613386.1_2250	24.841	157	572
WP_020780103.1	lcl|NZ_AFKP01000032.1_cds_WP_000721859.1_2904	32.479	117	572
