WP_002725873.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002725873.1_2780	100.000	106	106
WP_011669917.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002733579.1_2779	99.677	310	318
WP_011669917.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002733534.1_2776	27.309	249	318
WP_011669917.1	lcl|NZ_JADDVZ010000018.1_cds_WP_002722638.1_690	24.611	321	318
WP_011669917.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002740024.1_2685	23.132	281	318
WP_011669917.1	lcl|NZ_JADDVZ010000006.1_cds_WP_002728309.1_3040	25.723	311	318
WP_011669917.1	lcl|NZ_JADDVZ010000014.1_cds_WP_002743770.1_414	21.387	173	318
WP_011669917.1	lcl|NZ_JADDVZ010000005.1_cds_WP_016749081.1_2747	23.841	151	318
WP_011669919.1	lcl|NZ_JADDVZ010000032.1_cds_WP_032856387.1_1709	27.556	225	220
WP_011669919.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002742128.1_2689	26.609	233	220
WP_011669919.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002733661.1_2709	34.783	92	220
WP_011669919.1	lcl|NZ_JADDVZ010000019.1_cds_WP_002731944.1_753	30.172	116	220
WP_011669919.1	lcl|NZ_JADDVZ010000009.1_cds_WP_002726501.1_3381	30.851	94	220
WP_011669919.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002733618.1_2682	25.000	176	220
WP_011669919.1	lcl|NZ_JADDVZ010000062.1_cds_WP_016749129.1_2829	24.155	207	220
WP_020780109.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002740722.1_2736	36.607	336	354
WP_020780109.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002740726.1_2732	33.432	338	354
WP_020780109.1	lcl|NZ_JADDVZ010000026.1_cds_WP_002730849.1_1276	34.722	288	354
WP_020780109.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002740722.1_2736	36.607	336	354
WP_020780109.1	lcl|NZ_JADDVZ010000005.1_cds_WP_002740726.1_2732	33.432	338	354
WP_020780109.1	lcl|NZ_JADDVZ010000026.1_cds_WP_002730849.1_1276	34.722	288	354
