WP_002725873.1	lcl|NZ_JADDVO010000006.1_cds_WP_002725873.1_2931	100.000	106	106
WP_011669917.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733579.1_2932	99.677	310	318
WP_011669917.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733534.1_2935	27.309	249	318
WP_011669917.1	lcl|NZ_JADDVO010000017.1_cds_WP_002722638.1_593	24.611	321	318
WP_011669917.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740024.1_3026	23.132	281	318
WP_011669917.1	lcl|NZ_JADDVO010000007.1_cds_WP_002728309.1_3200	25.723	311	318
WP_011669917.1	lcl|NZ_JADDVO010000013.1_cds_WP_002743770.1_342	21.387	173	318
WP_011669917.1	lcl|NZ_JADDVO010000006.1_cds_WP_016749081.1_2964	23.841	151	318
WP_011669919.1	lcl|NZ_JADDVO010000033.1_cds_WP_032856387.1_1687	27.556	225	220
WP_011669919.1	lcl|NZ_JADDVO010000006.1_cds_WP_002742128.1_3022	26.609	233	220
WP_011669919.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733661.1_3002	34.783	92	220
WP_011669919.1	lcl|NZ_JADDVO010000018.1_cds_WP_002731944.1_634	30.172	116	220
WP_011669919.1	lcl|NZ_JADDVO010000010.1_cds_WP_002726501.1_62	30.851	94	220
WP_011669919.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733618.1_3029	25.000	176	220
WP_011669919.1	lcl|NZ_JADDVO010000061.1_cds_WP_016749129.1_2808	24.155	207	220
WP_020780109.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740722.1_2975	36.607	336	354
WP_020780109.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740726.1_2979	33.432	338	354
WP_020780109.1	lcl|NZ_JADDVO010000028.1_cds_WP_002730849.1_1343	34.722	288	354
WP_020780109.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740722.1_2975	36.607	336	354
WP_020780109.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740726.1_2979	33.432	338	354
WP_020780109.1	lcl|NZ_JADDVO010000028.1_cds_WP_002730849.1_1343	34.722	288	354
WP_011669921.1	lcl|NZ_JADDVO010000022.1_cds_WP_002738760.1_1017	30.144	209	230
WP_011669921.1	lcl|NZ_JADDVO010000019.1_cds_WP_002723863.1_687	30.631	111	230
WP_011669921.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733600.1_2993	28.814	118	230
WP_011669922.1	lcl|NZ_JADDVO010000076.1_cds_WP_004278354.1_3080	28.550	655	599
WP_011669923.1	lcl|NZ_JADDVO010000025.1_cds_WP_002728994.1_1182	31.183	372	387
WP_011669923.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740861.1_2940	33.475	236	387
WP_011669923.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740826.1_2939	37.379	206	387
WP_011669923.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733599.1_2973	31.939	263	387
WP_011669923.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733737.1_2960	30.137	219	387
WP_011669923.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740294.1_3020	31.095	283	387
WP_011669923.1	lcl|NZ_JADDVO010000007.1_cds_WP_002738884.1_3153	27.245	323	387
WP_011669923.1	lcl|NZ_JADDVO010000008.1_cds_WP_002724641.1_3307	23.706	367	387
WP_011669924.1	lcl|NZ_JADDVO010000076.1_cds_WP_004278354.1_3080	40.902	599	583
WP_020780103.1	lcl|NZ_JADDVO010000048.1_cds_WP_002740796.1_2285	23.622	127	572
WP_020780103.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740235.1_2989	18.981	216	572
WP_020780103.1	lcl|NZ_JADDVO010000048.1_cds_WP_002740796.1_2285	23.622	127	572
WP_020780103.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740235.1_2989	18.981	216	572
WP_011669926.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740826.1_2939	36.296	270	417
WP_011669926.1	lcl|NZ_JADDVO010000025.1_cds_WP_002728994.1_1182	29.885	348	417
WP_011669926.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740861.1_2940	33.562	292	417
WP_011669926.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740294.1_3020	34.252	254	417
WP_011669926.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733737.1_2960	31.061	264	417
WP_011669926.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733599.1_2973	29.461	241	417
WP_011669926.1	lcl|NZ_JADDVO010000007.1_cds_WP_002738884.1_3153	27.686	242	417
WP_011669926.1	lcl|NZ_JADDVO010000008.1_cds_WP_002724641.1_3307	25.105	239	417
WP_020780101.1	lcl|NZ_JADDVO010000002.1_cds_WP_002724039.1_1530	25.225	111	342
WP_020780101.1	lcl|NZ_JADDVO010000002.1_cds_WP_002724039.1_1530	25.225	111	342
WP_011669928.1	lcl|NZ_JADDVO010000048.1_cds_WP_002740796.1_2285	23.140	121	362
WP_011669928.1	lcl|NZ_JADDVO010000048.1_cds_WP_002740796.1_2285	23.140	121	362
WP_004779550.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740917.1_2947	33.333	78	244
WP_004779595.1	lcl|NZ_JADDVO010000022.1_cds_WP_002738760.1_1017	28.099	242	242
WP_004779595.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733600.1_2993	22.835	127	242
WP_011669930.1	lcl|NZ_JADDVO010000023.1_cds_WP_002739054.1_1104	32.669	251	255
WP_011669930.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733582.1_2995	27.016	248	255
WP_011669930.1	lcl|NZ_JADDVO010000053.1_cds_WP_002722237.1_2537	28.685	251	255
WP_011669930.1	lcl|NZ_JADDVO010000020.1_cds_WP_002728745.1_897	26.667	255	255
WP_011669930.1	lcl|NZ_JADDVO010000007.1_cds_WP_002735533.1_3166	27.839	273	255
WP_011669930.1	lcl|NZ_JADDVO010000009.1_cds_WP_002722691.1_3347	27.481	262	255
WP_011669930.1	lcl|NZ_JADDVO010000059.1_cds_WP_002728460.1_2648	24.535	269	255
WP_011669930.1	lcl|NZ_JADDVO010000031.1_cds_WP_002741131.1_1631	27.174	184	255
WP_011669930.1	lcl|NZ_JADDVO010000012.1_cds_WP_002728891.1_220	25.907	193	255
WP_011669930.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740024.1_3026	27.461	193	255
WP_011669930.1	lcl|NZ_JADDVO010000012.1_cds_WP_032853204.1_225	24.390	164	255
WP_011669930.1	lcl|NZ_JADDVO010000050.1_cds_WP_002739544.1_2458	24.242	198	255
WP_011669930.1	lcl|NZ_JADDVO010000030.1_cds_WP_002727447.1_1554	25.389	193	255
WP_011669930.1	lcl|NZ_JADDVO010000017.1_cds_WP_002722638.1_593	36.232	69	255
WP_011669930.1	lcl|NZ_JADDVO010000003.1_cds_WP_002741431.1_2001	24.873	197	255
WP_011669931.1	lcl|NZ_JADDVO010000005.1_cds_WP_002740185.1_2782	28.910	211	314
WP_004779598.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740722.1_2975	37.729	273	282
WP_004779598.1	lcl|NZ_JADDVO010000028.1_cds_WP_002730849.1_1343	38.267	277	282
WP_004779598.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740726.1_2979	32.727	275	282
WP_011669932.1	lcl|NZ_JADDVO010000025.1_cds_WP_002728994.1_1182	38.250	400	401
WP_011669932.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740861.1_2940	31.989	372	401
WP_011669932.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733599.1_2973	29.771	393	401
WP_011669932.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740294.1_3020	30.278	360	401
WP_011669932.1	lcl|NZ_JADDVO010000006.1_cds_WP_002733737.1_2960	29.459	370	401
WP_011669932.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740826.1_2939	29.412	391	401
WP_011669932.1	lcl|NZ_JADDVO010000007.1_cds_WP_002738884.1_3153	28.691	359	401
WP_011669932.1	lcl|NZ_JADDVO010000008.1_cds_WP_002724641.1_3307	25.000	392	401
WP_011669933.1	lcl|NZ_JADDVO010000066.1_cds_WP_002742222.1_2879	34.545	275	568
WP_011669933.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740724.1_2957	33.333	210	568
WP_011669933.1	lcl|NZ_JADDVO010000006.1_cds_IQA60_RS03665_2968	32.075	212	568
WP_011669933.1	lcl|NZ_JADDVO010000001.1_cds_WP_002723347.1_877	30.622	209	568
WP_011669933.1	lcl|NZ_JADDVO010000031.1_cds_WP_002741286.1_1599	31.915	235	568
WP_011669933.1	lcl|NZ_JADDVO010000002.1_cds_WP_002734207.1_1478	32.161	199	568
WP_011669933.1	lcl|NZ_JADDVO010000016.1_cds_WP_002733736.1_510	31.313	198	568
WP_011669933.1	lcl|NZ_JADDVO010000009.1_cds_WP_002739451.1_3389	31.980	197	568
WP_011669933.1	lcl|NZ_JADDVO010000010.1_cds_WP_002726143.1_43	30.964	197	568
WP_011669933.1	lcl|NZ_JADDVO010000029.1_cds_WP_002729296.1_1388	29.231	195	568
WP_011669933.1	lcl|NZ_JADDVO010000005.1_cds_WP_002728388.1_2727	32.620	187	568
WP_011669933.1	lcl|NZ_JADDVO010000054.1_cds_WP_002738485.1_2554	30.453	243	568
WP_011669933.1	lcl|NZ_JADDVO010000028.1_cds_WP_002733837.1_1313	30.108	186	568
WP_011669933.1	lcl|NZ_JADDVO010000028.1_cds_WP_002733837.1_1313	24.378	201	568
WP_011669933.1	lcl|NZ_JADDVO010000004.1_cds_WP_002730493.1_2398	28.261	184	568
WP_011669933.1	lcl|NZ_JADDVO010000005.1_cds_WP_032854486.1_2743	31.765	170	568
WP_011669933.1	lcl|NZ_JADDVO010000013.1_cds_WP_032853264.1_311	27.692	195	568
WP_011669933.1	lcl|NZ_JADDVO010000013.1_cds_WP_032853264.1_311	24.176	182	568
WP_011669933.1	lcl|NZ_JADDVO010000003.1_cds_WP_002721914.1_1946	27.568	185	568
WP_011669933.1	lcl|NZ_JADDVO010000004.1_cds_WP_002724285.1_2380	31.472	197	568
WP_011669933.1	lcl|NZ_JADDVO010000004.1_cds_WP_002724311.1_2379	30.909	220	568
WP_011669933.1	lcl|NZ_JADDVO010000011.1_cds_WP_002752475.1_113	26.943	193	568
WP_011669933.1	lcl|NZ_JADDVO010000051.1_cds_WP_002739367.1_2491	29.474	190	568
WP_011669933.1	lcl|NZ_JADDVO010000003.1_cds_WP_002721827.1_1913	28.899	218	568
WP_011669933.1	lcl|NZ_JADDVO010000009.1_cds_WP_002725984.1_3357	27.329	161	568
WP_011669933.1	lcl|NZ_JADDVO010000001.1_cds_WP_002735056.1_792	26.471	204	568
WP_011669933.1	lcl|NZ_JADDVO010000004.1_cds_WP_002739909.1_2336	26.636	214	568
WP_011669933.1	lcl|NZ_JADDVO010000004.1_cds_WP_002739909.1_2336	25.381	197	568
WP_011669933.1	lcl|NZ_JADDVO010000004.1_cds_WP_002724740.1_2359	26.667	165	568
WP_011669933.1	lcl|NZ_JADDVO010000011.1_cds_WP_002725125.1_125	26.257	179	568
WP_011669933.1	lcl|NZ_JADDVO010000004.1_cds_WP_002734915.1_2327	25.490	204	568
WP_011669933.1	lcl|NZ_JADDVO010000013.1_cds_WP_002723659.1_302	27.041	196	568
WP_011669933.1	lcl|NZ_JADDVO010000011.1_cds_WP_002729758.1_122	25.238	210	568
WP_011669933.1	lcl|NZ_JADDVO010000066.1_cds_WP_002742222.1_2879	34.545	275	568
WP_011669933.1	lcl|NZ_JADDVO010000006.1_cds_WP_002740724.1_2957	33.333	210	568
WP_011669933.1	lcl|NZ_JADDVO010000006.1_cds_IQA60_RS03665_2968	32.075	212	568
