WP_002725873.1	lcl|NZ_JQRZ01000047.1_cds_WP_002725873.1_1576	100.000	106	106
WP_011669917.1	lcl|NZ_JQRZ01000047.1_cds_WP_002733579.1_1577	99.677	310	318
WP_011669917.1	lcl|NZ_JQRZ01000047.1_cds_WP_002733534.1_1580	27.309	249	318
WP_011669917.1	lcl|NZ_JQRZ01000019.1_cds_WP_002722638.1_646	24.611	321	318
WP_011669917.1	lcl|NZ_JQRZ01000108.1_cds_WP_002740024.1_2776	23.132	281	318
WP_011669917.1	lcl|NZ_JQRZ01000113.1_cds_WP_002728309.1_2858	25.723	311	318
WP_011669917.1	lcl|NZ_JQRZ01000075.1_cds_WP_002743770.1_2192	21.387	173	318
WP_011669917.1	lcl|NZ_JQRZ01000047.1_cds_WP_016749081.1_1609	23.841	151	318
WP_011669919.1	lcl|NZ_JQRZ01000039.1_cds_WP_002738595.1_1369	27.477	222	220
WP_011669919.1	lcl|NZ_JQRZ01000108.1_cds_WP_002742128.1_2780	26.609	233	220
WP_011669919.1	lcl|NZ_JQRZ01000013.1_cds_WP_002733661.1_432	34.783	92	220
WP_011669919.1	lcl|NZ_JQRZ01000072.1_cds_WP_002731944.1_2122	30.172	116	220
WP_011669919.1	lcl|NZ_JQRZ01000103.1_cds_WP_002726501.1_2704	30.851	94	220
WP_011669919.1	lcl|NZ_JQRZ01000108.1_cds_WP_002733618.1_2773	25.000	176	220
WP_011669919.1	lcl|NZ_JQRZ01000142.1_cds_WP_016749129.1_3180	24.155	207	220
WP_020780109.1	lcl|NZ_JQRZ01000047.1_cds_WP_002740722.1_1620	36.607	336	354
WP_020780109.1	lcl|NZ_JQRZ01000047.1_cds_WP_002740726.1_1624	33.432	338	354
WP_020780109.1	lcl|NZ_JQRZ01000044.1_cds_WP_002730849.1_1522	34.722	288	354
WP_020780109.1	lcl|NZ_JQRZ01000047.1_cds_WP_002740722.1_1620	36.607	336	354
WP_020780109.1	lcl|NZ_JQRZ01000047.1_cds_WP_002740726.1_1624	33.432	338	354
WP_020780109.1	lcl|NZ_JQRZ01000044.1_cds_WP_002730849.1_1522	34.722	288	354
WP_011669921.1	lcl|NZ_JQRZ01000024.1_cds_WP_002738760.1_877	30.144	209	230
WP_011669921.1	lcl|NZ_JQRZ01000081.1_cds_WP_002723863.1_2310	30.631	111	230
WP_011669921.1	lcl|NZ_JQRZ01000013.1_cds_WP_002733600.1_423	28.814	118	230
WP_011669922.1	lcl|NZ_JQRZ01000137.1_cds_WP_004278354.1_3142	28.550	655	599
WP_011669923.1	lcl|NZ_JQRZ01000060.1_cds_WP_002728994.1_1916	31.183	372	387
WP_011669923.1	lcl|NZ_JQRZ01000047.1_cds_WP_002740861.1_1585	33.475	236	387
WP_011669923.1	lcl|NZ_JQRZ01000047.1_cds_WP_002740826.1_1584	37.379	206	387
WP_011669923.1	lcl|NZ_JQRZ01000047.1_cds_WP_002733599.1_1618	31.939	263	387
WP_011669923.1	lcl|NZ_JQRZ01000047.1_cds_WP_002733737.1_1605	30.137	219	387
WP_011669923.1	lcl|NZ_JQRZ01000108.1_cds_WP_002740294.1_2782	31.095	283	387
WP_011669923.1	lcl|NZ_JQRZ01000031.1_cds_WP_002738884.1_1091	27.245	323	387
WP_011669923.1	lcl|NZ_JQRZ01000014.1_cds_WP_002724641.1_459	23.706	367	387
WP_011669924.1	lcl|NZ_JQRZ01000137.1_cds_WP_004278354.1_3142	40.902	599	583
WP_020780103.1	lcl|NZ_JQRZ01000128.1_cds_WP_002740796.1_3048	23.622	127	572
WP_020780103.1	lcl|NZ_JQRZ01000013.1_cds_WP_002740235.1_419	18.981	216	572
WP_020780103.1	lcl|NZ_JQRZ01000128.1_cds_WP_002740796.1_3048	23.622	127	572
WP_020780103.1	lcl|NZ_JQRZ01000013.1_cds_WP_002740235.1_419	18.981	216	572
WP_011669926.1	lcl|NZ_JQRZ01000047.1_cds_WP_002740826.1_1584	36.296	270	417
WP_011669926.1	lcl|NZ_JQRZ01000060.1_cds_WP_002728994.1_1916	29.885	348	417
WP_011669926.1	lcl|NZ_JQRZ01000047.1_cds_WP_002740861.1_1585	33.562	292	417
WP_011669926.1	lcl|NZ_JQRZ01000108.1_cds_WP_002740294.1_2782	34.252	254	417
WP_011669926.1	lcl|NZ_JQRZ01000047.1_cds_WP_002733737.1_1605	31.061	264	417
WP_011669926.1	lcl|NZ_JQRZ01000047.1_cds_WP_002733599.1_1618	29.461	241	417
WP_011669926.1	lcl|NZ_JQRZ01000031.1_cds_WP_002738884.1_1091	27.686	242	417
WP_011669926.1	lcl|NZ_JQRZ01000014.1_cds_WP_002724641.1_459	25.105	239	417
WP_020780101.1	lcl|NZ_JQRZ01000035.1_cds_WP_002724039.1_1247	25.225	111	342
WP_020780101.1	lcl|NZ_JQRZ01000035.1_cds_WP_002724039.1_1247	25.225	111	342
WP_011669928.1	lcl|NZ_JQRZ01000128.1_cds_WP_002740796.1_3048	23.140	121	362
WP_011669928.1	lcl|NZ_JQRZ01000128.1_cds_WP_002740796.1_3048	23.140	121	362
WP_004779550.1	lcl|NZ_JQRZ01000047.1_cds_WP_002740917.1_1592	33.333	78	244
WP_004779595.1	lcl|NZ_JQRZ01000024.1_cds_WP_002738760.1_877	28.099	242	242
WP_004779595.1	lcl|NZ_JQRZ01000013.1_cds_WP_002733600.1_423	22.835	127	242
WP_011669930.1	lcl|NZ_JQRZ01000012.1_cds_WP_002739054.1_406	32.669	251	255
