WP_002725873.1	lcl|NZ_AOVD01000125.1_cds_WP_000340715.1_3223	93.902	82	106
WP_011669917.1	lcl|NZ_AOVD01000125.1_cds_WP_000410273.1_3222	92.903	310	318
WP_011669917.1	lcl|NZ_AOVD01000125.1_cds_WP_000093099.1_3202	58.730	63	318
WP_011669917.1	lcl|NZ_AOVD01000125.1_cds_WP_000646252.1_3219	28.112	249	318
WP_011669917.1	lcl|NZ_AOVD01000113.1_cds_WP_000744700.1_2547	23.148	324	318
WP_011669917.1	lcl|NZ_AOVD01000125.1_cds_WP_000600889.1_3193	23.273	275	318
WP_011669917.1	lcl|NZ_AOVD01000125.1_cds_WP_000723090.1_3140	23.875	289	318
WP_011669917.1	lcl|NZ_AOVD01000125.1_cds_WP_001067557.1_3216	23.708	329	318
WP_011669918.1	lcl|NZ_AOVD01000125.1_cds_WP_000202830.1_3183	42.776	353	361
WP_011669919.1	lcl|NZ_AOVD01000125.1_cds_WP_000282880.1_3144	37.903	124	220
WP_011669919.1	lcl|NZ_AOVD01000090.1_cds_WP_001099029.1_1928	27.803	223	220
WP_011669919.1	lcl|NZ_AOVD01000125.1_cds_WP_001068986.1_3165	31.522	92	220
WP_011669919.1	lcl|NZ_AOVD01000039.1_cds_WP_000840858.1_464	29.808	104	220
WP_011669919.1	lcl|NZ_AOVD01000083.1_cds_WP_000868621.1_1606	29.670	91	220
WP_011669919.1	lcl|NZ_AOVD01000045.1_cds_WP_000262844.1_652	25.121	207	220
WP_011669919.1	lcl|NZ_AOVD01000125.1_cds_WP_001114267.1_3137	26.136	176	220
WP_020780109.1	lcl|NZ_AOVD01000125.1_cds_WP_001230564.1_3190	36.873	339	354
WP_020780109.1	lcl|NZ_AOVD01000125.1_cds_WP_000582618.1_3186	34.663	326	354
WP_020780109.1	lcl|NZ_AOVD01000103.1_cds_WP_001011675.1_2275	34.237	295	354
WP_020780109.1	lcl|NZ_AOVD01000125.1_cds_WP_001230564.1_3190	36.873	339	354
WP_020780109.1	lcl|NZ_AOVD01000125.1_cds_WP_000582618.1_3186	34.663	326	354
WP_020780109.1	lcl|NZ_AOVD01000103.1_cds_WP_001011675.1_2275	34.237	295	354
WP_011669921.1	lcl|NZ_AOVD01000111.1_cds_WP_001014594.1_2489	29.577	213	230
WP_011669921.1	lcl|NZ_AOVD01000105.1_cds_WP_000721859.1_2343	32.743	113	230
WP_011669922.1	lcl|NZ_AOVD01000125.1_cds_WP_000698820.1_3180	41.857	614	599
WP_011669923.1	lcl|NZ_AOVD01000125.1_cds_WP_000582222.1_3204	37.805	246	387
WP_011669923.1	lcl|NZ_AOVD01000015.1_cds_WP_001281953.1_87	31.989	372	387
WP_011669923.1	lcl|NZ_AOVD01000125.1_cds_WP_000608295.1_3214	33.898	236	387
WP_011669923.1	lcl|NZ_AOVD01000125.1_cds_WP_000947844.1_3192	32.700	263	387
WP_011669923.1	lcl|NZ_AOVD01000125.1_cds_WP_001198107.1_3215	37.864	206	387
WP_011669923.1	lcl|NZ_AOVD01000125.1_cds_WP_000346036.1_3185	26.944	360	387
WP_011669923.1	lcl|NZ_AOVD01000125.1_cds_WP_000575178.1_3146	28.269	283	387
WP_011669923.1	lcl|NZ_AOVD01000041.1_cds_WP_000538752.1_604	26.168	321	387
WP_011669923.1	lcl|NZ_AOVD01000130.1_cds_WP_001982414.1_3418	24.895	237	387
WP_011669924.1	lcl|NZ_AOVD01000125.1_cds_WP_000698820.1_3180	27.316	626	583
WP_020780103.1	lcl|NZ_AOVD01000110.1_cds_WP_000613386.1_2473	24.841	157	572
WP_020780103.1	lcl|NZ_AOVD01000105.1_cds_WP_000721859.1_2343	32.479	117	572
WP_020780103.1	lcl|NZ_AOVD01000110.1_cds_WP_000613386.1_2473	24.841	157	572
WP_020780103.1	lcl|NZ_AOVD01000105.1_cds_WP_000721859.1_2343	32.479	117	572
WP_011669926.1	lcl|NZ_AOVD01000015.1_cds_WP_001281953.1_87	29.969	327	417
WP_011669926.1	lcl|NZ_AOVD01000125.1_cds_WP_001198107.1_3215	36.667	270	417
WP_011669926.1	lcl|NZ_AOVD01000125.1_cds_WP_000575178.1_3146	34.749	259	417
WP_011669926.1	lcl|NZ_AOVD01000125.1_cds_WP_000608295.1_3214	33.219	292	417
WP_011669926.1	lcl|NZ_AOVD01000125.1_cds_WP_000346036.1_3185	29.367	395	417
WP_011669926.1	lcl|NZ_AOVD01000125.1_cds_WP_000582222.1_3204	37.850	214	417
WP_011669926.1	lcl|NZ_AOVD01000125.1_cds_WP_000947844.1_3192	28.044	271	417
WP_011669926.1	lcl|NZ_AOVD01000041.1_cds_WP_000538752.1_604	25.130	386	417
WP_011669926.1	lcl|NZ_AOVD01000130.1_cds_WP_001982414.1_3418	24.686	239	417
WP_020780101.1	lcl|NZ_AOVD01000088.1_cds_WP_000870126.1_1799	25.503	149	342
WP_020780101.1	lcl|NZ_AOVD01000088.1_cds_WP_000870126.1_1799	25.503	149	342
WP_011669928.1	lcl|NZ_AOVD01000110.1_cds_WP_000613386.1_2473	22.308	130	362
WP_011669928.1	lcl|NZ_AOVD01000110.1_cds_WP_000613386.1_2473	22.308	130	362
WP_004779589.1	lcl|NZ_AOVD01000014.1_cds_WP_000012765.1_76	30.833	120	210
WP_004779550.1	lcl|NZ_AOVD01000125.1_cds_WP_000517242.1_3207	32.941	85	244
WP_004779595.1	lcl|NZ_AOVD01000111.1_cds_WP_001014594.1_2489	31.100	209	242
WP_004779595.1	lcl|NZ_AOVD01000125.1_cds_WP_000848239.1_3175	31.092	119	242
WP_011669930.1	lcl|NZ_AOVD01000016.1_cds_WP_000998676.1_108	31.474	251	255
WP_011669930.1	lcl|NZ_AOVD01000095.1_cds_WP_000566240.1_2029	34.884	172	255
WP_011669930.1	lcl|NZ_AOVD01000064.1_cds_WP_000043153.1_1151	26.038	265	255
WP_011669930.1	lcl|NZ_AOVD01000095.1_cds_WP_001968389.1_2057	27.757	263	255
WP_011669930.1	lcl|NZ_AOVD01000086.1_cds_WP_000653653.1_1766	27.481	262	255
WP_011669930.1	lcl|NZ_AOVD01000023.1_cds_WP_000351752.1_281	24.164	269	255
WP_011669930.1	lcl|NZ_AOVD01000084.1_cds_WP_000646914.1_1657	27.568	185	255
WP_011669930.1	lcl|NZ_AOVD01000122.1_cds_WP_001069860.1_2974	26.220	164	255
WP_011669930.1	lcl|NZ_AOVD01000125.1_cds_WP_000723090.1_3140	27.861	201	255
WP_011669930.1	lcl|NZ_AOVD01000123.1_cds_WP_000800040.1_2979	27.320	194	255
WP_011669930.1	lcl|NZ_AOVD01000123.1_cds_WP_000093663.1_3059	23.000	200	255
WP_011669930.1	lcl|NZ_AOVD01000118.1_cds_LEP2GSC153_RS0116505_2838	23.394	218	255
WP_011669930.1	lcl|NZ_AOVD01000113.1_cds_WP_000744700.1_2547	33.333	72	255
WP_011669930.1	lcl|NZ_AOVD01000082.1_cds_WP_001074690.1_1570	24.352	193	255
WP_011669931.1	lcl|NZ_AOVD01000131.1_cds_WP_002185292.1_3462	29.091	330	314
WP_004779598.1	lcl|NZ_AOVD01000125.1_cds_WP_001230564.1_3190	36.957	276	282
WP_004779598.1	lcl|NZ_AOVD01000103.1_cds_WP_001011675.1_2275	37.979	287	282
WP_004779598.1	lcl|NZ_AOVD01000125.1_cds_WP_000582618.1_3186	32.721	272	282
WP_011669932.1	lcl|NZ_AOVD01000015.1_cds_WP_001281953.1_87	38.155	401	401
WP_011669932.1	lcl|NZ_AOVD01000125.1_cds_WP_000582222.1_3204	33.245	376	401
WP_011669932.1	lcl|NZ_AOVD01000125.1_cds_WP_000608295.1_3214	31.989	372	401
WP_011669932.1	lcl|NZ_AOVD01000125.1_cds_WP_000575178.1_3146	28.455	369	401
WP_011669932.1	lcl|NZ_AOVD01000125.1_cds_WP_001198107.1_3215	30.769	390	401
WP_011669932.1	lcl|NZ_AOVD01000125.1_cds_WP_000947844.1_3192	27.586	377	401
WP_011669932.1	lcl|NZ_AOVD01000125.1_cds_WP_000346036.1_3185	26.509	381	401
WP_011669932.1	lcl|NZ_AOVD01000130.1_cds_WP_001982414.1_3418	24.490	392	401
WP_011669932.1	lcl|NZ_AOVD01000041.1_cds_WP_000538752.1_604	27.297	381	401
WP_011669933.1	lcl|NZ_AOVD01000041.1_cds_WP_000172202.1_536	30.769	364	568
WP_011669933.1	lcl|NZ_AOVD01000125.1_cds_WP_000834715.1_3199	26.866	402	568
WP_011669933.1	lcl|NZ_AOVD01000041.1_cds_WP_000667646.1_579	32.051	234	568
WP_011669933.1	lcl|NZ_AOVD01000114.1_cds_WP_000828455.1_2636	32.212	208	568
WP_011669933.1	lcl|NZ_AOVD01000041.1_cds_WP_000942282.1_522	33.663	202	568
WP_011669933.1	lcl|NZ_AOVD01000061.1_cds_WP_000666552.1_1037	31.351	185	568
