WP_002725873.1	lcl|NZ_CP047516.1_cds_WP_002725873.1_2362	100.000	106	106
WP_011669917.1	lcl|NZ_CP047516.1_cds_WP_002733579.1_2361	99.677	310	318
WP_011669917.1	lcl|NZ_CP047516.1_cds_WP_002733534.1_2358	27.309	249	318
WP_011669917.1	lcl|NZ_CP047516.1_cds_WP_002722638.1_126	24.611	321	318
WP_011669917.1	lcl|NZ_CP047516.1_cds_WP_002740024.1_2267	23.132	281	318
WP_011669917.1	lcl|NZ_CP047516.1_cds_WP_002728309.1_1511	25.723	311	318
WP_011669917.1	lcl|NZ_CP047516.1_cds_WP_002743770.1_2744	21.387	173	318
WP_011669917.1	lcl|NZ_CP047516.1_cds_WP_016749081.1_2329	23.841	151	318
WP_011669919.1	lcl|NZ_CP047516.1_cds_WP_002738595.1_544	27.477	222	220
WP_011669919.1	lcl|NZ_CP047516.1_cds_WP_002742128.1_2271	26.609	233	220
WP_011669919.1	lcl|NZ_CP047516.1_cds_WP_002733661.1_2291	34.783	92	220
WP_011669919.1	lcl|NZ_CP047516.1_cds_WP_002731944.1_2198	30.172	116	220
WP_011669919.1	lcl|NZ_CP047516.1_cds_WP_002726501.1_2495	30.851	94	220
WP_011669919.1	lcl|NZ_CP047516.1_cds_WP_002733618.1_2264	25.000	176	220
WP_011669919.1	lcl|NZ_CP047516.1_cds_WP_016749129.1_2162	24.155	207	220
WP_020780109.1	lcl|NZ_CP047516.1_cds_WP_002740722.1_2318	36.607	336	354
WP_020780109.1	lcl|NZ_CP047516.1_cds_WP_002740726.1_2314	33.432	338	354
WP_020780109.1	lcl|NZ_CP047516.1_cds_WP_002730849.1_724	34.722	288	354
WP_020780109.1	lcl|NZ_CP047516.1_cds_WP_002740722.1_2318	36.607	336	354
WP_020780109.1	lcl|NZ_CP047516.1_cds_WP_002740726.1_2314	33.432	338	354
WP_020780109.1	lcl|NZ_CP047516.1_cds_WP_002730849.1_724	34.722	288	354
WP_011669921.1	lcl|NZ_CP047516.1_cds_WP_002738760.1_1630	30.144	209	230
WP_011669921.1	lcl|NZ_CP047516.1_cds_WP_002723863.1_1439	30.631	111	230
WP_011669921.1	lcl|NZ_CP047516.1_cds_WP_002733600.1_2300	28.814	118	230
WP_011669922.1	lcl|NZ_CP047516.1_cds_WP_004278354.1_2812	28.550	655	599
