WP_002725873.1	lcl|NZ_AHPS01000124.1_cds_WP_000340715.1_1811	93.902	82	106
WP_011669917.1	lcl|NZ_AHPS01000124.1_cds_WP_000712240.1_1812	93.226	310	318
WP_011669917.1	lcl|NZ_AHPS01000124.1_cds_WP_000646251.1_1815	27.711	249	318
WP_011669917.1	lcl|NZ_AHPS01000043.1_cds_WP_000744700.1_3270	23.148	324	318
WP_011669917.1	lcl|NZ_AHPS01000124.1_cds_WP_000600886.1_1843	23.273	275	318
WP_011669917.1	lcl|NZ_AHPS01000049.1_cds_WP_000723084.1_3095	24.221	289	318
WP_011669917.1	lcl|NZ_AHPS01000124.1_cds_WP_000025488.1_1837	21.672	323	318
WP_011669917.1	lcl|NZ_AHPS01000124.1_cds_WP_001067556.1_1818	23.708	329	318
WP_011669918.1	lcl|NZ_AHPS01000124.1_cds_WP_000202827.1_1855	42.776	353	361
WP_011669919.1	lcl|NZ_AHPS01000049.1_cds_WP_000282880.1_3099	37.903	124	220
WP_011669919.1	lcl|NZ_AHPS01000080.1_cds_WP_001099029.1_2313	27.803	223	220
WP_011669919.1	lcl|NZ_AHPS01000124.1_cds_WP_001068983.1_1873	31.522	92	220
WP_011669919.1	lcl|NZ_AHPS01000126.1_cds_WP_000840860.1_1789	29.808	104	220
WP_011669919.1	lcl|NZ_AHPS01000055.1_cds_WP_000868621.1_2771	29.670	91	220
WP_011669919.1	lcl|NZ_AHPS01000145.1_cds_WP_000262845.1_1230	25.121	207	220
WP_011669919.1	lcl|NZ_AHPS01000049.1_cds_WP_001114274.1_3092	26.136	176	220
WP_020780109.1	lcl|NZ_AHPS01000124.1_cds_WP_001230567.1_1846	36.578	339	354
WP_020780109.1	lcl|NZ_AHPS01000124.1_cds_WP_000582622.1_1852	34.969	326	354
WP_020780109.1	lcl|NZ_AHPS01000125.1_cds_WP_001011670.1_1800	34.629	283	354
WP_020780109.1	lcl|NZ_AHPS01000124.1_cds_WP_001230567.1_1846	36.578	339	354
WP_020780109.1	lcl|NZ_AHPS01000124.1_cds_WP_000582622.1_1852	34.969	326	354
WP_020780109.1	lcl|NZ_AHPS01000125.1_cds_WP_001011670.1_1800	34.629	283	354
WP_011669921.1	lcl|NZ_AHPS01000064.1_cds_WP_001014583.1_2544	29.577	213	230
WP_011669921.1	lcl|NZ_AHPS01000177.1_cds_WP_000721844.1_707	33.628	113	230
WP_011669922.1	lcl|NZ_AHPS01000124.1_cds_LEP2GSC002_RS01000000122580_1858	43.686	293	599
WP_011669922.1	lcl|NZ_AHPS01000124.1_cds_LEP2GSC002_RS01000000122580_1858	40.557	323	599
WP_011669923.1	lcl|NZ_AHPS01000204.1_cds_WP_001281953.1_470	31.989	372	387
WP_011669923.1	lcl|NZ_AHPS01000124.1_cds_WP_000947842.1_1844	32.700	263	387
WP_011669923.1	lcl|NZ_AHPS01000124.1_cds_WP_000346036.1_1853	26.944	360	387
WP_011669923.1	lcl|NZ_AHPS01000124.1_cds_WP_000575397.1_1833	30.594	219	387
WP_011669923.1	lcl|NZ_AHPS01000124.1_cds_WP_000575184.1_1893	27.915	283	387
WP_011669923.1	lcl|NZ_AHPS01000063.1_cds_WP_000538750.1_2572	26.168	321	387
WP_011669923.1	lcl|NZ_AHPS01000243.1_cds_WP_001982414.1_367	24.895	237	387
WP_011669924.1	lcl|NZ_AHPS01000124.1_cds_LEP2GSC002_RS01000000122580_1858	30.742	283	583
WP_011669924.1	lcl|NZ_AHPS01000124.1_cds_LEP2GSC002_RS01000000122580_1858	25.373	335	583
WP_020780103.1	lcl|NZ_AHPS01000154.1_cds_WP_000613392.1_1047	23.737	198	572
WP_020780103.1	lcl|NZ_AHPS01000154.1_cds_WP_000613392.1_1047	23.737	198	572
WP_011669926.1	lcl|NZ_AHPS01000204.1_cds_WP_001281953.1_470	29.969	327	417
WP_011669926.1	lcl|NZ_AHPS01000124.1_cds_WP_000575184.1_1893	34.749	259	417
WP_011669926.1	lcl|NZ_AHPS01000124.1_cds_WP_000346036.1_1853	29.367	395	417
WP_011669926.1	lcl|NZ_AHPS01000124.1_cds_WP_000575397.1_1833	30.798	263	417
WP_011669926.1	lcl|NZ_AHPS01000124.1_cds_WP_000947842.1_1844	28.044	271	417
WP_011669926.1	lcl|NZ_AHPS01000063.1_cds_WP_000538750.1_2572	25.258	388	417
WP_011669926.1	lcl|NZ_AHPS01000243.1_cds_WP_001982414.1_367	24.686	239	417
