WP_002725873.1	lcl|NZ_AOWA01000100.1_cds_WP_000340715.1_2369	93.902	82	106
WP_011669917.1	lcl|NZ_AOWA01000100.1_cds_WP_000410273.1_2370	92.903	310	318
WP_011669917.1	lcl|NZ_AOWA01000100.1_cds_WP_000093099.1_2390	58.730	63	318
WP_011669917.1	lcl|NZ_AOWA01000100.1_cds_WP_000646252.1_2373	28.112	249	318
WP_011669917.1	lcl|NZ_AOWA01000116.1_cds_WP_000744700.1_3206	23.148	324	318
WP_011669917.1	lcl|NZ_AOWA01000100.1_cds_WP_000600889.1_2399	23.273	275	318
WP_011669917.1	lcl|NZ_AOWA01000100.1_cds_WP_000723090.1_2452	23.875	289	318
WP_011669917.1	lcl|NZ_AOWA01000100.1_cds_WP_001067557.1_2376	23.708	329	318
WP_011669918.1	lcl|NZ_AOWA01000100.1_cds_WP_000202830.1_2409	42.776	353	361
WP_011669919.1	lcl|NZ_AOWA01000100.1_cds_WP_000282880.1_2448	37.903	124	220
WP_011669919.1	lcl|NZ_AOWA01000127.1_cds_WP_001099029.1_3604	27.803	223	220
WP_011669919.1	lcl|NZ_AOWA01000100.1_cds_WP_001068986.1_2427	31.522	92	220
WP_011669919.1	lcl|NZ_AOWA01000084.1_cds_WP_000840858.1_1622	29.808	104	220
WP_011669919.1	lcl|NZ_AOWA01000050.1_cds_WP_000868621.1_820	29.670	91	220
WP_011669919.1	lcl|NZ_AOWA01000128.1_cds_WP_000262844.1_3634	25.121	207	220
WP_011669919.1	lcl|NZ_AOWA01000100.1_cds_WP_001114267.1_2455	26.136	176	220
WP_020780109.1	lcl|NZ_AOWA01000100.1_cds_WP_001230564.1_2402	36.873	339	354
WP_020780109.1	lcl|NZ_AOWA01000100.1_cds_WP_000582618.1_2406	34.663	326	354
WP_020780109.1	lcl|NZ_AOWA01000007.1_cds_WP_001011675.1_33	34.237	295	354
WP_020780109.1	lcl|NZ_AOWA01000100.1_cds_WP_001230564.1_2402	36.873	339	354
WP_020780109.1	lcl|NZ_AOWA01000100.1_cds_WP_000582618.1_2406	34.663	326	354
WP_020780109.1	lcl|NZ_AOWA01000007.1_cds_WP_001011675.1_33	34.237	295	354
WP_011669921.1	lcl|NZ_AOWA01000054.1_cds_WP_001014594.1_919	29.577	213	230
WP_011669921.1	lcl|NZ_AOWA01000092.1_cds_WP_000721859.1_1841	32.743	113	230
WP_011669922.1	lcl|NZ_AOWA01000100.1_cds_WP_000698820.1_2412	41.857	614	599
WP_011669923.1	lcl|NZ_AOWA01000100.1_cds_WP_000582222.1_2388	37.805	246	387
WP_011669923.1	lcl|NZ_AOWA01000037.1_cds_WP_001281953.1_435	31.989	372	387
WP_011669923.1	lcl|NZ_AOWA01000100.1_cds_WP_000608295.1_2378	33.898	236	387
WP_011669923.1	lcl|NZ_AOWA01000100.1_cds_WP_000947844.1_2400	32.700	263	387
WP_011669923.1	lcl|NZ_AOWA01000100.1_cds_WP_001198107.1_2377	37.864	206	387
WP_011669923.1	lcl|NZ_AOWA01000100.1_cds_WP_000346036.1_2407	26.944	360	387
WP_011669923.1	lcl|NZ_AOWA01000100.1_cds_WP_000575178.1_2446	28.269	283	387
WP_011669923.1	lcl|NZ_AOWA01000133.1_cds_WP_000538752.1_3769	26.168	321	387
WP_011669923.1	lcl|NZ_AOWA01000091.1_cds_WP_001982414.1_1817	24.895	237	387
WP_011669924.1	lcl|NZ_AOWA01000100.1_cds_WP_000698820.1_2412	27.316	626	583
