WP_002725873.1	lcl|NZ_JAMQQE010000003.1_cds_WP_108958675.1_2653	62.162	74	106
WP_011669917.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356155.1_2652	82.748	313	318
WP_011669917.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355771.1_754	23.030	330	318
WP_011669917.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356025.1_2607	24.843	318	318
WP_011669917.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356016.1_2616	24.923	325	318
WP_011669917.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356037.1_2587	26.877	253	318
WP_011669917.1	lcl|NZ_JAMQQE010000006.1_cds_WP_100715920.1_3542	23.077	169	318
WP_011669917.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135653092.1_191	23.839	323	318
WP_011669917.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356007.1_2625	21.983	232	318
WP_011669919.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356027.1_2605	39.286	112	220
WP_011669919.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135604081.1_2584	34.234	111	220
WP_011669919.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135591985.1_2254	25.325	154	220
WP_011669919.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135799042.1_2589	33.846	130	220
WP_011669919.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265394655.1_2581	34.043	94	220
WP_011669919.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356026.1_2606	24.402	209	220
WP_011669919.1	lcl|NZ_JAMQQE010000005.1_cds_WP_100727529.1_3083	30.526	95	220
WP_011669919.1	lcl|NZ_JAMQQE010000001.1_cds_WP_165780357.1_1118	31.193	109	220
WP_011669919.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135651999.1_2169	48.000	50	220
WP_011669919.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135592290.1_2583	29.126	103	220
WP_011669919.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356017.1_2615	30.435	92	220
