WP_002725873.1	lcl|NZ_JADDWD010000005.1_cds_WP_002725873.1_2717	100.000	106	106
WP_002733579.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733579.1_2718	100.000	314	314
WP_002733579.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	24.615	325	314
WP_002733579.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	26.908	249	314
WP_002733579.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	23.132	281	314
WP_002733579.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	25.723	311	314
WP_002733579.1	lcl|NZ_JADDWD010000013.1_cds_WP_002743770.1_327	20.809	173	314
WP_002733579.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	24.503	151	314
WP_002733579.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740721.1_2724	24.848	330	314
WP_026054882.1	lcl|NZ_JADDWD010000005.1_cds_WP_026054882.1_2719	99.726	365	365
WP_002733646.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733646.1_2720	100.000	185	185
WP_002733646.1	lcl|NZ_JADDWD010000003.1_cds_WP_002721790.1_2114	36.364	154	185
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	100.000	329	329
WP_002733534.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	29.841	315	329
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	31.045	335	329
WP_002733534.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	31.190	311	329
WP_002733534.1	lcl|NZ_JADDWD010000013.1_cds_WP_002743770.1_327	27.273	341	329
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733638.1_2758	27.647	340	329
WP_002733534.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728316.1_2965	27.576	330	329
WP_002733534.1	lcl|NZ_JADDWD010000076.1_cds_WP_002741146.1_3122	28.846	312	329
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733546.1_2787	25.000	268	329
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740721.1_2724	28.990	307	329
WP_002733534.1	lcl|NZ_JADDWD010000007.1_cds_WP_002732331.1_3226	27.636	275	329
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_002744551.1_2752	28.339	307	329
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733579.1_2718	26.908	249	329
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	23.659	317	329
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733698.1_2795	26.277	274	329
WP_002733534.1	lcl|NZ_JADDWD010000059.1_cds_WP_002740236.1_2696	26.592	267	329
WP_002733534.1	lcl|NZ_JADDWD010000004.1_cds_WP_002721725.1_2500	25.223	337	329
WP_002733534.1	lcl|NZ_JADDWD010000004.1_cds_WP_002739935.1_2412	27.309	249	329
WP_002733534.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733757.1_2785	30.994	171	329
WP_002733627.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733627.1_2722	99.625	267	267
WP_002733627.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740926.1_2763	28.492	179	267
WP_002733627.1	lcl|NZ_JADDWD010000005.1_cds_WP_002738295.1_2784	26.699	206	267
WP_002733627.1	lcl|NZ_JADDWD010000005.1_cds_WP_002727921.1_2813	27.513	189	267
WP_002733627.1	lcl|NZ_JADDWD010000050.1_cds_WP_002729040.1_2535	33.636	110	267
WP_002733627.1	lcl|NZ_JADDWD010000002.1_cds_WP_002766579.1_1590	36.047	86	267
WP_002733627.1	lcl|NZ_JADDWD010000013.1_cds_WP_002729513.1_326	26.344	186	267
WP_002740779.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740779.1_2723	100.000	509	509
WP_002740779.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728536.1_42	28.223	287	509
WP_002740779.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728534.1_43	31.111	90	509
WP_002740779.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740779.1_2723	100.000	509	509
WP_002740779.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728536.1_42	28.223	287	509
WP_002740779.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728534.1_43	31.111	90	509
WP_002740721.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740721.1_2724	99.697	330	330
WP_002740721.1	lcl|NZ_JADDWD010000005.1_cds_WP_002744551.1_2752	27.213	305	330
WP_002740721.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	28.990	307	330
WP_002740721.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	25.275	273	330
WP_002740721.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	25.526	333	330
WP_002740721.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	28.369	282	330
WP_002740721.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	29.412	221	330
WP_002740721.1	lcl|NZ_JADDWD010000007.1_cds_WP_002732331.1_3226	26.754	228	330
WP_002740721.1	lcl|NZ_JADDWD010000004.1_cds_WP_002721725.1_2500	24.898	245	330
WP_002740721.1	lcl|NZ_JADDWD010000076.1_cds_WP_002741146.1_3122	27.950	322	330
WP_002740721.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733638.1_2758	25.773	291	330
WP_002740721.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733546.1_2787	24.354	271	330
WP_002740721.1	lcl|NZ_JADDWD010000013.1_cds_WP_002743770.1_327	26.056	142	330
WP_002740721.1	lcl|NZ_JADDWD010000059.1_cds_WP_002740236.1_2696	24.803	254	330
WP_002740721.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733579.1_2718	24.848	330	330
WP_002740826.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740826.1_2725	100.000	366	366
WP_002740826.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740861.1_2726	39.726	365	366
WP_002740826.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733737.1_2746	34.286	350	366
