WP_002725873.1	lcl|NZ_VCHL01000001.1_cds_WP_004421256.1_1	92.683	82	106
WP_002733579.1	lcl|NZ_VCHL01000001.1_cds_WP_004421326.1_2	91.401	314	314
WP_002733579.1	lcl|NZ_VCHL01000020.1_cds_WP_004419974.1_1353	24.085	328	314
WP_002733579.1	lcl|NZ_VCHL01000001.1_cds_WP_141597497.1_5	27.309	249	314
WP_002733579.1	lcl|NZ_VCHL01000001.1_cds_WP_141597520.1_40	22.553	235	314
WP_002733579.1	lcl|NZ_VCHL01000010.1_cds_WP_141597690.1_78	23.103	290	314
WP_002733579.1	lcl|NZ_VCHL01000075.1_cds_WP_181756935.1_3746	25.000	276	314
WP_002733579.1	lcl|NZ_VCHL01000001.1_cds_WP_141597500.1_8	23.313	326	314
WP_026054882.1	lcl|NZ_VCHL01000001.1_cds_WP_004421179.1_3	87.123	365	365
WP_002733646.1	lcl|NZ_VCHL01000001.1_cds_WP_141597496.1_4	95.676	185	185
WP_002733646.1	lcl|NZ_VCHL01000096.1_cds_WP_002148948.1_4099	41.429	140	185
WP_002733534.1	lcl|NZ_VCHL01000001.1_cds_WP_141597497.1_5	95.745	329	329
WP_002733534.1	lcl|NZ_VCHL01000001.1_cds_WP_141597520.1_40	30.094	319	329
WP_002733534.1	lcl|NZ_VCHL01000020.1_cds_WP_004419974.1_1353	30.794	315	329
WP_002733534.1	lcl|NZ_VCHL01000010.1_cds_WP_141597690.1_78	31.343	335	329
WP_002733534.1	lcl|NZ_VCHL01000075.1_cds_WP_181756935.1_3746	31.699	306	329
WP_002733534.1	lcl|NZ_VCHL01000245.1_cds_WP_141599045.1_1713	28.698	338	329
WP_002733534.1	lcl|NZ_VCHL01000347.1_cds_WP_002148036.1_2384	29.231	325	329
WP_002733534.1	lcl|NZ_VCHL01000001.1_cds_WP_141597500.1_8	29.316	307	329
WP_002733534.1	lcl|NZ_VCHL01000010.1_cds_WP_141597703.1_103	23.448	290	329
WP_002733534.1	lcl|NZ_VCHL01000001.1_cds_WP_141597515.1_34	26.214	309	329
WP_002733534.1	lcl|NZ_VCHL01000078.1_cds_WP_004450153.1_3786	28.261	276	329
WP_002733534.1	lcl|NZ_VCHL01000001.1_cds_WP_141597517.1_36	29.085	306	329
WP_002733534.1	lcl|NZ_VCHL01000010.1_cds_WP_004421384.1_95	26.277	274	329
WP_002733534.1	lcl|NZ_VCHL01000001.1_cds_WP_004421326.1_2	25.746	268	329
WP_002733534.1	lcl|NZ_VCHL01000026.1_cds_WP_141597900.1_1798	28.464	267	329
WP_002733534.1	lcl|NZ_VCHL01000002.1_cds_WP_004449697.1_1300	25.191	262	329
WP_002733534.1	lcl|NZ_VCHL01000198.1_cds_WP_004432019.1_1286	27.049	244	329
WP_002733534.1	lcl|NZ_VCHL01000010.1_cds_WP_141597705.1_105	26.791	321	329
WP_002733534.1	lcl|NZ_VCHL01000135.1_cds_WP_004422676.1_628	26.749	243	329
WP_002733534.1	lcl|NZ_VCHL01000001.1_cds_WP_141597549.1_17	23.636	165	329
WP_002733627.1	lcl|NZ_VCHL01000001.1_cds_WP_141597498.1_6	94.382	267	267
WP_002733627.1	lcl|NZ_VCHL01000010.1_cds_WP_141597706.1_106	27.536	207	267
WP_002733627.1	lcl|NZ_VCHL01000001.1_cds_WP_141597525.1_45	26.178	191	267
WP_002733627.1	lcl|NZ_VCHL01000010.1_cds_WP_004421125.1_77	28.042	189	267
WP_002733627.1	lcl|NZ_VCHL01000154.1_cds_WP_141598612.1_843	33.071	127	267
WP_002733627.1	lcl|NZ_VCHL01000212.1_cds_WP_002146975.1_1480	36.047	86	267
WP_002740779.1	lcl|NZ_VCHL01000001.1_cds_WP_141597499.1_7	91.159	509	509
WP_002740779.1	lcl|NZ_VCHL01000063.1_cds_WP_141598170.1_3473	26.543	324	509
WP_002740779.1	lcl|NZ_VCHL01000063.1_cds_WP_002148203.1_3474	31.111	90	509
WP_002740779.1	lcl|NZ_VCHL01000001.1_cds_WP_141597499.1_7	91.159	509	509
WP_002740779.1	lcl|NZ_VCHL01000063.1_cds_WP_141598170.1_3473	26.543	324	509
WP_002740779.1	lcl|NZ_VCHL01000063.1_cds_WP_002148203.1_3474	31.111	90	509
WP_002740721.1	lcl|NZ_VCHL01000001.1_cds_WP_141597500.1_8	95.455	330	330
WP_002740721.1	lcl|NZ_VCHL01000001.1_cds_WP_141597497.1_5	29.316	307	330
WP_002740721.1	lcl|NZ_VCHL01000001.1_cds_WP_141597517.1_36	24.837	306	330
WP_002740721.1	lcl|NZ_VCHL01000001.1_cds_WP_141597520.1_40	29.213	267	330
WP_002740721.1	lcl|NZ_VCHL01000010.1_cds_WP_141597690.1_78	26.648	349	330
WP_002740721.1	lcl|NZ_VCHL01000075.1_cds_WP_181756935.1_3746	25.092	271	330
WP_002740721.1	lcl|NZ_VCHL01000020.1_cds_WP_004419974.1_1353	26.899	316	330
WP_002740721.1	lcl|NZ_VCHL01000001.1_cds_WP_141597515.1_34	30.180	222	330
WP_002740721.1	lcl|NZ_VCHL01000198.1_cds_WP_004432019.1_1286	27.778	252	330
WP_002740721.1	lcl|NZ_VCHL01000245.1_cds_WP_141599045.1_1713	29.412	255	330
WP_002740721.1	lcl|NZ_VCHL01000078.1_cds_WP_004450153.1_3786	26.222	225	330
WP_002740721.1	lcl|NZ_VCHL01000010.1_cds_WP_141597703.1_103	22.932	266	330
WP_002740721.1	lcl|NZ_VCHL01000026.1_cds_WP_141597900.1_1798	29.032	155	330
WP_002740826.1	lcl|NZ_VCHL01000010.1_cds_WP_004421210.1_84	34.384	349	366
WP_002740826.1	lcl|NZ_VCHL01000001.1_cds_FF021_RS00180_30	32.632	285	366
WP_002740826.1	lcl|NZ_VCHL01000001.1_cds_FF021_RS00180_30	32.895	76	366
WP_002740826.1	lcl|NZ_VCHL01000328.1_cds_WP_141599319.1_2281	28.042	378	366
WP_002740826.1	lcl|NZ_VCHL01000001.1_cds_WP_141597528.1_49	27.451	357	366
WP_002740826.1	lcl|NZ_VCHL01000125.1_cds_WP_141598497.1_494	30.726	358	366
WP_002740826.1	lcl|NZ_VCHL01000001.1_cds_WP_141597521.1_41	27.793	367	366
WP_002740826.1	lcl|NZ_VCHL01000364.1_cds_WP_036034116.1_2483	32.632	190	366
WP_002740861.1	lcl|NZ_VCHL01000010.1_cds_WP_004421210.1_84	36.103	349	367
WP_002740861.1	lcl|NZ_VCHL01000001.1_cds_FF021_RS00180_30	36.170	282	367
WP_002740861.1	lcl|NZ_VCHL01000001.1_cds_FF021_RS00180_30	40.000	75	367
WP_002740861.1	lcl|NZ_VCHL01000125.1_cds_WP_141598497.1_494	30.607	379	367
WP_002740861.1	lcl|NZ_VCHL01000328.1_cds_WP_141599319.1_2281	30.667	375	367
WP_002740861.1	lcl|NZ_VCHL01000001.1_cds_WP_141597521.1_41	28.691	359	367
WP_002740861.1	lcl|NZ_VCHL01000001.1_cds_WP_141597528.1_49	24.528	371	367
WP_002740861.1	lcl|NZ_VCHL01000364.1_cds_WP_036034116.1_2483	23.743	358	367
WP_002740729.1	lcl|NZ_VCHL01000001.1_cds_WP_141597501.1_9	36.949	544	544
WP_002740729.1	lcl|NZ_VCHL01000001.1_cds_WP_141597501.1_9	36.949	544	544
WP_002740998.1	lcl|NZ_VCHL01000001.1_cds_WP_141597502.1_10	66.415	265	265
WP_002740998.1	lcl|NZ_VCHL01000240.1_cds_WP_141599023.1_1687	46.502	243	265
WP_032853071.1	lcl|NZ_VCHL01000001.1_cds_WP_141597503.1_11	85.806	310	310
WP_032853071.1	lcl|NZ_VCHL01000118.1_cds_WP_004450296.1_388	36.486	296	310
WP_032853071.1	lcl|NZ_VCHL01000038.1_cds_WP_141597991.1_2544	26.129	310	310
WP_032853071.1	lcl|NZ_VCHL01000205.1_cds_WP_004452525.1_1409	22.901	262	310
WP_032853071.1	lcl|NZ_VCHL01000001.1_cds_WP_141597503.1_11	85.806	310	310
WP_032853071.1	lcl|NZ_VCHL01000118.1_cds_WP_004450296.1_388	36.486	296	310
WP_032853071.1	lcl|NZ_VCHL01000038.1_cds_WP_141597991.1_2544	26.129	310	310
WP_032853071.1	lcl|NZ_VCHL01000205.1_cds_WP_004452525.1_1409	22.901	262	310
WP_002740848.1	lcl|NZ_VCHL01000001.1_cds_WP_004434516.1_12	96.591	264	264
WP_032853450.1	lcl|NZ_VCHL01000001.1_cds_WP_004421278.1_13	95.385	130	130
WP_004777167.1	lcl|NZ_VCHL01000001.1_cds_WP_141597504.1_14	93.056	144	144
WP_002740917.1	lcl|NZ_VCHL01000001.1_cds_WP_141597505.1_15	96.833	221	221
WP_002740917.1	lcl|NZ_VCHL01000130.1_cds_WP_141598524.1_580	28.205	78	221
WP_002740917.1	lcl|NZ_VCHL01000040.1_cds_WP_039939204.1_2685	29.358	109	221
WP_002740692.1	lcl|NZ_VCHL01000001.1_cds_WP_141597549.1_17	78.445	283	283
WP_002740692.1	lcl|NZ_VCHL01000001.1_cds_WP_141597515.1_34	35.043	117	283
WP_230456811.1	lcl|NZ_VCHL01000001.1_cds_WP_181756870.1_18	78.851	383	388
WP_230456811.1	lcl|NZ_VCHL01000130.1_cds_WP_141598524.1_580	33.108	148	388
WP_230456811.1	lcl|NZ_VCHL01000040.1_cds_WP_141598017.1_2684	27.670	206	388
WP_230456811.1	lcl|NZ_VCHL01000001.1_cds_WP_141597532.1_53	35.714	98	388
WP_230456811.1	lcl|NZ_VCHL01000001.1_cds_WP_141597541.1_64	27.803	223	388
WP_230456811.1	lcl|NZ_VCHL01000045.1_cds_WP_004457192.1_2878	25.850	147	388
WP_230456811.1	lcl|NZ_VCHL01000093.1_cds_WP_004426058.1_4057	24.590	122	388
WP_230456811.1	lcl|NZ_VCHL01000043.1_cds_WP_004426483.1_2808	21.965	173	388
WP_228003642.1	lcl|NZ_VCHL01000001.1_cds_WP_141597507.1_19	86.434	258	258
WP_002740902.1	lcl|NZ_VCHL01000001.1_cds_WP_141597508.1_20	93.651	252	252
WP_002740902.1	lcl|NZ_VCHL01000001.1_cds_WP_141597537.1_58	26.887	212	252
WP_002740804.1	lcl|NZ_VCHL01000001.1_cds_WP_243807561.1_22	43.333	330	411
WP_002740724.1	lcl|NZ_VCHL01000001.1_cds_WP_141597519.1_38	42.687	588	596
WP_002740724.1	lcl|NZ_VCHL01000068.1_cds_WP_082287632.1_3576	31.749	526	596
WP_002740724.1	lcl|NZ_VCHL01000052.1_cds_WP_181756914.1_3159	35.154	421	596
WP_002740724.1	lcl|NZ_VCHL01000080.1_cds_WP_141598277.1_3871	41.631	233	596
WP_002740724.1	lcl|NZ_VCHL01000185.1_cds_WP_141598767.1_1172	32.340	235	596
WP_002740724.1	lcl|NZ_VCHL01000117.1_cds_WP_141598461.1_380	32.212	208	596
WP_002740724.1	lcl|NZ_VCHL01000103.1_cds_WP_016560303.1_156	28.870	239	596
WP_002740724.1	lcl|NZ_VCHL01000018.1_cds_WP_004428018.1_1126	30.472	233	596
WP_002740724.1	lcl|NZ_VCHL01000063.1_cds_WP_017213193.1_3479	26.606	218	596
WP_002740724.1	lcl|NZ_VCHL01000091.1_cds_WP_141598341.1_4035	27.126	247	596
WP_002740724.1	lcl|NZ_VCHL01000100.1_cds_WP_002149659.1_113	30.172	232	596
